,n,k,n_changes_eadam,n_matches,n_iterations
0,2217,3,0,1858,12
1,2217,3,4,1855,13
2,2217,3,0,1852,11
3,2217,3,0,1869,12
4,2217,3,0,1864,21
5,2217,3,0,1848,10
6,2217,3,16,1858,14
7,2217,3,0,1854,11
8,2217,3,0,1878,18
9,2217,3,0,1848,13
10,2217,3,0,1871,13
11,2217,3,4,1872,13
12,2217,3,0,1847,15
13,2217,3,10,1852,13
14,2217,3,0,1863,10
15,2217,3,0,1889,13
16,2217,3,0,1875,15
17,2217,3,0,1868,12
18,2217,3,0,1863,15
19,2217,3,0,1850,13
20,2217,3,4,1840,11
21,2217,3,8,1871,12
22,2217,3,0,1860,13
23,2217,3,0,1865,10
24,2217,3,0,1850,16
25,2217,3,0,1850,12
26,2217,3,0,1876,12
27,2217,3,0,1861,10
28,2217,3,0,1871,12
29,2217,3,0,1877,19
30,2217,3,0,1875,13
31,2217,3,0,1877,12
32,2217,3,0,1857,11
33,2217,3,8,1860,17
34,2217,3,0,1860,14
35,2217,3,0,1872,9
36,2217,3,8,1865,14
37,2217,3,0,1881,16
38,2217,3,10,1859,11
39,2217,3,0,1855,10
40,2217,3,0,1857,15
41,2217,3,0,1869,12
42,2217,3,0,1875,15
43,2217,3,0,1867,10
44,2217,3,0,1857,17
45,2217,3,0,1872,13
46,2217,3,12,1865,14
47,2217,3,24,1839,12
48,2217,3,0,1844,15
49,2217,3,0,1866,15
50,2217,3,0,1851,11
51,2217,3,0,1845,14
52,2217,3,4,1844,14
53,2217,3,0,1870,12
54,2217,3,6,1877,21
55,2217,3,0,1855,12
56,2217,3,0,1856,11
57,2217,3,0,1851,16
58,2217,3,0,1865,13
59,2217,3,4,1856,16
60,2217,3,0,1858,14
61,2217,3,6,1870,14
62,2217,3,10,1848,13
63,2217,3,0,1876,12
64,2217,3,0,1865,14
65,2217,3,0,1857,15
66,2217,3,0,1860,17
67,2217,3,4,1843,15
68,2217,3,18,1877,12
69,2217,3,0,1852,14
70,2217,3,0,1875,13
71,2217,3,0,1863,13
72,2217,3,0,1856,10
73,2217,3,0,1872,10
74,2217,3,0,1853,11
75,2217,3,0,1869,17
76,2217,3,0,1863,15
77,2217,3,0,1870,10
78,2217,3,0,1861,11
79,2217,3,4,1865,14
80,2217,3,0,1857,10
81,2217,3,0,1883,15
82,2217,3,0,1864,12
83,2217,3,0,1850,14
84,2217,3,10,1862,13
85,2217,3,0,1873,14
86,2217,3,0,1862,13
87,2217,3,0,1864,13
88,2217,3,0,1865,13
89,2217,3,0,1878,10
90,2217,3,0,1865,13
91,2217,3,0,1836,15
92,2217,3,0,1844,15
93,2217,3,18,1833,11
94,2217,3,0,1864,13
95,2217,3,0,1855,13
96,2217,3,0,1855,10
97,2217,3,0,1862,13
98,2217,3,0,1875,11
99,2217,3,0,1850,11
