,n,k,n_changes_eadam,n_matches,n_iterations
0,657,3,4,546,10
1,657,3,4,551,13
2,657,3,0,548,13
3,657,3,0,556,16
4,657,3,0,551,10
5,657,3,6,558,16
6,657,3,4,554,11
7,657,3,0,548,12
8,657,3,4,550,14
9,657,3,6,563,9
10,657,3,0,539,8
11,657,3,0,554,13
12,657,3,12,563,12
13,657,3,0,558,8
14,657,3,0,553,9
15,657,3,0,551,9
16,657,3,4,565,8
17,657,3,14,550,15
18,657,3,0,553,10
19,657,3,0,559,17
20,657,3,0,545,12
21,657,3,0,545,9
22,657,3,0,544,9
23,657,3,0,549,11
24,657,3,0,559,12
25,657,3,0,546,14
26,657,3,0,559,8
27,657,3,0,551,10
28,657,3,0,550,12
29,657,3,0,549,10
30,657,3,0,566,12
31,657,3,0,545,10
32,657,3,0,553,9
33,657,3,0,549,10
34,657,3,0,557,10
35,657,3,0,547,14
36,657,3,6,556,8
37,657,3,0,538,10
38,657,3,0,540,8
39,657,3,4,546,13
40,657,3,0,554,9
41,657,3,0,557,12
42,657,3,0,553,9
43,657,3,0,559,10
44,657,3,0,551,15
45,657,3,0,553,11
46,657,3,6,558,14
47,657,3,0,553,10
48,657,3,0,560,9
49,657,3,0,557,15
50,657,3,0,544,10
51,657,3,6,555,14
52,657,3,12,557,7
53,657,3,0,556,9
54,657,3,0,560,9
55,657,3,0,550,10
56,657,3,0,556,13
57,657,3,6,552,7
58,657,3,0,544,11
59,657,3,0,558,7
60,657,3,0,555,10
61,657,3,4,552,10
62,657,3,4,545,10
63,657,3,0,543,8
64,657,3,0,553,12
65,657,3,4,554,19
66,657,3,4,553,9
67,657,3,4,547,10
68,657,3,8,556,9
69,657,3,0,541,13
70,657,3,0,551,11
71,657,3,0,551,13
72,657,3,4,549,10
73,657,3,0,552,11
74,657,3,0,552,15
75,657,3,0,550,13
76,657,3,0,555,9
77,657,3,0,556,8
78,657,3,8,552,9
79,657,3,0,557,12
80,657,3,14,560,10
81,657,3,14,551,12
82,657,3,0,549,10
83,657,3,0,563,19
84,657,3,0,548,9
85,657,3,8,550,11
86,657,3,0,549,10
87,657,3,0,543,10
88,657,3,0,560,9
89,657,3,0,563,10
90,657,3,0,556,9
91,657,3,0,553,11
92,657,3,0,557,9
93,657,3,0,540,9
94,657,3,8,559,10
95,657,3,0,553,10
96,657,3,4,548,12
97,657,3,0,553,8
98,657,3,0,550,13
99,657,3,0,554,9
