,n,k,n_changes_eadam,n_matches,n_iterations
0,11223,6,1182,10440,120
1,11223,6,1170,10403,124
2,11223,6,1282,10395,98
3,11223,6,1098,10413,100
4,11223,6,1044,10394,123
5,11223,6,978,10429,115
6,11223,6,1054,10433,115
7,11223,6,876,10391,146
8,11223,6,1022,10404,99
9,11223,6,1134,10402,129
10,11223,6,1048,10424,116
11,11223,6,998,10419,128
12,11223,6,1056,10406,79
13,11223,6,1248,10401,117
14,11223,6,1348,10379,131
15,11223,6,1130,10386,119
16,11223,6,968,10389,155
17,11223,6,984,10397,107
18,11223,6,1172,10397,66
19,11223,6,1050,10377,119
20,11223,6,1058,10405,114
21,11223,6,1106,10390,149
22,11223,6,1188,10393,169
23,11223,6,1200,10416,115
24,11223,6,1058,10417,131
25,11223,6,976,10418,138
26,11223,6,990,10432,100
27,11223,6,650,10379,104
28,11223,6,990,10389,123
29,11223,6,1322,10394,192
30,11223,6,766,10394,118
31,11223,6,1234,10419,136
32,11223,6,1098,10359,112
33,11223,6,1088,10403,166
34,11223,6,1216,10425,122
35,11223,6,794,10418,103
36,11223,6,1092,10395,135
37,11223,6,1110,10360,146
38,11223,6,968,10397,137
39,11223,6,1056,10400,155
40,11223,6,994,10381,148
41,11223,6,1026,10394,126
42,11223,6,1346,10441,94
43,11223,6,1108,10407,149
44,11223,6,1038,10407,149
45,11223,6,1178,10417,145
46,11223,6,1228,10398,163
47,11223,6,1310,10404,160
48,11223,6,1050,10420,154
49,11223,6,1042,10417,127
50,11223,6,922,10400,185
51,11223,6,1172,10426,111
52,11223,6,1362,10430,105
53,11223,6,1056,10396,111
54,11223,6,826,10398,111
55,11223,6,1170,10422,103
56,11223,6,1152,10382,99
57,11223,6,770,10400,149
58,11223,6,1092,10402,120
59,11223,6,1282,10416,114
60,11223,6,986,10425,107
61,11223,6,1172,10375,133
62,11223,6,886,10398,180
63,11223,6,816,10418,92
64,11223,6,1140,10380,81
65,11223,6,904,10393,110
66,11223,6,960,10403,114
67,11223,6,1364,10394,108
68,11223,6,1128,10405,119
69,11223,6,1136,10425,131
70,11223,6,958,10421,130
71,11223,6,936,10404,126
72,11223,6,1058,10430,98
73,11223,6,1332,10420,109
74,11223,6,1012,10398,123
75,11223,6,1174,10416,108
76,11223,6,1076,10391,126
77,11223,6,808,10380,131
78,11223,6,990,10376,128
79,11223,6,1304,10404,131
80,11223,6,1188,10394,76
81,11223,6,1092,10434,153
82,11223,6,1160,10411,94
83,11223,6,1074,10401,124
84,11223,6,918,10413,107
85,11223,6,1000,10423,165
86,11223,6,1202,10378,94
87,11223,6,1124,10433,100
88,11223,6,794,10390,111
89,11223,6,1284,10383,133
90,11223,6,950,10415,123
91,11223,6,1232,10400,170
92,11223,6,998,10383,138
93,11223,6,1168,10391,138
94,11223,6,1124,10379,120
95,11223,6,1204,10417,120
96,11223,6,1204,10442,122
97,11223,6,898,10387,144
98,11223,6,1082,10428,126
99,11223,6,1194,10444,92
