,n,k,n_in_cycles
0,3,7,1761
1,1,7,1640
2,1,7,1796
3,3,7,1887
4,2,7,1592
5,1,7,1542
6,3,7,1783
7,1,7,1777
8,2,7,1644
9,2,7,1705
10,1,7,1546
11,1,7,1641
12,1,7,1611
13,2,7,1598
14,3,7,1683
15,2,7,1541
16,1,7,1649
17,2,7,1664
18,3,7,1666
19,2,7,1717
20,1,7,1635
21,1,7,1770
22,1,7,1646
23,1,7,1716
24,2,7,1643
25,2,7,1810
26,2,7,1728
27,1,7,1907
28,1,7,1622
29,1,7,1635
30,1,7,1577
31,1,7,2019
32,1,7,1810
33,1,7,1716
34,2,7,1903
35,1,7,1618
36,2,7,1589
37,2,7,1708
38,1,7,1720
39,1,7,1862
40,2,7,1625
41,1,7,1636
42,1,7,1717
43,2,7,1858
44,1,7,1843
45,1,7,1782
46,1,7,1644
47,2,7,1472
48,1,7,1566
49,1,7,1697
50,1,7,1944
51,1,7,1575
52,2,7,1576
53,2,7,1855
54,1,7,1631
55,1,7,1731
56,1,7,1814
57,1,7,1769
58,1,7,1701
59,1,7,1534
60,1,7,1787
61,1,7,1767
62,1,7,1760
63,1,7,1815
64,2,7,1683
65,1,7,1805
66,1,7,1760
67,1,7,1724
68,1,7,1726
69,1,7,1608
70,1,7,1688
71,2,7,1791
72,2,7,1658
73,2,7,1737
74,1,7,1641
75,1,7,1613
76,1,7,1592
77,2,7,1832
78,2,7,1742
79,1,7,1752
80,1,7,1848
81,1,7,1857
82,2,7,1755
83,1,7,1816
84,3,7,1540
85,1,7,1593
86,3,7,1694
87,1,7,1653
88,1,7,1599
89,2,7,1788
90,2,7,1834
91,1,7,1598
92,2,7,1656
93,2,7,1795
94,2,7,1803
95,1,7,1598
96,1,7,1655
97,1,7,1759
98,1,7,1781
99,1,7,1788
