,n,k,n_changes,n_matches
0,438,8,107,417
1,438,8,108,418
2,438,8,123,416
3,438,8,88,417
4,438,8,71,420
5,438,8,91,414
6,438,8,120,417
7,438,8,67,419
8,438,8,88,417
9,438,8,67,420
10,438,8,118,418
11,438,8,130,417
12,438,8,97,419
13,438,8,102,415
14,438,8,66,417
15,438,8,54,414
16,438,8,116,418
17,438,8,82,422
18,438,8,91,418
19,438,8,95,415
20,438,8,96,417
21,438,8,57,419
22,438,8,129,417
23,438,8,90,418
24,438,8,117,419
25,438,8,117,417
26,438,8,103,423
27,438,8,66,417
28,438,8,107,420
29,438,8,102,417
30,438,8,100,420
31,438,8,73,417
32,438,8,106,413
33,438,8,135,420
34,438,8,79,421
35,438,8,96,418
36,438,8,72,422
37,438,8,57,415
38,438,8,79,417
39,438,8,133,423
40,438,8,123,419
41,438,8,91,420
42,438,8,101,416
43,438,8,90,415
44,438,8,116,420
45,438,8,142,415
46,438,8,97,420
47,438,8,150,418
48,438,8,41,419
49,438,8,115,421
50,438,8,104,420
51,438,8,67,421
52,438,8,113,416
53,438,8,86,416
54,438,8,82,414
55,438,8,97,419
56,438,8,70,419
57,438,8,103,422
58,438,8,94,415
59,438,8,56,414
60,438,8,104,418
61,438,8,68,415
62,438,8,135,416
63,438,8,63,412
64,438,8,98,412
65,438,8,59,417
66,438,8,46,418
67,438,8,83,420
68,438,8,137,418
69,438,8,64,416
70,438,8,88,417
71,438,8,82,414
72,438,8,88,421
73,438,8,75,414
74,438,8,71,411
75,438,8,99,416
76,438,8,100,416
77,438,8,103,416
78,438,8,119,416
79,438,8,88,417
80,438,8,106,411
81,438,8,106,416
82,438,8,104,421
83,438,8,89,421
84,438,8,112,418
85,438,8,130,416
86,438,8,109,417
87,438,8,99,418
88,438,8,140,415
89,438,8,119,420
90,438,8,74,421
91,438,8,106,418
92,438,8,96,418
93,438,8,101,420
94,438,8,104,413
95,438,8,110,413
96,438,8,69,413
97,438,8,93,420
98,438,8,94,419
99,438,8,60,417
