,n,k,n_changes_eadam,n_matches,n_iterations
0,2217,5,40,2017,45
1,2217,5,40,2016,35
2,2217,5,126,2015,45
3,2217,5,76,2005,32
4,2217,5,18,1996,54
5,2217,5,46,2012,33
6,2217,5,158,2006,52
7,2217,5,26,2017,42
8,2217,5,26,2015,40
9,2217,5,194,2028,55
10,2217,5,88,2003,40
11,2217,5,94,2024,37
12,2217,5,42,2006,73
13,2217,5,68,2011,52
14,2217,5,92,2016,45
15,2217,5,12,2007,40
16,2217,5,64,2006,55
17,2217,5,50,2032,48
18,2217,5,58,2021,31
19,2217,5,82,2007,36
20,2217,5,76,2013,41
21,2217,5,4,2031,59
22,2217,5,48,2004,37
23,2217,5,66,2018,30
24,2217,5,146,2014,55
25,2217,5,32,2009,49
26,2217,5,86,2019,39
27,2217,5,18,2013,37
28,2217,5,140,2004,46
29,2217,5,46,2020,35
30,2217,5,90,2005,32
31,2217,5,38,2008,39
32,2217,5,68,2008,40
33,2217,5,0,2010,50
34,2217,5,80,2008,46
35,2217,5,14,2014,51
36,2217,5,64,1999,32
37,2217,5,66,2012,43
38,2217,5,76,2024,58
39,2217,5,64,2007,29
40,2217,5,52,2008,69
41,2217,5,110,2012,51
42,2217,5,54,2015,35
43,2217,5,166,2017,51
44,2217,5,12,2012,51
45,2217,5,96,2019,58
46,2217,5,40,2017,39
47,2217,5,176,2019,46
48,2217,5,116,2009,36
49,2217,5,80,2019,41
50,2217,5,94,2026,38
51,2217,5,86,2020,36
52,2217,5,88,2018,48
53,2217,5,34,2035,37
54,2217,5,8,2034,42
55,2217,5,72,2011,36
56,2217,5,118,2014,47
57,2217,5,126,2013,48
58,2217,5,76,2021,29
59,2217,5,4,2023,48
60,2217,5,42,2025,45
61,2217,5,144,2006,32
62,2217,5,100,2022,32
63,2217,5,108,2011,31
64,2217,5,90,2011,41
65,2217,5,62,2013,59
66,2217,5,76,2011,49
67,2217,5,74,2021,30
68,2217,5,78,2024,51
69,2217,5,84,2012,28
70,2217,5,106,2004,42
71,2217,5,88,2019,48
72,2217,5,100,2018,40
73,2217,5,106,2000,41
74,2217,5,82,2013,36
75,2217,5,98,2020,42
76,2217,5,214,2017,42
77,2217,5,110,2007,39
78,2217,5,48,2027,58
79,2217,5,72,2015,34
80,2217,5,78,2001,34
81,2217,5,12,2012,38
82,2217,5,72,2012,40
83,2217,5,104,2030,40
84,2217,5,76,2000,30
85,2217,5,32,1999,33
86,2217,5,92,2018,49
87,2217,5,72,2015,47
88,2217,5,124,2013,36
89,2217,5,122,2031,38
90,2217,5,134,2022,35
91,2217,5,142,2008,54
92,2217,5,12,2019,56
93,2217,5,144,2017,35
94,2217,5,130,2017,56
95,2217,5,24,1999,45
96,2217,5,50,2007,41
97,2217,5,76,2024,32
98,2217,5,46,2023,38
99,2217,5,40,2005,31
