,n,k,n_in_cycles
0,1,3,5
1,0,3,0
2,0,3,0
3,0,3,0
4,0,3,0
5,0,3,0
6,0,3,0
7,0,3,0
8,0,3,0
9,0,3,0
10,0,3,0
11,0,3,0
12,1,3,4
13,1,3,2
14,0,3,0
15,0,3,0
16,0,3,0
17,1,3,3
18,1,3,2
19,0,3,0
20,0,3,0
21,0,3,0
22,0,3,0
23,1,3,2
24,0,3,0
25,0,3,0
26,0,3,0
27,0,3,0
28,0,3,0
29,0,3,0
30,0,3,0
31,1,3,4
32,0,3,0
33,0,3,0
34,1,3,4
35,0,3,0
36,0,3,0
37,0,3,0
38,1,3,3
39,0,3,0
40,1,3,3
41,0,3,0
42,1,3,2
43,0,3,0
44,1,3,4
45,0,3,0
46,0,3,0
47,0,3,0
48,0,3,0
49,0,3,0
50,1,3,5
51,0,3,0
52,0,3,0
53,1,3,5
54,0,3,0
55,0,3,0
56,1,3,4
57,1,3,5
58,0,3,0
59,0,3,0
60,0,3,0
61,0,3,0
62,0,3,0
63,1,3,3
64,0,3,0
65,0,3,0
66,0,3,0
67,1,3,2
68,0,3,0
69,0,3,0
70,0,3,0
71,0,3,0
72,0,3,0
73,0,3,0
74,1,3,2
75,1,3,3
76,1,3,2
77,1,3,6
78,0,3,0
79,0,3,0
80,1,3,2
81,0,3,0
82,0,3,0
83,0,3,0
84,1,3,3
85,0,3,0
86,0,3,0
87,0,3,0
88,0,3,0
89,0,3,0
90,0,3,0
91,0,3,0
92,0,3,0
93,0,3,0
94,1,3,2
95,0,3,0
96,0,3,0
97,0,3,0
98,0,3,0
99,0,3,0
