,n,k,n_changes_eadam,n_matches,n_iterations
0,438,8,124,417,34
1,438,8,148,418,26
2,438,8,180,416,25
3,438,8,132,417,23
4,438,8,92,420,30
5,438,8,102,414,28
6,438,8,148,417,25
7,438,8,114,419,22
8,438,8,138,417,22
9,438,8,94,420,23
10,438,8,160,418,40
11,438,8,178,417,38
12,438,8,136,419,22
13,438,8,146,415,22
14,438,8,96,417,31
15,438,8,56,414,36
16,438,8,164,418,21
17,438,8,110,422,38
18,438,8,70,418,46
19,438,8,96,415,43
20,438,8,136,417,22
21,438,8,62,419,43
22,438,8,162,417,33
23,438,8,96,418,41
24,438,8,154,419,27
25,438,8,186,417,22
26,438,8,130,423,31
27,438,8,106,417,23
28,438,8,142,420,29
29,438,8,156,417,21
30,438,8,94,420,47
31,438,8,86,417,33
32,438,8,158,413,22
33,438,8,166,420,28
34,438,8,116,421,21
35,438,8,138,418,23
36,438,8,94,422,30
37,438,8,100,415,25
38,438,8,114,417,26
39,438,8,208,423,24
40,438,8,170,419,27
41,438,8,96,420,32
42,438,8,144,416,22
43,438,8,100,415,31
44,438,8,168,420,28
45,438,8,196,415,37
46,438,8,138,420,24
47,438,8,202,418,34
48,438,8,58,419,23
49,438,8,130,421,32
50,438,8,150,420,25
51,438,8,80,421,24
52,438,8,174,416,27
53,438,8,128,416,25
54,438,8,114,414,15
55,438,8,152,419,26
56,438,8,106,419,37
57,438,8,146,422,27
58,438,8,132,415,27
59,438,8,68,414,19
60,438,8,158,418,21
61,438,8,102,415,17
62,438,8,168,416,26
63,438,8,96,412,23
64,438,8,130,412,33
65,438,8,108,417,21
66,438,8,44,418,23
67,438,8,100,420,35
68,438,8,174,418,26
69,438,8,108,416,24
70,438,8,112,417,34
71,438,8,116,414,25
72,438,8,140,421,23
73,438,8,116,414,24
74,438,8,104,411,24
75,438,8,136,416,23
76,438,8,142,416,41
77,438,8,138,416,25
78,438,8,160,416,26
79,438,8,124,417,34
80,438,8,168,411,18
81,438,8,126,416,33
82,438,8,144,421,25
83,438,8,138,421,34
84,438,8,136,418,32
85,438,8,166,416,32
86,438,8,116,417,37
87,438,8,156,418,23
88,438,8,180,415,23
89,438,8,174,420,19
90,438,8,96,421,32
91,438,8,176,418,17
92,438,8,122,418,28
93,438,8,114,420,21
94,438,8,122,413,40
95,438,8,144,413,25
96,438,8,98,413,27
97,438,8,102,420,32
98,438,8,118,419,34
99,438,8,86,417,23
