,n,k,n_in_cycles
0,1,8,19
1,2,8,36
2,1,8,45
3,1,8,33
4,3,8,31
5,1,8,45
6,2,8,26
7,2,8,68
8,1,8,58
9,1,8,35
10,4,8,21
11,1,8,30
12,0,8,0
13,1,8,6
14,2,8,25
15,2,8,48
16,2,8,28
17,1,8,49
18,2,8,19
19,2,8,13
20,1,8,49
21,1,8,23
22,1,8,17
23,2,8,27
24,1,8,49
25,1,8,46
26,1,8,27
27,1,8,54
28,1,8,43
29,1,8,59
30,2,8,50
31,1,8,60
32,2,8,20
33,1,8,30
34,1,8,28
35,1,8,48
36,1,8,29
37,1,8,57
38,2,8,39
39,1,8,29
40,1,8,39
41,1,8,34
42,1,8,8
43,2,8,31
44,1,8,58
45,2,8,41
46,1,8,56
47,3,8,29
48,2,8,52
49,2,8,22
50,1,8,47
51,1,8,25
52,1,8,5
53,1,8,34
54,1,8,34
55,0,8,0
56,1,8,50
57,1,8,4
58,2,8,37
59,2,8,15
60,2,8,44
61,1,8,50
62,2,8,28
63,4,8,35
64,3,8,37
65,1,8,58
66,1,8,53
67,1,8,20
68,1,8,3
69,1,8,36
70,1,8,41
71,5,8,23
72,1,8,40
73,1,8,38
74,2,8,14
75,2,8,24
76,1,8,39
77,1,8,28
78,1,8,40
79,1,8,43
80,5,8,47
81,1,8,34
82,2,8,42
83,1,8,74
84,1,8,33
85,1,8,46
86,1,8,54
87,3,8,33
88,1,8,42
89,1,8,57
90,1,8,83
91,1,8,33
92,3,8,14
93,1,8,44
94,1,8,37
95,1,8,61
96,1,8,49
97,1,8,40
98,2,8,24
99,1,8,56
