,n,k,n_changes_eadam,n_matches,n_iterations
0,1478,7,302,1393,60
1,1478,7,288,1399,51
2,1478,7,232,1397,39
3,1478,7,326,1379,49
4,1478,7,382,1391,41
5,1478,7,348,1386,43
6,1478,7,326,1398,59
7,1478,7,290,1394,49
8,1478,7,310,1388,52
9,1478,7,316,1382,58
10,1478,7,216,1383,57
11,1478,7,330,1386,31
12,1478,7,298,1391,47
13,1478,7,354,1386,61
14,1478,7,406,1388,41
15,1478,7,362,1388,69
16,1478,7,220,1393,45
17,1478,7,308,1382,58
18,1478,7,288,1388,56
19,1478,7,390,1389,55
20,1478,7,314,1399,34
21,1478,7,296,1378,40
22,1478,7,230,1385,59
23,1478,7,280,1400,47
24,1478,7,226,1395,37
25,1478,7,248,1383,51
26,1478,7,260,1393,46
27,1478,7,392,1383,55
28,1478,7,336,1397,52
29,1478,7,214,1397,47
30,1478,7,208,1391,55
31,1478,7,326,1394,41
32,1478,7,236,1395,59
33,1478,7,228,1393,50
34,1478,7,290,1390,44
35,1478,7,246,1394,48
36,1478,7,340,1389,40
37,1478,7,254,1390,37
38,1478,7,236,1396,38
39,1478,7,338,1385,50
40,1478,7,274,1390,58
41,1478,7,352,1385,58
42,1478,7,330,1387,42
43,1478,7,320,1394,37
44,1478,7,258,1394,63
45,1478,7,210,1386,57
46,1478,7,356,1391,46
47,1478,7,196,1378,43
48,1478,7,276,1392,40
49,1478,7,260,1386,53
50,1478,7,334,1392,38
51,1478,7,282,1382,41
52,1478,7,276,1388,47
53,1478,7,432,1387,60
54,1478,7,386,1388,37
55,1478,7,264,1386,48
56,1478,7,336,1395,59
57,1478,7,304,1389,58
58,1478,7,306,1389,57
59,1478,7,382,1406,63
60,1478,7,344,1394,49
61,1478,7,322,1394,61
62,1478,7,186,1381,31
63,1478,7,330,1395,37
64,1478,7,254,1392,58
65,1478,7,320,1390,47
66,1478,7,262,1395,57
67,1478,7,414,1395,50
68,1478,7,266,1384,54
69,1478,7,242,1389,46
70,1478,7,168,1383,46
71,1478,7,288,1387,40
72,1478,7,364,1397,52
73,1478,7,294,1390,50
74,1478,7,178,1393,55
75,1478,7,212,1387,65
76,1478,7,298,1397,52
77,1478,7,224,1395,56
78,1478,7,282,1388,44
79,1478,7,262,1384,68
80,1478,7,318,1385,56
81,1478,7,308,1387,47
82,1478,7,196,1399,40
83,1478,7,136,1392,69
84,1478,7,220,1379,35
85,1478,7,338,1399,41
86,1478,7,286,1396,59
87,1478,7,278,1388,48
88,1478,7,222,1386,57
89,1478,7,294,1386,72
90,1478,7,236,1381,54
91,1478,7,216,1395,44
92,1478,7,252,1390,45
93,1478,7,292,1394,59
94,1478,7,338,1389,45
95,1478,7,332,1386,48
96,1478,7,362,1390,30
97,1478,7,228,1391,54
98,1478,7,278,1396,50
99,1478,7,224,1388,51
