,n,k,n_changes,n_matches
0,2217,3,0,1858
1,2217,3,2,1855
2,2217,3,0,1852
3,2217,3,0,1869
4,2217,3,0,1864
5,2217,3,0,1848
6,2217,3,8,1858
7,2217,3,0,1854
8,2217,3,0,1878
9,2217,3,0,1848
10,2217,3,0,1871
11,2217,3,2,1872
12,2217,3,0,1847
13,2217,3,5,1852
14,2217,3,0,1863
15,2217,3,0,1889
16,2217,3,0,1875
17,2217,3,0,1868
18,2217,3,0,1863
19,2217,3,0,1850
20,2217,3,2,1840
21,2217,3,4,1871
22,2217,3,0,1860
23,2217,3,0,1865
24,2217,3,0,1850
25,2217,3,0,1850
26,2217,3,0,1876
27,2217,3,0,1861
28,2217,3,0,1871
29,2217,3,0,1877
30,2217,3,0,1875
31,2217,3,0,1877
32,2217,3,0,1857
33,2217,3,4,1860
34,2217,3,0,1860
35,2217,3,0,1872
36,2217,3,4,1865
37,2217,3,0,1881
38,2217,3,5,1859
39,2217,3,0,1855
40,2217,3,0,1857
41,2217,3,0,1869
42,2217,3,0,1875
43,2217,3,0,1867
44,2217,3,0,1857
45,2217,3,0,1872
46,2217,3,6,1865
47,2217,3,12,1839
48,2217,3,0,1844
49,2217,3,0,1866
50,2217,3,0,1851
51,2217,3,0,1845
52,2217,3,2,1844
53,2217,3,0,1870
54,2217,3,3,1877
55,2217,3,0,1855
56,2217,3,0,1856
57,2217,3,0,1851
58,2217,3,0,1865
59,2217,3,2,1856
60,2217,3,0,1858
61,2217,3,3,1870
62,2217,3,7,1848
63,2217,3,0,1876
64,2217,3,0,1865
65,2217,3,0,1857
66,2217,3,0,1860
67,2217,3,2,1843
68,2217,3,9,1877
69,2217,3,0,1852
70,2217,3,0,1875
71,2217,3,0,1863
72,2217,3,0,1856
73,2217,3,0,1872
74,2217,3,0,1853
75,2217,3,0,1869
76,2217,3,0,1863
77,2217,3,0,1870
78,2217,3,0,1861
79,2217,3,2,1865
80,2217,3,0,1857
81,2217,3,0,1883
82,2217,3,0,1864
83,2217,3,0,1850
84,2217,3,5,1862
85,2217,3,0,1873
86,2217,3,0,1862
87,2217,3,0,1864
88,2217,3,0,1865
89,2217,3,0,1878
90,2217,3,0,1865
91,2217,3,0,1836
92,2217,3,0,1844
93,2217,3,9,1833
94,2217,3,0,1864
95,2217,3,0,1855
96,2217,3,0,1855
97,2217,3,0,1862
98,2217,3,0,1875
99,2217,3,0,1850
