,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,1478,8,15,0.010737294201861132
1,1478,8,23,0.0164638511095204
2,1478,8,165,0.11811023622047244
3,1478,8,35,0.025053686471009307
4,1478,8,2,0.0014316392269148174
5,1478,8,6,0.004294917680744453
6,1478,8,47,0.03333333333333333
7,1478,8,55,0.03900709219858156
8,1478,8,3,0.002127659574468085
9,1478,8,17,0.012056737588652482
10,1478,8,53,0.0375886524822695
11,1478,8,4,0.0028368794326241137
12,1478,8,9,0.006382978723404255
13,1478,8,11,0.007779349363507779
14,1478,8,30,0.021216407355021217
15,1478,8,93,0.06577086280056577
16,1478,8,49,0.034653465346534656
17,1478,8,10,0.007072135785007072
18,1478,8,5,0.003536067892503536
19,1478,8,2,0.0014144271570014145
20,1478,8,12,0.008486562942008486
21,1478,8,13,0.009246088193456615
22,1478,8,8,0.005689900426742532
23,1478,8,147,0.10455192034139403
24,1478,8,11,0.007823613086770981
25,1478,8,5,0.0035561877667140826
26,1478,8,7,0.004978662873399715
27,1478,8,6,0.004267425320056899
28,1478,8,4,0.0028328611898017
29,1478,8,166,0.11756373937677053
30,1478,8,58,0.04107648725212465
31,1478,8,45,0.031982942430703626
32,1478,8,175,0.12437810945273632
33,1478,8,6,0.0042643923240938165
34,1478,8,5,0.0035536602700781805
35,1478,8,2,0.0014214641080312722
36,1478,8,2,0.0014214641080312722
37,1478,8,190,0.13532763532763534
38,1478,8,13,0.009259259259259259
39,1478,8,8,0.005698005698005698
40,1478,8,8,0.005698005698005698
41,1478,8,9,0.00641025641025641
42,1478,8,5,0.0035612535612535613
43,1478,8,14,0.009971509971509971
44,1478,8,4,0.002849002849002849
45,1478,8,12,0.008559201141226819
46,1478,8,130,0.09272467902995721
47,1478,8,11,0.007845934379457917
48,1478,8,7,0.004992867332382311
49,1478,8,3,0.0021398002853067048
50,1478,8,15,0.010699001426533523
51,1478,8,3,0.0021398002853067048
52,1478,8,147,0.1041814316087881
53,1478,8,24,0.01700921332388377
54,1478,8,7,0.004961020552799433
55,1478,8,17,0.012048192771084338
56,1478,8,15,0.010630758327427357
57,1478,8,4,0.002834868887313962
58,1478,8,2,0.001417434443656981
59,1478,8,2,0.001417434443656981
60,1478,8,51,0.036532951289398284
61,1478,8,4,0.0028653295128939827
62,1478,8,8,0.0057306590257879654
63,1478,8,20,0.014326647564469915
64,1478,8,12,0.008595988538681949
65,1478,8,26,0.01862464183381089
66,1478,8,40,0.02865329512893983
67,1478,8,38,0.027220630372492838
68,1478,8,9,0.0064469914040114614
69,1478,8,2,0.0014326647564469914
70,1478,8,58,0.04104741684359519
71,1478,8,12,0.008492569002123142
72,1478,8,7,0.004953998584571833
73,1478,8,28,0.019815994338287332
74,1478,8,17,0.012031139419674451
75,1478,8,48,0.03397027600849257
76,1478,8,2,0.0014154281670205238
77,1478,8,6,0.004246284501061571
78,1478,8,4,0.0028308563340410475
