,n,k,n_in_cycles
0,0,3,0
1,1,3,2
2,0,3,0
3,0,3,0
4,1,3,2
5,1,3,3
6,0,3,0
7,0,3,0
8,0,3,0
9,1,3,2
10,0,3,0
11,0,3,0
12,0,3,0
13,0,3,0
14,0,3,0
15,0,3,0
16,0,3,0
17,0,3,0
18,0,3,0
19,0,3,0
20,0,3,0
21,0,3,0
22,0,3,0
23,0,3,0
24,1,3,2
25,0,3,0
26,0,3,0
27,0,3,0
28,0,3,0
29,1,3,2
30,1,3,2
31,0,3,0
32,2,3,5
33,0,3,0
34,0,3,0
35,1,3,2
36,0,3,0
37,0,3,0
38,0,3,0
39,0,3,0
40,0,3,0
41,0,3,0
42,0,3,0
43,0,3,0
44,0,3,0
45,1,3,3
46,0,3,0
47,0,3,0
48,1,3,2
49,0,3,0
50,2,3,5
51,0,3,0
52,1,3,2
53,0,3,0
54,1,3,2
55,0,3,0
56,1,3,2
57,0,3,0
58,0,3,0
59,0,3,0
60,1,3,2
61,0,3,0
62,0,3,0
63,0,3,0
64,1,3,3
65,1,3,4
66,0,3,0
67,0,3,0
68,2,3,6
69,0,3,0
70,1,3,4
71,0,3,0
72,0,3,0
73,1,3,3
74,1,3,2
75,1,3,3
76,0,3,0
77,0,3,0
78,0,3,0
79,0,3,0
80,0,3,0
81,0,3,0
82,0,3,0
83,0,3,0
84,0,3,0
85,0,3,0
86,0,3,0
87,0,3,0
88,0,3,0
89,1,3,5
90,0,3,0
91,0,3,0
92,0,3,0
93,0,3,0
94,0,3,0
95,0,3,0
96,0,3,0
97,2,3,4
98,0,3,0
99,0,3,0
