,n,k,n_changes_eadam,n_matches,n_iterations
0,130,6,46,121,10
1,130,6,16,120,16
2,130,6,28,120,12
3,130,6,12,122,10
4,130,6,24,124,11
5,130,6,10,120,16
6,130,6,36,118,24
7,130,6,12,119,9
8,130,6,44,116,16
9,130,6,10,119,16
10,130,6,32,122,11
11,130,6,16,120,10
12,130,6,22,119,12
13,130,6,30,123,14
14,130,6,14,120,14
15,130,6,12,122,17
16,130,6,18,122,11
17,130,6,34,119,15
18,130,6,16,118,14
19,130,6,6,120,13
20,130,6,10,124,14
21,130,6,20,118,15
22,130,6,8,121,16
23,130,6,0,120,15
24,130,6,6,120,17
25,130,6,20,120,15
26,130,6,20,120,14
27,130,6,36,119,10
28,130,6,40,121,18
29,130,6,10,123,13
30,130,6,30,120,15
31,130,6,22,122,15
32,130,6,22,122,14
33,130,6,8,123,9
34,130,6,30,121,17
35,130,6,54,123,15
36,130,6,34,124,11
37,130,6,14,121,14
38,130,6,0,121,10
39,130,6,40,120,16
40,130,6,48,124,17
41,130,6,44,123,14
42,130,6,20,121,12
43,130,6,20,120,24
44,130,6,50,122,20
45,130,6,16,120,17
46,130,6,4,118,17
47,130,6,0,120,10
48,130,6,10,122,17
49,130,6,22,118,8
50,130,6,54,121,15
51,130,6,10,117,23
52,130,6,14,120,11
53,130,6,20,123,10
54,130,6,44,121,15
55,130,6,24,124,14
56,130,6,38,125,14
57,130,6,12,120,19
58,130,6,8,123,22
59,130,6,24,124,11
60,130,6,8,119,9
61,130,6,14,122,13
62,130,6,26,119,15
63,130,6,38,121,13
64,130,6,20,121,14
65,130,6,28,121,13
66,130,6,26,119,23
67,130,6,16,118,17
68,130,6,6,123,10
69,130,6,42,122,17
70,130,6,6,120,11
71,130,6,4,123,15
72,130,6,42,121,15
73,130,6,22,123,13
74,130,6,22,120,12
75,130,6,38,119,13
76,130,6,20,124,16
77,130,6,12,120,13
78,130,6,22,116,14
79,130,6,26,122,16
80,130,6,14,119,17
81,130,6,30,118,15
82,130,6,30,122,12
83,130,6,12,118,24
84,130,6,20,121,12
85,130,6,22,121,12
86,130,6,32,121,14
87,130,6,38,121,13
88,130,6,6,119,13
89,130,6,28,118,15
90,130,6,34,121,11
91,130,6,26,122,14
92,130,6,0,118,11
93,130,6,38,122,18
94,130,6,24,117,15
95,130,6,10,122,19
96,130,6,34,121,14
97,130,6,14,122,21
98,130,6,4,120,13
99,130,6,34,120,14
