,n,k,n_changes_eadam,n_matches,n_iterations
0,3325,8,836,3165,97
1,3325,8,988,3153,79
2,3325,8,962,3182,68
3,3325,8,1010,3151,94
4,3325,8,892,3164,105
5,3325,8,912,3175,80
6,3325,8,1066,3164,85
7,3325,8,798,3170,90
8,3325,8,732,3155,79
9,3325,8,1084,3157,100
10,3325,8,772,3174,83
11,3325,8,812,3167,81
12,3325,8,1034,3163,79
13,3325,8,944,3162,67
14,3325,8,1056,3163,74
15,3325,8,818,3156,61
16,3325,8,984,3172,71
17,3325,8,846,3168,92
18,3325,8,874,3154,75
19,3325,8,892,3164,63
20,3325,8,898,3177,69
21,3325,8,960,3162,72
22,3325,8,882,3165,68
23,3325,8,910,3169,65
24,3325,8,834,3146,80
25,3325,8,910,3163,83
26,3325,8,900,3175,89
27,3325,8,956,3161,62
28,3325,8,948,3186,76
29,3325,8,862,3179,69
30,3325,8,800,3158,84
31,3325,8,838,3163,102
32,3325,8,828,3169,100
33,3325,8,902,3153,84
34,3325,8,960,3164,116
35,3325,8,940,3169,69
36,3325,8,1028,3169,82
37,3325,8,842,3162,88
38,3325,8,1024,3156,72
39,3325,8,884,3164,107
40,3325,8,1054,3164,77
41,3325,8,770,3153,85
42,3325,8,726,3159,67
43,3325,8,928,3155,74
44,3325,8,954,3166,80
45,3325,8,756,3171,91
46,3325,8,994,3166,69
47,3325,8,980,3171,78
48,3325,8,1010,3149,60
49,3325,8,968,3165,84
50,3325,8,944,3167,64
51,3325,8,1062,3180,80
52,3325,8,814,3168,71
53,3325,8,848,3178,90
54,3325,8,934,3159,62
55,3325,8,810,3176,87
56,3325,8,992,3181,85
57,3325,8,900,3168,77
58,3325,8,1006,3151,99
59,3325,8,954,3157,66
60,3325,8,1076,3163,67
61,3325,8,956,3151,65
62,3325,8,1000,3145,73
63,3325,8,894,3162,58
64,3325,8,764,3168,83
65,3325,8,894,3156,84
66,3325,8,946,3166,74
67,3325,8,918,3183,85
68,3325,8,976,3167,78
69,3325,8,1024,3154,96
70,3325,8,822,3155,89
71,3325,8,816,3162,67
72,3325,8,990,3151,74
73,3325,8,784,3172,91
74,3325,8,910,3150,91
75,3325,8,816,3157,62
76,3325,8,932,3158,69
77,3325,8,896,3161,80
78,3325,8,838,3155,76
79,3325,8,856,3169,84
80,3325,8,956,3140,71
81,3325,8,880,3147,73
82,3325,8,852,3169,79
83,3325,8,854,3164,67
84,3325,8,1038,3193,77
85,3325,8,708,3168,85
86,3325,8,926,3169,103
87,3325,8,908,3165,91
88,3325,8,822,3166,84
89,3325,8,816,3164,90
90,3325,8,964,3163,71
91,3325,8,788,3164,96
92,3325,8,894,3160,70
93,3325,8,770,3167,81
94,3325,8,894,3175,59
95,3325,8,800,3168,94
96,3325,8,1022,3144,80
97,3325,8,872,3166,84
98,3325,8,724,3176,94
99,3325,8,1050,3175,97
