,n,k,n_in_cycles
0,0,4,0
1,0,4,0
2,0,4,0
3,1,4,8
4,0,4,0
5,2,4,9
6,0,4,0
7,1,4,2
8,1,4,4
9,1,4,4
10,2,4,10
11,3,4,41
12,2,4,7
13,2,4,6
14,1,4,10
15,2,4,11
16,0,4,0
17,1,4,2
18,2,4,20
19,2,4,20
20,3,4,19
21,2,4,7
22,0,4,0
23,0,4,0
24,1,4,6
25,1,4,2
26,0,4,0
27,2,4,13
28,0,4,0
29,1,4,3
30,0,4,0
31,1,4,7
32,1,4,3
33,2,4,17
34,1,4,7
35,0,4,0
36,0,4,0
37,2,4,13
38,0,4,0
39,1,4,5
40,2,4,7
41,1,4,2
42,1,4,6
43,3,4,8
44,2,4,6
45,3,4,7
46,3,4,15
47,2,4,7
48,1,4,4
49,2,4,6
50,1,4,4
51,0,4,0
52,0,4,0
53,1,4,4
54,0,4,0
55,1,4,6
56,2,4,13
57,1,4,2
58,0,4,0
59,1,4,8
60,4,4,22
61,0,4,0
62,0,4,0
63,2,4,16
64,0,4,0
65,0,4,0
66,1,4,3
67,1,4,2
68,0,4,0
69,2,4,9
70,0,4,0
71,1,4,2
72,2,4,5
73,0,4,0
74,1,4,6
75,2,4,26
76,0,4,0
77,1,4,6
78,2,4,6
79,1,4,9
80,1,4,9
81,0,4,0
82,2,4,16
83,1,4,8
84,4,4,37
85,0,4,0
86,1,4,2
87,1,4,4
88,1,4,3
89,1,4,2
90,0,4,0
91,0,4,0
92,1,4,18
93,0,4,0
94,2,4,5
95,2,4,7
96,0,4,0
97,2,4,12
98,3,4,15
99,1,4,2
