,n,k,n_in_cycles
0,2,7,2678
1,1,7,2399
2,1,7,2738
3,1,7,2476
4,2,7,2669
5,1,7,2743
6,3,7,2511
7,1,7,2732
8,1,7,2735
9,2,7,2770
10,1,7,2581
11,2,7,2516
12,1,7,2732
13,1,7,2445
14,1,7,2625
15,1,7,2294
16,1,7,2533
17,1,7,2533
18,2,7,2781
19,1,7,2371
20,1,7,2676
21,2,7,2556
22,1,7,2429
23,2,7,2597
24,1,7,2313
25,1,7,2401
26,1,7,2687
27,1,7,2340
28,1,7,2747
29,1,7,2575
30,1,7,2220
31,1,7,2219
32,2,7,2703
33,1,7,2465
34,1,7,2657
35,1,7,2712
36,1,7,2670
37,2,7,2664
38,2,7,2801
39,3,7,2424
40,1,7,2712
41,1,7,2330
42,1,7,2470
43,1,7,2657
44,1,7,2467
45,2,7,2596
46,2,7,2545
47,1,7,2762
48,1,7,2763
49,1,7,2909
50,2,7,2515
51,1,7,2633
52,2,7,2438
53,2,7,2536
54,2,7,2340
55,2,7,2600
56,1,7,2286
57,1,7,2772
58,1,7,2329
59,1,7,2414
60,1,7,2578
61,2,7,2634
62,1,7,2651
63,1,7,2581
64,1,7,2930
65,2,7,2365
66,2,7,2563
67,1,7,2666
68,3,7,2560
69,1,7,2710
70,1,7,2662
71,2,7,2654
72,3,7,2698
73,1,7,2708
74,2,7,2633
75,2,7,2728
76,1,7,2541
77,2,7,2596
78,2,7,2791
79,1,7,2706
80,1,7,2730
81,1,7,2575
82,2,7,2872
83,2,7,2481
84,2,7,2469
85,2,7,2508
86,2,7,2633
87,1,7,2495
88,2,7,2657
89,1,7,2648
90,1,7,2765
91,2,7,2429
92,1,7,2660
93,1,7,2767
94,1,7,2588
95,1,7,2681
96,1,7,2640
97,1,7,2375
98,3,7,2585
99,1,7,2658
