,n,k,n_changes,n_matches
0,3325,4,0,2935
1,3325,4,0,2933
2,3325,4,0,2933
3,3325,4,24,2934
4,3325,4,6,2920
5,3325,4,4,2930
6,3325,4,33,2937
7,3325,4,2,2957
8,3325,4,2,2903
9,3325,4,28,2934
10,3325,4,0,2945
11,3325,4,0,2932
12,3325,4,15,2923
13,3325,4,3,2931
14,3325,4,22,2962
15,3325,4,0,2949
16,3325,4,0,2943
17,3325,4,17,2947
18,3325,4,4,2933
19,3325,4,15,2937
20,3325,4,2,2922
21,3325,4,9,2920
22,3325,4,8,2932
23,3325,4,7,2930
24,3325,4,8,2956
25,3325,4,11,2934
26,3325,4,0,2925
27,3325,4,3,2926
28,3325,4,37,2935
29,3325,4,2,2927
30,3325,4,0,2920
31,3325,4,4,2928
32,3325,4,0,2908
33,3325,4,0,2959
34,3325,4,0,2945
35,3325,4,11,2933
36,3325,4,0,2950
37,3325,4,5,2921
38,3325,4,0,2912
39,3325,4,11,2934
40,3325,4,0,2942
41,3325,4,20,2937
42,3325,4,0,2955
43,3325,4,16,2937
44,3325,4,7,2917
45,3325,4,4,2931
46,3325,4,7,2938
47,3325,4,0,2914
48,3325,4,6,2930
49,3325,4,3,2931
50,3325,4,3,2946
51,3325,4,0,2923
52,3325,4,2,2940
53,3325,4,0,2953
54,3325,4,13,2948
55,3325,4,5,2934
56,3325,4,11,2913
57,3325,4,0,2918
58,3325,4,0,2932
59,3325,4,5,2926
60,3325,4,2,2925
61,3325,4,2,2917
62,3325,4,5,2944
63,3325,4,4,2935
64,3325,4,7,2904
65,3325,4,5,2935
66,3325,4,27,2926
67,3325,4,0,2922
68,3325,4,8,2932
69,3325,4,0,2934
70,3325,4,2,2931
71,3325,4,0,2934
72,3325,4,2,2935
73,3325,4,2,2933
74,3325,4,0,2944
75,3325,4,0,2913
76,3325,4,3,2943
77,3325,4,3,2937
78,3325,4,2,2927
79,3325,4,9,2933
80,3325,4,12,2941
81,3325,4,0,2911
82,3325,4,6,2953
83,3325,4,10,2947
84,3325,4,0,2921
85,3325,4,0,2933
86,3325,4,7,2919
87,3325,4,5,2931
88,3325,4,3,2910
89,3325,4,0,2937
90,3325,4,0,2918
91,3325,4,13,2931
92,3325,4,0,2936
93,3325,4,0,2943
94,3325,4,0,2935
95,3325,4,2,2944
96,3325,4,4,2936
97,3325,4,3,2932
98,3325,4,5,2925
99,3325,4,3,2935
