,n,k,n_changes_eadam,n_matches,n_iterations
0,195,3,0,162,7
1,195,3,0,165,5
2,195,3,0,163,7
3,195,3,0,160,8
4,195,3,0,162,7
5,195,3,0,160,7
6,195,3,0,168,10
7,195,3,0,161,7
8,195,3,6,167,11
9,195,3,0,158,8
10,195,3,0,151,10
11,195,3,8,164,8
12,195,3,0,162,6
13,195,3,0,164,9
14,195,3,0,159,8
15,195,3,0,162,9
16,195,3,0,167,7
17,195,3,12,162,7
18,195,3,8,163,7
19,195,3,0,163,11
20,195,3,0,169,10
21,195,3,4,166,12
22,195,3,0,164,10
23,195,3,0,162,6
24,195,3,0,159,10
25,195,3,0,166,10
26,195,3,0,163,8
27,195,3,0,163,9
28,195,3,0,166,8
29,195,3,12,155,8
30,195,3,4,165,8
31,195,3,0,160,8
32,195,3,0,167,6
33,195,3,0,169,8
34,195,3,0,164,6
35,195,3,0,166,9
36,195,3,0,164,7
37,195,3,0,166,9
38,195,3,4,163,12
39,195,3,0,166,7
40,195,3,4,169,9
41,195,3,0,169,7
42,195,3,0,162,7
43,195,3,0,162,8
44,195,3,0,162,7
45,195,3,8,165,10
46,195,3,0,167,10
47,195,3,8,158,8
48,195,3,0,166,7
49,195,3,0,163,8
50,195,3,0,163,7
51,195,3,0,166,7
52,195,3,0,168,7
53,195,3,0,170,10
54,195,3,0,168,9
55,195,3,0,167,9
56,195,3,0,167,13
57,195,3,0,166,7
58,195,3,0,172,8
59,195,3,0,167,13
60,195,3,0,166,10
61,195,3,0,157,10
62,195,3,8,162,8
63,195,3,4,162,9
64,195,3,0,166,10
65,195,3,4,162,7
66,195,3,0,164,7
67,195,3,0,154,9
68,195,3,0,156,8
69,195,3,4,154,12
70,195,3,0,159,6
71,195,3,0,165,8
72,195,3,0,164,9
73,195,3,0,164,15
74,195,3,0,162,8
75,195,3,10,164,8
76,195,3,0,161,9
77,195,3,0,165,7
78,195,3,0,169,9
79,195,3,0,166,6
80,195,3,6,164,12
81,195,3,8,160,7
82,195,3,0,166,10
83,195,3,0,165,9
84,195,3,0,165,10
85,195,3,0,163,8
86,195,3,0,160,7
87,195,3,0,165,11
88,195,3,0,167,11
89,195,3,10,166,7
90,195,3,0,162,9
91,195,3,0,160,7
92,195,3,10,161,9
93,195,3,0,166,7
94,195,3,0,172,9
95,195,3,0,164,7
96,195,3,0,169,7
97,195,3,14,160,7
98,195,3,0,165,8
99,195,3,0,166,7
