,n,k,n_changes_eadam,n_matches,n_iterations
0,2217,7,426,2084,55
1,2217,7,434,2102,71
2,2217,7,404,2089,67
3,2217,7,506,2079,44
4,2217,7,458,2086,41
5,2217,7,454,2080,72
6,2217,7,448,2090,75
7,2217,7,440,2092,74
8,2217,7,518,2079,64
9,2217,7,496,2087,62
10,2217,7,548,2094,56
11,2217,7,352,2086,66
12,2217,7,374,2081,59
13,2217,7,466,2088,45
14,2217,7,394,2087,76
15,2217,7,374,2084,60
16,2217,7,382,2093,49
17,2217,7,472,2096,83
18,2217,7,442,2092,59
19,2217,7,438,2092,51
20,2217,7,500,2084,68
21,2217,7,466,2091,47
22,2217,7,652,2091,62
23,2217,7,392,2078,57
24,2217,7,396,2096,83
25,2217,7,414,2078,59
26,2217,7,446,2094,57
27,2217,7,360,2079,49
28,2217,7,514,2088,81
29,2217,7,488,2083,62
30,2217,7,298,2079,55
31,2217,7,430,2102,46
32,2217,7,330,2083,57
33,2217,7,426,2097,66
34,2217,7,420,2085,36
35,2217,7,376,2095,74
36,2217,7,488,2085,80
37,2217,7,300,2078,66
38,2217,7,344,2091,67
39,2217,7,374,2097,58
40,2217,7,410,2087,55
41,2217,7,330,2080,76
42,2217,7,482,2097,56
43,2217,7,418,2088,79
44,2217,7,406,2089,65
45,2217,7,440,2087,43
46,2217,7,452,2092,40
47,2217,7,404,2088,60
48,2217,7,572,2086,63
49,2217,7,456,2090,57
50,2217,7,466,2087,74
51,2217,7,504,2095,51
52,2217,7,556,2094,70
53,2217,7,268,2082,48
54,2217,7,418,2097,73
55,2217,7,344,2092,65
56,2217,7,500,2085,65
57,2217,7,378,2086,59
58,2217,7,434,2087,76
59,2217,7,348,2091,52
60,2217,7,434,2092,74
61,2217,7,492,2086,69
62,2217,7,436,2089,59
63,2217,7,300,2077,77
64,2217,7,416,2089,55
65,2217,7,398,2091,43
66,2217,7,510,2088,59
67,2217,7,500,2086,56
68,2217,7,394,2089,66
69,2217,7,390,2074,61
70,2217,7,380,2083,81
71,2217,7,474,2094,45
72,2217,7,426,2081,50
73,2217,7,402,2079,65
74,2217,7,510,2093,64
75,2217,7,416,2080,72
76,2217,7,388,2088,60
77,2217,7,404,2091,69
78,2217,7,294,2082,59
79,2217,7,370,2082,66
80,2217,7,532,2093,54
81,2217,7,332,2090,76
82,2217,7,540,2089,56
83,2217,7,386,2094,58
84,2217,7,436,2084,79
85,2217,7,426,2081,56
86,2217,7,404,2102,69
87,2217,7,536,2099,70
88,2217,7,484,2084,69
89,2217,7,344,2098,54
90,2217,7,562,2094,74
91,2217,7,388,2083,58
92,2217,7,510,2086,53
93,2217,7,396,2087,46
94,2217,7,466,2071,49
95,2217,7,370,2083,51
96,2217,7,518,2092,53
97,2217,7,312,2085,68
98,2217,7,396,2077,80
99,2217,7,362,2079,61
