,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,1478,5,21,0.015532544378698224
1,1478,5,3,0.0022189349112426036
2,1478,5,2,0.0014792899408284023
3,1478,5,6,0.0044742729306487695
4,1478,5,43,0.03206562266964952
5,1478,5,4,0.002982848620432513
6,1478,5,21,0.01564828614008942
7,1478,5,16,0.011922503725782414
8,1478,5,12,0.00894187779433681
9,1478,5,2,0.0014903129657228018
10,1478,5,3,0.0022354694485842027
11,1478,5,3,0.0022354694485842027
12,1478,5,12,0.008961911874533234
13,1478,5,5,0.0037341299477221808
14,1478,5,8,0.005925925925925926
15,1478,5,8,0.005925925925925926
16,1478,5,46,0.034074074074074076
17,1478,5,2,0.0014814814814814814
18,1478,5,6,0.004484304932735426
19,1478,5,10,0.007473841554559043
20,1478,5,8,0.005961251862891207
21,1478,5,3,0.0022354694485842027
22,1478,5,2,0.0014903129657228018
23,1478,5,6,0.004484304932735426
24,1478,5,8,0.005979073243647235
25,1478,5,5,0.003714710252600297
26,1478,5,20,0.014858841010401188
27,1478,5,7,0.005200594353640416
28,1478,5,22,0.016320474777448073
29,1478,5,4,0.002967359050445104
30,1478,5,9,0.0066765578635014835
31,1478,5,10,0.007423904974016332
32,1478,5,16,0.011878247958426132
33,1478,5,3,0.002232142857142857
34,1478,5,3,0.002232142857142857
35,1478,5,20,0.01488095238095238
36,1478,5,2,0.001488095238095238
37,1478,5,6,0.004464285714285714
38,1478,5,2,0.001488095238095238
39,1478,5,23,0.017100371747211896
40,1478,5,2,0.001486988847583643
41,1478,5,2,0.001486988847583643
42,1478,5,16,0.011843079200592153
43,1478,5,4,0.0029717682020802376
44,1478,5,3,0.0022271714922048997
45,1478,5,2,0.0014847809948032665
46,1478,5,4,0.002969561989606533
47,1478,5,12,0.008948545861297539
48,1478,5,3,0.0022371364653243847
49,1478,5,9,0.006666666666666667
50,1478,5,2,0.0014814814814814814
51,1478,5,5,0.003703703703703704
52,1478,5,12,0.008888888888888889
53,1478,5,5,0.0037425149700598802
54,1478,5,3,0.002245508982035928
55,1478,5,41,0.030574198359433258
56,1478,5,3,0.0022371364653243847
57,1478,5,61,0.045420699925539834
58,1478,5,12,0.008935219657483246
59,1478,5,4,0.0029784065524944155
60,1478,5,2,0.0014892032762472078
61,1478,5,2,0.0014892032762472078
62,1478,5,4,0.0029607698001480384
63,1478,5,14,0.010362694300518135
64,1478,5,8,0.005921539600296077
65,1478,5,31,0.0229459659511473
66,1478,5,7,0.0051813471502590676
67,1478,5,14,0.010362694300518135
68,1478,5,3,0.0022624434389140274
69,1478,5,2,0.001488095238095238
70,1478,5,4,0.002976190476190476
71,1478,5,5,0.003720238095238095
72,1478,5,30,0.022404779686333084
73,1478,5,11,0.008215085884988798
74,1478,5,3,0.0022404779686333084
75,1478,5,3,0.0022404779686333084
76,1478,5,7,0.005227781926811053
77,1478,5,8,0.006006006006006006
78,1478,5,32,0.024024024024024024
79,1478,5,13,0.00975975975975976
80,1478,5,9,0.006721433905899925
81,1478,5,2,0.0014936519790888724
82,1478,5,2,0.0014936519790888724
83,1478,5,19,0.01411589895988113
84,1478,5,23,0.0171898355754858
85,1478,5,20,0.014947683109118086
86,1478,5,9,0.006726457399103139
87,1478,5,2,0.0014947683109118087
88,1478,5,5,0.0037425149700598802
89,1478,5,3,0.002245508982035928
90,1478,5,2,0.0014970059880239522
91,1478,5,12,0.009029345372460496
92,1478,5,3,0.002257336343115124
93,1478,5,25,0.018656716417910446
94,1478,5,2,0.0014925373134328358
95,1478,5,8,0.005970149253731343
