,n,k,n_changes_eadam,n_matches,n_iterations
0,195,5,10,179,18
1,195,5,32,179,15
2,195,5,4,178,11
3,195,5,16,174,13
4,195,5,40,174,12
5,195,5,44,180,19
6,195,5,16,176,12
7,195,5,0,173,9
8,195,5,28,177,13
9,195,5,8,179,12
10,195,5,40,181,16
11,195,5,8,175,12
12,195,5,20,181,17
13,195,5,36,178,17
14,195,5,42,176,16
15,195,5,14,174,10
16,195,5,18,175,16
17,195,5,14,176,15
18,195,5,10,177,14
19,195,5,4,177,13
20,195,5,30,180,14
21,195,5,0,175,13
22,195,5,6,179,17
23,195,5,20,178,13
24,195,5,14,177,13
25,195,5,12,178,12
26,195,5,8,180,16
27,195,5,8,179,10
28,195,5,44,173,10
29,195,5,26,175,21
30,195,5,24,177,14
31,195,5,30,177,12
32,195,5,4,176,11
33,195,5,32,176,27
34,195,5,24,177,8
35,195,5,32,178,23
36,195,5,10,179,9
37,195,5,0,179,17
38,195,5,26,177,10
39,195,5,34,177,12
40,195,5,0,177,12
41,195,5,36,173,11
42,195,5,0,180,12
43,195,5,50,176,13
44,195,5,14,180,10
45,195,5,52,177,12
46,195,5,28,177,17
47,195,5,26,175,18
48,195,5,44,179,12
49,195,5,8,174,9
50,195,5,16,175,21
51,195,5,16,178,16
52,195,5,4,180,16
53,195,5,4,179,18
54,195,5,8,175,20
55,195,5,6,183,22
56,195,5,6,178,26
57,195,5,8,173,8
58,195,5,26,181,15
59,195,5,12,182,14
60,195,5,8,179,14
61,195,5,8,182,11
62,195,5,22,181,13
63,195,5,38,180,10
64,195,5,18,180,18
65,195,5,54,182,19
66,195,5,20,177,15
67,195,5,10,171,10
68,195,5,4,179,12
69,195,5,24,175,14
70,195,5,6,174,13
71,195,5,16,177,12
72,195,5,24,177,13
73,195,5,34,177,19
74,195,5,18,179,10
75,195,5,6,179,15
76,195,5,20,177,13
77,195,5,12,178,13
78,195,5,38,179,15
79,195,5,16,183,13
80,195,5,10,181,14
81,195,5,24,176,14
82,195,5,10,179,16
83,195,5,14,183,9
84,195,5,14,179,10
85,195,5,10,180,11
86,195,5,8,176,9
87,195,5,0,175,19
88,195,5,0,178,16
89,195,5,4,176,16
90,195,5,6,178,22
91,195,5,0,179,13
92,195,5,8,181,11
93,195,5,20,181,15
94,195,5,32,181,11
95,195,5,18,182,15
96,195,5,18,176,16
97,195,5,14,178,13
98,195,5,0,174,11
99,195,5,14,178,11
