,n,k,n_changes,n_matches
0,985,5,40,901
1,985,5,17,888
2,985,5,4,891
3,985,5,17,899
4,985,5,9,886
5,985,5,63,897
6,985,5,40,896
7,985,5,60,901
8,985,5,52,890
9,985,5,31,892
10,985,5,27,888
11,985,5,59,896
12,985,5,11,896
13,985,5,6,899
14,985,5,44,887
15,985,5,37,900
16,985,5,16,898
17,985,5,24,907
18,985,5,95,893
19,985,5,29,898
20,985,5,34,895
21,985,5,18,894
22,985,5,46,901
23,985,5,40,894
24,985,5,84,895
25,985,5,16,889
26,985,5,13,900
27,985,5,56,900
28,985,5,2,896
29,985,5,37,898
30,985,5,15,879
31,985,5,23,893
32,985,5,6,884
33,985,5,22,906
34,985,5,67,901
35,985,5,9,894
36,985,5,44,897
37,985,5,2,890
38,985,5,53,896
39,985,5,36,890
40,985,5,3,893
41,985,5,53,881
42,985,5,27,896
43,985,5,0,896
44,985,5,19,900
45,985,5,23,890
46,985,5,55,896
47,985,5,14,898
48,985,5,13,898
49,985,5,12,900
50,985,5,6,903
51,985,5,24,895
52,985,5,58,893
53,985,5,39,893
54,985,5,53,898
55,985,5,61,901
56,985,5,15,899
57,985,5,9,890
58,985,5,61,899
59,985,5,36,901
60,985,5,16,890
61,985,5,38,902
62,985,5,60,906
63,985,5,19,893
64,985,5,22,904
65,985,5,23,893
66,985,5,16,895
67,985,5,4,905
68,985,5,44,888
69,985,5,42,899
70,985,5,0,896
71,985,5,16,899
72,985,5,33,890
73,985,5,32,903
74,985,5,32,891
75,985,5,55,902
76,985,5,39,892
77,985,5,41,897
78,985,5,0,899
79,985,5,8,888
80,985,5,19,899
81,985,5,61,893
82,985,5,25,889
83,985,5,5,889
84,985,5,29,905
85,985,5,47,900
86,985,5,48,887
87,985,5,27,894
88,985,5,41,888
89,985,5,48,897
90,985,5,36,900
91,985,5,19,908
92,985,5,36,895
93,985,5,41,893
94,985,5,23,897
95,985,5,56,902
96,985,5,21,899
97,985,5,13,893
98,985,5,21,888
99,985,5,25,901
