,n,k,n_changes_eadam,n_matches,n_iterations
0,2217,6,264,2058,70
1,2217,6,168,2070,74
2,2217,6,328,2062,63
3,2217,6,290,2063,48
4,2217,6,312,2051,60
5,2217,6,312,2055,57
6,2217,6,78,2071,49
7,2217,6,230,2046,63
8,2217,6,202,2059,55
9,2217,6,278,2055,39
10,2217,6,98,2060,67
11,2217,6,248,2059,59
12,2217,6,292,2052,62
13,2217,6,194,2050,60
14,2217,6,394,2053,38
15,2217,6,158,2062,73
16,2217,6,208,2053,46
17,2217,6,138,2055,45
18,2217,6,268,2054,57
19,2217,6,268,2062,60
20,2217,6,258,2061,43
21,2217,6,228,2051,70
22,2217,6,136,2056,62
23,2217,6,258,2052,45
24,2217,6,192,2064,62
25,2217,6,228,2061,66
26,2217,6,260,2046,54
27,2217,6,198,2068,46
28,2217,6,300,2059,66
29,2217,6,214,2041,60
30,2217,6,152,2053,70
31,2217,6,166,2050,52
32,2217,6,200,2048,56
33,2217,6,168,2064,57
34,2217,6,290,2054,50
35,2217,6,128,2061,58
36,2217,6,178,2057,31
37,2217,6,272,2034,56
38,2217,6,398,2057,34
39,2217,6,268,2035,44
40,2217,6,156,2061,53
41,2217,6,232,2060,59
42,2217,6,206,2072,54
43,2217,6,338,2056,71
44,2217,6,106,2058,43
45,2217,6,178,2070,60
46,2217,6,112,2041,60
47,2217,6,198,2049,41
48,2217,6,274,2060,54
49,2217,6,186,2059,65
50,2217,6,284,2074,61
51,2217,6,208,2058,50
52,2217,6,136,2048,47
53,2217,6,310,2053,61
54,2217,6,270,2057,43
55,2217,6,58,2037,81
56,2217,6,244,2055,41
57,2217,6,286,2049,35
58,2217,6,256,2052,39
59,2217,6,250,2056,62
60,2217,6,314,2060,59
61,2217,6,212,2065,67
62,2217,6,216,2051,41
63,2217,6,222,2042,45
64,2217,6,296,2069,42
65,2217,6,236,2054,42
66,2217,6,266,2055,68
67,2217,6,290,2054,42
68,2217,6,210,2081,57
69,2217,6,206,2054,42
70,2217,6,198,2043,69
71,2217,6,170,2056,54
72,2217,6,348,2065,65
73,2217,6,294,2070,60
74,2217,6,178,2053,75
75,2217,6,180,2060,45
76,2217,6,136,2058,73
77,2217,6,244,2055,45
78,2217,6,184,2049,55
79,2217,6,200,2058,68
80,2217,6,196,2063,41
81,2217,6,226,2067,49
82,2217,6,274,2064,50
83,2217,6,210,2046,45
84,2217,6,156,2065,53
85,2217,6,176,2064,38
86,2217,6,336,2056,46
87,2217,6,202,2055,48
88,2217,6,296,2050,48
89,2217,6,238,2053,48
90,2217,6,246,2064,60
91,2217,6,210,2052,54
92,2217,6,226,2050,45
93,2217,6,302,2050,50
94,2217,6,334,2053,45
95,2217,6,234,2050,53
96,2217,6,246,2056,59
97,2217,6,220,2065,50
98,2217,6,238,2065,49
99,2217,6,168,2052,68
