,n,k,n_changes_eadam,n_matches,n_iterations
0,4988,4,16,4406,23
1,4988,4,0,4420,28
2,4988,4,4,4400,27
3,4988,4,28,4394,23
4,4988,4,10,4370,21
5,4988,4,14,4396,27
6,4988,4,0,4407,21
7,4988,4,0,4375,50
8,4988,4,0,4384,35
9,4988,4,0,4387,24
10,4988,4,0,4386,27
11,4988,4,0,4398,22
12,4988,4,16,4396,24
13,4988,4,0,4378,30
14,4988,4,0,4399,36
15,4988,4,0,4404,38
16,4988,4,0,4385,27
17,4988,4,0,4395,32
18,4988,4,0,4370,27
19,4988,4,8,4383,26
20,4988,4,12,4385,40
21,4988,4,14,4395,29
22,4988,4,14,4413,26
23,4988,4,14,4406,25
24,4988,4,0,4422,21
25,4988,4,0,4388,21
26,4988,4,52,4400,28
27,4988,4,6,4419,23
28,4988,4,4,4416,32
29,4988,4,6,4408,22
30,4988,4,24,4409,27
31,4988,4,0,4389,40
32,4988,4,6,4391,29
33,4988,4,0,4390,42
34,4988,4,22,4410,35
35,4988,4,4,4396,24
36,4988,4,10,4370,20
37,4988,4,12,4372,43
38,4988,4,10,4397,38
39,4988,4,22,4388,21
40,4988,4,0,4426,26
41,4988,4,28,4384,24
42,4988,4,34,4400,21
43,4988,4,26,4398,38
44,4988,4,20,4389,30
45,4988,4,4,4419,28
46,4988,4,12,4394,24
47,4988,4,6,4387,26
48,4988,4,4,4401,33
49,4988,4,18,4405,31
50,4988,4,58,4411,28
51,4988,4,14,4407,41
52,4988,4,0,4379,23
53,4988,4,0,4415,34
54,4988,4,0,4409,48
55,4988,4,22,4410,36
56,4988,4,4,4387,27
57,4988,4,0,4394,25
58,4988,4,0,4396,29
59,4988,4,12,4416,19
60,4988,4,0,4403,31
61,4988,4,0,4407,22
62,4988,4,0,4403,21
63,4988,4,20,4390,26
64,4988,4,30,4391,26
65,4988,4,4,4378,31
66,4988,4,30,4406,26
67,4988,4,0,4397,37
68,4988,4,20,4372,31
69,4988,4,0,4396,26
70,4988,4,10,4394,34
71,4988,4,0,4410,31
72,4988,4,34,4406,26
73,4988,4,0,4401,28
74,4988,4,20,4360,29
75,4988,4,68,4418,25
76,4988,4,6,4398,34
77,4988,4,12,4403,25
78,4988,4,0,4396,23
79,4988,4,24,4393,32
80,4988,4,6,4396,45
81,4988,4,0,4417,48
82,4988,4,4,4397,37
83,4988,4,44,4425,42
84,4988,4,22,4391,31
85,4988,4,6,4417,24
86,4988,4,38,4386,24
87,4988,4,30,4417,28
88,4988,4,26,4382,48
89,4988,4,46,4382,28
90,4988,4,4,4385,27
91,4988,4,0,4385,24
92,4988,4,6,4399,33
93,4988,4,4,4387,23
94,4988,4,0,4395,32
95,4988,4,40,4390,32
96,4988,4,0,4392,23
97,4988,4,6,4412,24
98,4988,4,0,4394,26
99,4988,4,8,4407,20
