,n,k,n_in_cycles
0,1,7,214
1,1,7,221
2,1,7,202
3,1,7,177
4,1,7,281
5,5,7,157
6,1,7,240
7,1,7,262
8,1,7,199
9,1,7,275
10,2,7,224
11,2,7,224
12,2,7,161
13,1,7,248
14,2,7,231
15,1,7,265
16,1,7,206
17,1,7,253
18,1,7,205
19,1,7,255
20,1,7,239
21,1,7,260
22,2,7,221
23,1,7,249
24,1,7,262
25,1,7,180
26,1,7,233
27,1,7,257
28,1,7,230
29,3,7,181
30,1,7,105
31,1,7,157
32,1,7,306
33,3,7,189
34,1,7,262
35,1,7,213
36,1,7,258
37,3,7,217
38,1,7,226
39,1,7,212
40,2,7,168
41,2,7,173
42,2,7,243
43,3,7,221
44,2,7,256
45,3,7,280
46,1,7,253
47,3,7,199
48,1,7,236
49,1,7,292
50,1,7,204
51,1,7,266
52,2,7,224
53,1,7,292
54,1,7,261
55,1,7,223
56,2,7,227
57,1,7,229
58,2,7,233
59,3,7,275
60,1,7,219
61,1,7,251
62,1,7,291
63,2,7,196
64,2,7,168
65,1,7,292
66,1,7,194
67,2,7,153
68,1,7,204
69,1,7,223
70,2,7,208
71,1,7,309
72,1,7,243
73,1,7,248
74,1,7,235
75,1,7,251
76,1,7,216
77,2,7,220
78,2,7,207
79,5,7,212
80,2,7,246
81,1,7,236
82,2,7,141
83,2,7,134
84,1,7,151
85,2,7,230
86,1,7,243
87,1,7,255
88,1,7,238
89,6,7,105
90,2,7,239
91,3,7,226
92,1,7,131
93,1,7,231
94,1,7,264
95,1,7,221
96,1,7,267
97,1,7,211
98,1,7,257
99,3,7,177
