,n,k,n_in_cycles
0,2,8,700
1,1,8,690
2,1,8,750
3,1,8,712
4,2,8,742
5,1,8,722
6,2,8,579
7,1,8,659
8,1,8,697
9,2,8,701
10,1,8,620
11,1,8,647
12,1,8,641
13,1,8,629
14,1,8,671
15,1,8,585
16,1,8,671
17,1,8,773
18,2,8,685
19,1,8,719
20,1,8,697
21,1,8,747
22,1,8,703
23,1,8,705
24,1,8,726
25,1,8,733
26,1,8,780
27,1,8,749
28,1,8,744
29,2,8,686
30,1,8,777
31,1,8,612
32,1,8,757
33,1,8,597
34,1,8,694
35,2,8,642
36,3,8,599
37,1,8,701
38,1,8,729
39,2,8,652
40,1,8,738
41,1,8,587
42,1,8,631
43,2,8,733
44,1,8,685
45,2,8,634
46,1,8,719
47,1,8,579
48,1,8,776
49,1,8,738
50,2,8,598
51,1,8,666
52,1,8,804
53,2,8,714
54,2,8,665
55,1,8,784
56,2,8,700
57,1,8,745
58,1,8,600
59,2,8,672
60,1,8,719
61,1,8,680
62,1,8,663
63,1,8,690
64,1,8,760
65,1,8,629
66,2,8,625
67,1,8,704
68,1,8,720
69,1,8,757
70,1,8,768
71,1,8,775
72,1,8,731
73,1,8,700
74,1,8,681
75,1,8,686
76,2,8,558
77,1,8,717
78,1,8,701
79,1,8,588
80,1,8,591
81,1,8,588
82,1,8,640
83,1,8,657
84,1,8,643
85,1,8,726
86,2,8,716
87,2,8,719
88,1,8,776
89,1,8,722
90,1,8,697
91,1,8,723
92,1,8,730
93,2,8,630
94,1,8,728
95,3,8,733
96,1,8,713
97,1,8,792
98,1,8,759
99,1,8,714
