,n,k,n_changes_eadam,n_matches,n_iterations
0,985,5,76,901,26
1,985,5,20,888,48
2,985,5,8,891,27
3,985,5,34,899,26
4,985,5,18,886,46
5,985,5,78,897,37
6,985,5,80,896,21
7,985,5,72,901,26
8,985,5,94,890,35
9,985,5,62,892,39
10,985,5,54,888,30
11,985,5,116,896,29
12,985,5,22,896,22
13,985,5,12,899,29
14,985,5,58,887,29
15,985,5,54,900,38
16,985,5,32,898,29
17,985,5,22,907,34
18,985,5,84,893,50
19,985,5,42,898,24
20,985,5,40,895,52
21,985,5,36,894,23
22,985,5,52,901,42
23,985,5,52,894,31
24,985,5,118,895,31
25,985,5,12,889,26
26,985,5,24,900,24
27,985,5,92,900,35
28,985,5,4,896,17
29,985,5,48,898,31
30,985,5,20,879,27
31,985,5,42,893,30
32,985,5,12,884,25
33,985,5,44,906,37
34,985,5,74,901,32
35,985,5,18,894,44
36,985,5,76,897,30
37,985,5,4,890,23
38,985,5,50,896,37
39,985,5,72,890,23
40,985,5,4,893,23
41,985,5,96,881,25
42,985,5,48,896,30
43,985,5,0,896,31
44,985,5,38,900,17
45,985,5,36,890,28
46,985,5,58,896,38
47,985,5,28,898,22
48,985,5,26,898,28
49,985,5,24,900,33
50,985,5,12,903,43
51,985,5,34,895,34
52,985,5,76,893,35
53,985,5,78,893,25
54,985,5,86,898,34
55,985,5,64,901,37
56,985,5,12,899,29
57,985,5,18,890,31
58,985,5,86,899,21
59,985,5,70,901,28
60,985,5,24,890,46
61,985,5,72,902,33
62,985,5,78,906,34
63,985,5,38,893,28
64,985,5,34,904,25
65,985,5,34,893,22
66,985,5,24,895,28
67,985,5,8,905,31
68,985,5,60,888,33
69,985,5,84,899,32
70,985,5,0,896,20
71,985,5,32,899,26
72,985,5,66,890,20
73,985,5,64,903,24
74,985,5,26,891,39
75,985,5,50,902,44
76,985,5,74,892,21
77,985,5,82,897,16
78,985,5,0,899,20
79,985,5,16,888,26
80,985,5,32,899,18
81,985,5,46,893,55
82,985,5,50,889,27
83,985,5,10,889,21
84,985,5,44,905,30
85,985,5,58,900,44
86,985,5,74,887,33
87,985,5,54,894,24
88,985,5,82,888,30
89,985,5,78,897,32
90,985,5,64,900,19
91,985,5,38,908,17
92,985,5,56,895,30
93,985,5,78,893,29
94,985,5,36,897,19
95,985,5,112,902,31
96,985,5,42,899,36
97,985,5,26,893,26
98,985,5,42,888,20
99,985,5,50,901,42
