,n,k,n_in_cycles
0,0,4,0
1,0,4,0
2,0,4,0
3,0,4,0
4,1,4,2
5,2,4,8
6,0,4,0
7,0,4,0
8,0,4,0
9,0,4,0
10,1,4,4
11,1,4,7
12,2,4,11
13,1,4,15
14,1,4,2
15,2,4,6
16,0,4,0
17,3,4,15
18,2,4,6
19,0,4,0
20,0,4,0
21,1,4,4
22,2,4,5
23,0,4,0
24,2,4,13
25,2,4,18
26,0,4,0
27,0,4,0
28,1,4,5
29,3,4,14
30,3,4,16
31,1,4,4
32,1,4,3
33,2,4,8
34,1,4,7
35,2,4,9
36,0,4,0
37,0,4,0
38,0,4,0
39,0,4,0
40,1,4,6
41,2,4,6
42,0,4,0
43,0,4,0
44,0,4,0
45,0,4,0
46,1,4,6
47,1,4,4
48,0,4,0
49,1,4,16
50,0,4,0
51,2,4,4
52,1,4,2
53,0,4,0
54,1,4,3
55,0,4,0
56,0,4,0
57,1,4,5
58,4,4,18
59,1,4,4
60,0,4,0
61,0,4,0
62,0,4,0
63,1,4,10
64,0,4,0
65,2,4,4
66,1,4,18
67,0,4,0
68,0,4,0
69,1,4,7
70,1,4,2
71,1,4,2
72,0,4,0
73,1,4,5
74,2,4,7
75,1,4,4
76,1,4,3
77,0,4,0
78,0,4,0
79,0,4,0
80,2,4,5
81,0,4,0
82,1,4,2
83,2,4,14
84,2,4,5
85,2,4,6
86,0,4,0
87,1,4,4
88,2,4,15
89,0,4,0
90,1,4,6
91,1,4,3
92,1,4,3
93,0,4,0
94,0,4,0
95,2,4,8
96,0,4,0
97,3,4,16
98,1,4,5
99,2,4,6
