,n,k,n_changes_eadam,n_matches,n_iterations
0,11223,5,276,10194,84
1,11223,5,94,10233,106
2,11223,5,264,10198,67
3,11223,5,90,10219,83
4,11223,5,76,10212,114
5,11223,5,466,10193,94
6,11223,5,210,10213,119
7,11223,5,238,10176,71
8,11223,5,210,10157,73
9,11223,5,150,10177,85
10,11223,5,324,10240,78
11,11223,5,368,10193,60
12,11223,5,238,10195,71
13,11223,5,240,10206,100
14,11223,5,202,10203,97
15,11223,5,326,10167,83
16,11223,5,420,10221,76
17,11223,5,384,10236,104
18,11223,5,228,10185,81
19,11223,5,368,10167,87
20,11223,5,248,10198,140
21,11223,5,152,10188,79
22,11223,5,246,10186,100
23,11223,5,280,10203,134
24,11223,5,218,10190,105
25,11223,5,310,10204,82
26,11223,5,112,10173,86
27,11223,5,280,10180,82
28,11223,5,254,10188,72
29,11223,5,504,10241,59
30,11223,5,258,10199,88
31,11223,5,506,10194,75
32,11223,5,288,10181,120
33,11223,5,274,10177,76
34,11223,5,278,10170,76
35,11223,5,192,10186,83
36,11223,5,156,10191,109
37,11223,5,384,10183,95
38,11223,5,382,10218,74
39,11223,5,178,10212,153
40,11223,5,222,10188,103
41,11223,5,352,10192,129
42,11223,5,406,10196,66
43,11223,5,244,10206,65
44,11223,5,334,10176,132
45,11223,5,348,10178,73
46,11223,5,146,10187,73
47,11223,5,268,10177,66
48,11223,5,164,10210,119
49,11223,5,218,10220,90
50,11223,5,210,10179,101
51,11223,5,208,10208,84
52,11223,5,298,10169,90
53,11223,5,364,10218,118
54,11223,5,192,10214,100
55,11223,5,192,10198,64
56,11223,5,200,10198,93
57,11223,5,218,10242,90
58,11223,5,168,10174,90
59,11223,5,124,10177,86
60,11223,5,358,10205,83
61,11223,5,288,10180,107
62,11223,5,184,10198,109
63,11223,5,72,10194,73
64,11223,5,316,10174,95
65,11223,5,164,10201,85
66,11223,5,194,10208,75
67,11223,5,188,10205,80
68,11223,5,154,10186,86
69,11223,5,332,10226,74
70,11223,5,176,10201,117
71,11223,5,144,10201,68
72,11223,5,172,10218,94
73,11223,5,136,10204,109
74,11223,5,288,10205,92
75,11223,5,210,10229,81
76,11223,5,86,10179,75
77,11223,5,266,10183,66
78,11223,5,328,10209,114
79,11223,5,298,10191,86
80,11223,5,352,10190,73
81,11223,5,244,10225,73
82,11223,5,326,10174,121
83,11223,5,272,10187,85
84,11223,5,396,10206,128
85,11223,5,400,10198,118
86,11223,5,230,10189,64
87,11223,5,176,10177,85
88,11223,5,230,10217,59
89,11223,5,354,10169,70
90,11223,5,166,10165,99
91,11223,5,86,10182,125
92,11223,5,460,10195,62
93,11223,5,342,10212,92
94,11223,5,72,10198,77
95,11223,5,328,10196,144
96,11223,5,310,10199,104
97,11223,5,196,10183,77
98,11223,5,474,10207,81
99,11223,5,376,10211,99
