,n,k,n_changes_eadam,n_matches,n_iterations
0,7482,7,1352,7032,101
1,7482,7,1266,7042,100
2,7482,7,1536,7068,98
3,7482,7,1504,7058,101
4,7482,7,1130,7019,136
5,7482,7,1302,7038,114
6,7482,7,1532,7032,84
7,7482,7,1550,7073,102
8,7482,7,1414,7041,121
9,7482,7,1470,7032,88
10,7482,7,1232,7028,95
11,7482,7,1248,7040,103
12,7482,7,1226,7048,105
13,7482,7,1294,7059,97
14,7482,7,1390,7032,121
15,7482,7,1354,7044,106
16,7482,7,1272,7040,127
17,7482,7,1262,7028,131
18,7482,7,1394,7003,97
19,7482,7,1316,7032,134
20,7482,7,1280,7067,107
21,7482,7,1392,7005,113
22,7482,7,1184,7052,107
23,7482,7,1328,7037,122
24,7482,7,1340,7057,84
25,7482,7,1450,7038,89
26,7482,7,1464,7049,112
27,7482,7,1524,7051,100
28,7482,7,1332,7038,109
29,7482,7,1262,7043,92
30,7482,7,1072,7047,114
31,7482,7,1750,7063,100
32,7482,7,1492,7049,120
33,7482,7,1442,7033,140
34,7482,7,1528,7032,108
35,7482,7,1426,7017,94
36,7482,7,1296,7025,104
37,7482,7,1310,7037,114
38,7482,7,1398,7034,116
39,7482,7,1548,7032,119
40,7482,7,1342,7047,106
41,7482,7,1310,7045,136
42,7482,7,1292,7027,133
43,7482,7,1532,7062,130
44,7482,7,1600,7044,98
45,7482,7,1450,7035,130
46,7482,7,1334,7026,99
47,7482,7,1142,7047,98
48,7482,7,1244,7023,104
49,7482,7,1326,7060,98
50,7482,7,1560,7046,119
51,7482,7,1350,7057,81
52,7482,7,1214,7023,95
53,7482,7,1596,7037,117
54,7482,7,1228,7051,105
55,7482,7,1424,7037,121
56,7482,7,1382,7024,81
57,7482,7,1404,7065,111
58,7482,7,1422,7025,117
59,7482,7,1098,7019,86
60,7482,7,1564,7062,121
61,7482,7,1574,7035,74
62,7482,7,1500,7053,102
63,7482,7,1540,7024,136
64,7482,7,1350,7037,94
65,7482,7,1360,7024,103
66,7482,7,1430,7032,73
67,7482,7,1380,7054,118
68,7482,7,1344,7029,106
69,7482,7,1266,7046,120
70,7482,7,1298,7027,128
71,7482,7,1410,7038,108
72,7482,7,1258,7043,136
73,7482,7,1470,7018,129
74,7482,7,1114,7021,129
75,7482,7,1348,7026,99
76,7482,7,1362,7035,130
77,7482,7,1550,7029,134
78,7482,7,1314,7051,145
79,7482,7,1546,7036,88
80,7482,7,1642,7036,114
81,7482,7,1518,7030,109
82,7482,7,1518,7052,117
83,7482,7,1374,7069,143
84,7482,7,1130,7043,131
85,7482,7,1114,7036,113
86,7482,7,1314,7064,121
87,7482,7,1358,7025,119
88,7482,7,1276,7050,83
89,7482,7,1552,7044,89
90,7482,7,1472,7036,122
91,7482,7,1174,7041,134
92,7482,7,1376,7055,133
93,7482,7,1672,7065,123
94,7482,7,1410,7022,104
95,7482,7,1146,7029,111
96,7482,7,1376,7037,120
97,7482,7,1488,7005,124
98,7482,7,1478,7048,75
99,7482,7,1426,7047,123
