,n,k,n_in_cycles
0,1,4,8
1,0,4,0
2,1,4,2
3,1,4,14
4,2,4,5
5,1,4,7
6,0,4,0
7,0,4,0
8,0,4,0
9,0,4,0
10,0,4,0
11,0,4,0
12,2,4,15
13,0,4,0
14,0,4,0
15,0,4,0
16,0,4,0
17,0,4,0
18,0,4,0
19,1,4,4
20,2,4,6
21,1,4,7
22,2,4,7
23,2,4,7
24,0,4,0
25,0,4,0
26,2,4,26
27,1,4,3
28,1,4,2
29,1,4,3
30,1,4,12
31,0,4,0
32,1,4,3
33,0,4,0
34,1,4,11
35,1,4,2
36,1,4,5
37,2,4,6
38,2,4,5
39,1,4,11
40,0,4,0
41,2,4,14
42,1,4,17
43,2,4,13
44,1,4,10
45,1,4,2
46,1,4,6
47,1,4,3
48,1,4,2
49,3,4,9
50,4,4,29
51,3,4,7
52,0,4,0
53,0,4,0
54,0,4,0
55,2,4,11
56,1,4,2
57,0,4,0
58,0,4,0
59,2,4,6
60,0,4,0
61,0,4,0
62,0,4,0
63,2,4,10
64,2,4,20
65,1,4,2
66,3,4,15
67,0,4,0
68,2,4,10
69,0,4,0
70,2,4,5
71,0,4,0
72,5,4,17
73,0,4,0
74,2,4,10
75,5,4,34
76,1,4,3
77,2,4,6
78,0,4,0
79,3,4,12
80,1,4,3
81,0,4,0
82,1,4,2
83,2,4,22
84,2,4,11
85,1,4,3
86,1,4,19
87,1,4,15
88,2,4,13
89,5,4,23
90,1,4,2
91,0,4,0
92,1,4,3
93,1,4,2
94,0,4,0
95,1,4,20
96,0,4,0
97,1,4,3
98,0,4,0
99,1,4,4
