,n,k,n_changes_eadam,n_matches,n_iterations
0,1478,8,492,1397,62
1,1478,8,376,1410,46
2,1478,8,424,1414,52
3,1478,8,394,1406,46
4,1478,8,456,1412,42
5,1478,8,470,1407,42
6,1478,8,502,1404,43
7,1478,8,362,1402,64
8,1478,8,436,1411,48
9,1478,8,420,1396,49
10,1478,8,410,1413,66
11,1478,8,364,1408,43
12,1478,8,332,1410,60
13,1478,8,436,1405,45
14,1478,8,382,1402,58
15,1478,8,458,1409,54
16,1478,8,540,1405,65
17,1478,8,312,1406,51
18,1478,8,400,1413,68
19,1478,8,344,1407,69
20,1478,8,394,1402,53
21,1478,8,498,1413,53
22,1478,8,490,1406,51
23,1478,8,346,1407,60
24,1478,8,344,1408,40
25,1478,8,402,1405,31
26,1478,8,486,1408,47
27,1478,8,316,1406,50
28,1478,8,430,1400,55
29,1478,8,478,1408,37
30,1478,8,426,1404,46
31,1478,8,416,1401,48
32,1478,8,368,1408,53
33,1478,8,306,1402,85
34,1478,8,360,1405,56
35,1478,8,368,1415,41
36,1478,8,470,1399,38
37,1478,8,424,1400,61
38,1478,8,436,1421,55
39,1478,8,458,1414,61
40,1478,8,408,1411,60
41,1478,8,424,1414,61
42,1478,8,482,1408,48
43,1478,8,356,1407,52
44,1478,8,320,1409,72
45,1478,8,392,1405,62
46,1478,8,514,1412,47
47,1478,8,402,1416,56
48,1478,8,380,1414,52
49,1478,8,444,1401,39
50,1478,8,484,1405,59
51,1478,8,432,1402,47
52,1478,8,548,1412,57
53,1478,8,514,1405,53
54,1478,8,376,1403,67
55,1478,8,522,1410,44
56,1478,8,438,1410,51
57,1478,8,428,1408,58
58,1478,8,454,1408,51
59,1478,8,450,1399,61
60,1478,8,404,1407,45
61,1478,8,460,1400,50
62,1478,8,484,1403,43
63,1478,8,398,1399,47
64,1478,8,314,1407,57
65,1478,8,344,1407,64
66,1478,8,438,1413,78
67,1478,8,336,1401,46
68,1478,8,418,1410,66
69,1478,8,356,1409,53
70,1478,8,362,1404,80
71,1478,8,430,1405,55
72,1478,8,348,1412,45
73,1478,8,484,1405,58
74,1478,8,388,1419,55
75,1478,8,420,1402,40
76,1478,8,384,1404,51
77,1478,8,328,1403,50
78,1478,8,268,1411,54
79,1478,8,442,1401,46
80,1478,8,448,1409,58
81,1478,8,448,1415,82
82,1478,8,442,1407,60
83,1478,8,388,1408,67
84,1478,8,446,1413,66
85,1478,8,368,1397,48
86,1478,8,332,1410,67
87,1478,8,442,1406,59
88,1478,8,456,1397,43
89,1478,8,444,1403,49
90,1478,8,400,1403,50
91,1478,8,428,1405,50
92,1478,8,556,1404,56
93,1478,8,342,1409,41
94,1478,8,460,1406,48
95,1478,8,398,1411,56
96,1478,8,370,1405,62
97,1478,8,416,1407,54
98,1478,8,540,1413,49
99,1478,8,442,1405,49
