,n,k,n_changes,n_matches
0,4988,7,750,4669
1,4988,7,813,4705
2,4988,7,843,4684
3,4988,7,755,4704
4,4988,7,754,4696
5,4988,7,809,4696
6,4988,7,801,4690
7,4988,7,726,4683
8,4988,7,707,4716
9,4988,7,807,4699
10,4988,7,860,4688
11,4988,7,783,4694
12,4988,7,739,4690
13,4988,7,703,4702
14,4988,7,823,4690
15,4988,7,675,4692
16,4988,7,701,4690
17,4988,7,785,4695
18,4988,7,643,4709
19,4988,7,665,4680
20,4988,7,782,4687
21,4988,7,724,4685
22,4988,7,759,4711
23,4988,7,833,4691
24,4988,7,700,4709
25,4988,7,813,4714
26,4988,7,800,4717
27,4988,7,606,4700
28,4988,7,771,4706
29,4988,7,834,4675
30,4988,7,769,4701
31,4988,7,744,4690
32,4988,7,676,4700
33,4988,7,813,4686
34,4988,7,744,4679
35,4988,7,675,4700
36,4988,7,644,4688
37,4988,7,696,4699
38,4988,7,712,4697
39,4988,7,879,4685
40,4988,7,727,4689
41,4988,7,750,4692
42,4988,7,863,4688
43,4988,7,782,4683
44,4988,7,749,4679
45,4988,7,749,4698
46,4988,7,659,4684
47,4988,7,852,4705
48,4988,7,686,4687
49,4988,7,790,4692
50,4988,7,738,4692
51,4988,7,762,4691
52,4988,7,711,4689
53,4988,7,807,4678
54,4988,7,756,4697
55,4988,7,900,4695
56,4988,7,748,4696
57,4988,7,685,4673
58,4988,7,710,4690
59,4988,7,704,4677
60,4988,7,885,4707
61,4988,7,728,4702
62,4988,7,555,4704
63,4988,7,883,4693
64,4988,7,746,4699
65,4988,7,829,4698
66,4988,7,721,4689
67,4988,7,701,4691
68,4988,7,772,4695
69,4988,7,623,4678
70,4988,7,865,4692
71,4988,7,746,4680
72,4988,7,645,4698
73,4988,7,772,4684
74,4988,7,890,4677
75,4988,7,701,4698
76,4988,7,764,4682
77,4988,7,835,4694
78,4988,7,753,4698
79,4988,7,653,4700
80,4988,7,786,4694
81,4988,7,812,4706
82,4988,7,836,4718
83,4988,7,759,4687
84,4988,7,786,4679
85,4988,7,757,4680
86,4988,7,865,4682
87,4988,7,697,4696
88,4988,7,747,4700
89,4988,7,785,4700
90,4988,7,669,4707
91,4988,7,765,4701
92,4988,7,694,4701
93,4988,7,702,4698
94,4988,7,799,4680
95,4988,7,829,4693
96,4988,7,855,4690
97,4988,7,671,4692
98,4988,7,781,4714
99,4988,7,806,4706
