,n,k,n_changes_eadam,n_matches,n_iterations
0,4988,6,482,4630,76
1,4988,6,414,4624,101
2,4988,6,416,4632,105
3,4988,6,582,4627,79
4,4988,6,650,4636,70
5,4988,6,468,4627,89
6,4988,6,568,4611,61
7,4988,6,486,4621,70
8,4988,6,472,4615,64
9,4988,6,506,4623,74
10,4988,6,492,4630,84
11,4988,6,454,4612,69
12,4988,6,414,4623,92
13,4988,6,402,4615,97
14,4988,6,370,4626,70
15,4988,6,528,4620,109
16,4988,6,490,4627,90
17,4988,6,532,4635,81
18,4988,6,536,4631,81
19,4988,6,560,4629,95
20,4988,6,418,4633,64
21,4988,6,618,4628,77
22,4988,6,480,4618,78
23,4988,6,494,4630,90
24,4988,6,490,4628,68
25,4988,6,490,4619,98
26,4988,6,420,4637,57
27,4988,6,458,4633,65
28,4988,6,642,4645,71
29,4988,6,422,4630,95
30,4988,6,740,4624,91
31,4988,6,556,4647,66
32,4988,6,594,4614,86
33,4988,6,362,4615,91
34,4988,6,364,4627,89
35,4988,6,378,4638,79
36,4988,6,522,4639,93
37,4988,6,390,4633,80
38,4988,6,452,4600,81
39,4988,6,440,4636,78
40,4988,6,396,4625,68
41,4988,6,520,4620,73
42,4988,6,472,4629,79
43,4988,6,664,4624,82
44,4988,6,538,4637,81
45,4988,6,406,4632,74
46,4988,6,582,4634,112
47,4988,6,634,4634,72
48,4988,6,550,4632,52
49,4988,6,436,4615,53
50,4988,6,534,4629,86
51,4988,6,532,4635,100
52,4988,6,652,4622,89
53,4988,6,604,4633,63
54,4988,6,480,4605,90
55,4988,6,610,4640,102
56,4988,6,490,4627,69
57,4988,6,720,4623,73
58,4988,6,546,4631,70
59,4988,6,538,4636,60
60,4988,6,654,4642,86
61,4988,6,422,4620,75
62,4988,6,442,4603,59
63,4988,6,398,4626,93
64,4988,6,300,4616,88
65,4988,6,474,4645,110
66,4988,6,472,4630,98
67,4988,6,442,4640,65
68,4988,6,510,4620,110
69,4988,6,384,4619,86
70,4988,6,684,4627,101
71,4988,6,562,4630,57
72,4988,6,466,4630,96
73,4988,6,524,4634,107
74,4988,6,498,4600,63
75,4988,6,636,4624,73
76,4988,6,558,4621,86
77,4988,6,506,4639,73
78,4988,6,584,4636,71
79,4988,6,474,4631,95
80,4988,6,524,4637,58
81,4988,6,544,4633,79
82,4988,6,420,4619,75
83,4988,6,694,4626,79
84,4988,6,574,4624,95
85,4988,6,538,4635,102
86,4988,6,388,4620,88
87,4988,6,430,4622,77
88,4988,6,504,4625,90
89,4988,6,370,4627,88
90,4988,6,348,4642,86
91,4988,6,442,4641,82
92,4988,6,550,4643,94
93,4988,6,418,4629,68
94,4988,6,470,4625,91
95,4988,6,468,4622,86
96,4988,6,472,4624,97
97,4988,6,442,4634,100
98,4988,6,472,4659,105
99,4988,6,458,4636,71
