,n,k,cycle_lengths,as_percent_of_matches
0,1000,8,29,0.030687830687830688
1,1000,8,42,0.044444444444444446
2,1000,8,5,0.005291005291005291
3,1000,8,8,0.008465608465608466
4,1000,8,14,0.014814814814814815
5,1000,8,12,0.012698412698412698
6,1000,8,87,0.09206349206349207
7,1000,8,77,0.08148148148148149
8,1000,8,57,0.06031746031746032
9,1000,8,23,0.02433862433862434
10,1000,8,58,0.060988433228180865
11,1000,8,28,0.029442691903259727
12,1000,8,12,0.012618296529968454
13,1000,8,24,0.025236593059936908
14,1000,8,5,0.005257623554153523
15,1000,8,2,0.002103049421661409
16,1000,8,3,0.0031545741324921135
17,1000,8,113,0.11907270811380401
18,1000,8,105,0.11064278187565858
19,1000,8,45,0.04741833508956796
20,1000,8,3,0.003161222339304531
21,1000,8,7,0.007376185458377239
22,1000,8,17,0.017838405036726127
23,1000,8,15,0.015739769150052464
24,1000,8,39,0.040923399790136414
25,1000,8,47,0.04931794333683106
26,1000,8,81,0.08499475341028331
27,1000,8,14,0.014690451206715634
28,1000,8,3,0.0031479538300104933
29,1000,8,162,0.17016806722689076
30,1000,8,4,0.004201680672268907
31,1000,8,88,0.09243697478991597
32,1000,8,45,0.04707112970711297
33,1000,8,10,0.010460251046025104
34,1000,8,101,0.10564853556485355
35,1000,8,45,0.04707112970711297
36,1000,8,2,0.0020920502092050207
37,1000,8,5,0.005230125523012552
38,1000,8,10,0.010460251046025104
39,1000,8,3,0.0031380753138075313
40,1000,8,46,0.04847207586933614
41,1000,8,99,0.10432033719704953
42,1000,8,33,0.03477344573234984
43,1000,8,13,0.0136986301369863
44,1000,8,11,0.011591148577449948
45,1000,8,5,0.005268703898840885
46,1000,8,3,0.003161222339304531
47,1000,8,15,0.015739769150052464
48,1000,8,114,0.11962224554039874
49,1000,8,63,0.06610703043022036
50,1000,8,13,0.013641133263378805
51,1000,8,6,0.0062959076600209865
52,1000,8,25,0.026232948583420776
53,1000,8,114,0.12038014783526928
54,1000,8,152,0.16050686378035903
55,1000,8,11,0.011615628299894404
56,1000,8,8,0.008447729672650475
57,1000,8,81,0.08463949843260188
58,1000,8,111,0.11598746081504702
59,1000,8,58,0.06060606060606061
60,1000,8,3,0.003134796238244514
61,1000,8,2,0.0020898641588296763
62,1000,8,92,0.0979765708200213
63,1000,8,6,0.006389776357827476
64,1000,8,31,0.03301384451544196
65,1000,8,2,0.002129925452609159
66,1000,8,7,0.007454739084132056
67,1000,8,5,0.005324813631522897
68,1000,8,17,0.017726798748696558
69,1000,8,211,0.22002085505735142
70,1000,8,3,0.0031282586027111575
71,1000,8,3,0.0031282586027111575
72,1000,8,10,0.010460251046025104
73,1000,8,198,0.20711297071129708
74,1000,8,2,0.0020920502092050207
75,1000,8,45,0.046826222684703434
76,1000,8,59,0.061394380853277836
77,1000,8,71,0.07388137356919876
78,1000,8,13,0.013527575442247659
79,1000,8,82,0.08532778355879292
80,1000,8,5,0.005202913631633715
81,1000,8,33,0.03466386554621849
82,1000,8,55,0.05777310924369748
83,1000,8,100,0.10504201680672269
84,1000,8,6,0.0063025210084033615
85,1000,8,47,0.04936974789915966
86,1000,8,16,0.01680672268907563
87,1000,8,6,0.0063025210084033615
88,1000,8,3,0.0031512605042016808
89,1000,8,2,0.0021008403361344537
90,1000,8,66,0.0694006309148265
91,1000,8,118,0.12407991587802314
92,1000,8,10,0.010515247108307046
93,1000,8,18,0.01892744479495268
94,1000,8,3,0.0031545741324921135
95,1000,8,2,0.002103049421661409
96,1000,8,32,0.033578174186778595
97,1000,8,10,0.01049317943336831
98,1000,8,64,0.06715634837355719
99,1000,8,65,0.06820566631689402
100,1000,8,31,0.03252885624344176
101,1000,8,3,0.0031479538300104933
102,1000,8,2,0.002098635886673662
103,1000,8,65,0.06799163179916318
104,1000,8,34,0.03556485355648536
105,1000,8,47,0.049163179916317995
106,1000,8,65,0.06799163179916318
107,1000,8,13,0.013598326359832637
108,1000,8,5,0.005230125523012552
109,1000,8,7,0.007322175732217573
110,1000,8,164,0.17281348788198103
111,1000,8,44,0.04636459430979979
112,1000,8,12,0.012644889357218124
113,1000,8,134,0.14105263157894737
114,1000,8,49,0.05157894736842105
115,1000,8,20,0.021052631578947368
116,1000,8,8,0.008421052631578947
117,1000,8,2,0.002105263157894737
118,1000,8,3,0.003157894736842105
119,1000,8,123,0.12839248434237996
120,1000,8,18,0.018789144050104383
121,1000,8,70,0.07306889352818371
122,1000,8,55,0.05795574288724974
123,1000,8,82,0.08640674394099052
124,1000,8,5,0.005268703898840885
125,1000,8,48,0.0505795574288725
126,1000,8,26,0.0273972602739726
127,1000,8,3,0.003161222339304531
128,1000,8,5,0.005268703898840885
129,1000,8,224,0.23628691983122363
130,1000,8,14,0.014767932489451477
131,1000,8,8,0.008438818565400843
132,1000,8,57,0.05968586387434555
133,1000,8,80,0.08376963350785341
134,1000,8,20,0.020942408376963352
135,1000,8,3,0.0031413612565445027
136,1000,8,62,0.06492146596858639
137,1000,8,2,0.0020942408376963353
138,1000,8,3,0.0031413612565445027
139,1000,8,3,0.0031413612565445027
140,1000,8,169,0.17640918580375783
141,1000,8,37,0.038622129436325675
142,1000,8,11,0.011482254697286013
143,1000,8,3,0.003131524008350731
144,1000,8,36,0.03769633507853403
145,1000,8,118,0.12356020942408377
146,1000,8,16,0.016753926701570682
