,n,k,differences,percent_diff,matches
0,100,10,48,0.4948453608247423,97
1,100,10,0,0.0,96
2,100,10,48,0.5,96
3,100,10,68,0.6938775510204082,98
4,100,10,20,0.20618556701030927,97
5,100,10,38,0.3917525773195876,97
6,100,10,44,0.4583333333333333,96
7,100,10,58,0.5858585858585859,99
8,100,10,38,0.3917525773195876,97
9,100,10,32,0.32653061224489793,98
10,100,10,30,0.3157894736842105,95
11,100,10,32,0.3333333333333333,96
12,100,10,40,0.40404040404040403,99
13,100,10,14,0.14583333333333334,96
14,100,10,30,0.30612244897959184,98
15,100,10,52,0.5360824742268041,97
16,100,10,28,0.2857142857142857,98
17,100,10,36,0.3673469387755102,98
18,100,10,16,0.16666666666666666,96
19,100,10,14,0.14432989690721648,97
20,100,10,28,0.2916666666666667,96
21,100,10,34,0.35789473684210527,95
22,100,10,26,0.2653061224489796,98
23,100,10,52,0.5360824742268041,97
24,100,10,18,0.1875,96
25,100,10,72,0.7422680412371134,97
26,100,10,18,0.1875,96
27,100,10,24,0.24489795918367346,98
28,100,10,54,0.5567010309278351,97
29,100,10,16,0.17204301075268819,93
30,100,10,0,0.0,96
31,100,10,14,0.1414141414141414,99
32,100,10,36,0.3829787234042553,94
33,100,10,24,0.25,96
34,100,10,0,0.0,95
35,100,10,0,0.0,96
36,100,10,4,0.041237113402061855,97
37,100,10,4,0.04040404040404041,99
38,100,10,26,0.26804123711340205,97
39,100,10,62,0.6526315789473685,95
40,100,10,34,0.3469387755102041,98
41,100,10,16,0.16494845360824742,97
42,100,10,50,0.5154639175257731,97
43,100,10,28,0.2857142857142857,98
44,100,10,20,0.2127659574468085,94
45,100,10,26,0.26804123711340205,97
46,100,10,38,0.3877551020408163,98
47,100,10,10,0.10204081632653061,98
48,100,10,32,0.32989690721649484,97
49,100,10,18,0.18181818181818182,99
50,100,10,48,0.4948453608247423,97
51,100,10,0,0.0,97
52,100,10,34,0.35051546391752575,97
53,100,10,58,0.5918367346938775,98
54,100,10,28,0.29473684210526313,95
55,100,10,6,0.061855670103092786,97
56,100,10,44,0.4583333333333333,96
57,100,10,18,0.1875,96
58,100,10,38,0.3917525773195876,97
59,100,10,44,0.4536082474226804,97
60,100,10,12,0.12244897959183673,98
61,100,10,12,0.125,96
62,100,10,6,0.06315789473684211,95
63,100,10,26,0.2653061224489796,98
64,100,10,28,0.28865979381443296,97
65,100,10,16,0.16842105263157894,95
66,100,10,58,0.5979381443298969,97
67,100,10,34,0.3434343434343434,99
68,100,10,40,0.40404040404040403,99
69,100,10,66,0.6804123711340206,97
70,100,10,18,0.18556701030927836,97
71,100,10,40,0.41237113402061853,97
72,100,10,10,0.10416666666666667,96
73,100,10,36,0.37894736842105264,95
74,100,10,30,0.3157894736842105,95
75,100,10,26,0.2765957446808511,94
76,100,10,18,0.1836734693877551,98
77,100,10,12,0.12371134020618557,97
78,100,10,54,0.5510204081632653,98
79,100,10,18,0.1836734693877551,98
80,100,10,32,0.3333333333333333,96
81,100,10,40,0.40816326530612246,98
82,100,10,32,0.32989690721649484,97
83,100,10,46,0.4842105263157895,95
84,100,10,32,0.3368421052631579,95
85,100,10,60,0.6185567010309279,97
86,100,10,24,0.24489795918367346,98
87,100,10,34,0.3469387755102041,98
88,100,10,48,0.4948453608247423,97
89,100,10,0,0.0,96
90,100,10,30,0.30303030303030304,99
91,100,10,42,0.42857142857142855,98
92,100,10,44,0.4536082474226804,97
93,100,10,34,0.3469387755102041,98
94,100,10,44,0.4489795918367347,98
95,100,10,16,0.16326530612244897,98
96,100,10,36,0.3673469387755102,98
97,100,10,48,0.4948453608247423,97
98,100,10,72,0.7422680412371134,97
99,100,10,48,0.4948453608247423,97
100,100,10,12,0.12244897959183673,98
101,100,10,48,0.4948453608247423,97
102,100,10,18,0.18556701030927836,97
103,100,10,38,0.3917525773195876,97
104,100,10,12,0.12121212121212122,99
105,100,10,44,0.4583333333333333,96
106,100,10,0,0.0,98
107,100,10,18,0.18556701030927836,97
108,100,10,42,0.4375,96
109,100,10,12,0.12244897959183673,98
110,100,10,24,0.24,100
111,100,10,46,0.46938775510204084,98
112,100,10,46,0.4742268041237113,97
113,100,10,22,0.22916666666666666,96
114,100,10,24,0.24742268041237114,97
115,100,10,32,0.3333333333333333,96
116,100,10,24,0.24742268041237114,97
117,100,10,24,0.25263157894736843,95
118,100,10,12,0.12244897959183673,98
119,100,10,32,0.32653061224489793,98
120,100,10,8,0.08163265306122448,98
121,100,10,38,0.3917525773195876,97
122,100,10,0,0.0,97
123,100,10,0,0.0,97
124,100,10,8,0.08247422680412371,97
125,100,10,20,0.20202020202020202,99
126,100,10,32,0.32323232323232326,99
127,100,10,34,0.35051546391752575,97
128,100,10,50,0.5102040816326531,98
129,100,10,20,0.21052631578947367,95
130,100,10,34,0.35051546391752575,97
131,100,10,34,0.3541666666666667,96
132,100,10,28,0.2857142857142857,98
133,100,10,58,0.58,100
134,100,10,48,0.4948453608247423,97
135,100,10,36,0.375,96
136,100,10,36,0.3673469387755102,98
137,100,10,40,0.41237113402061853,97
138,100,10,46,0.46,100
139,100,10,48,0.4948453608247423,97
140,100,10,28,0.28865979381443296,97
141,100,10,26,0.26804123711340205,97
142,100,10,18,0.18556701030927836,97
143,100,10,36,0.3673469387755102,98
144,100,10,40,0.4166666666666667,96
145,100,10,14,0.14432989690721648,97
146,100,10,22,0.2268041237113402,97
147,100,10,54,0.5567010309278351,97
148,100,10,40,0.41237113402061853,97
149,100,10,34,0.35051546391752575,97
150,100,10,24,0.24489795918367346,98
151,100,10,12,0.12244897959183673,98
152,100,10,34,0.35051546391752575,97
153,100,10,32,0.3404255319148936,94
154,100,10,58,0.5918367346938775,98
155,100,10,26,0.2736842105263158,95
156,100,10,16,0.16326530612244897,98
157,100,10,4,0.04081632653061224,98
158,100,10,32,0.32323232323232326,99
159,100,10,46,0.4842105263157895,95
160,100,10,16,0.16326530612244897,98
161,100,10,32,0.3368421052631579,95
162,100,10,26,0.2708333333333333,96
163,100,10,6,0.0625,96
164,100,10,14,0.14285714285714285,98
165,100,10,32,0.32653061224489793,98
166,100,10,4,0.041237113402061855,97
167,100,10,30,0.30612244897959184,98
168,100,10,46,0.4742268041237113,97
169,100,10,14,0.14432989690721648,97
170,100,10,20,0.2127659574468085,94
171,100,10,18,0.1836734693877551,98
172,100,10,34,0.3434343434343434,99
173,100,10,0,0.0,98
174,100,10,8,0.08247422680412371,97
175,100,10,24,0.24742268041237114,97
176,100,10,34,0.3541666666666667,96
177,100,10,46,0.4842105263157895,95
178,100,10,0,0.0,97
179,100,10,20,0.20833333333333334,96
180,100,10,48,0.4897959183673469,98
181,100,10,12,0.12631578947368421,95
182,100,10,28,0.28865979381443296,97
183,100,10,44,0.4583333333333333,96
184,100,10,24,0.24742268041237114,97
185,100,10,40,0.40816326530612246,98
186,100,10,40,0.4166666666666667,96
187,100,10,28,0.2857142857142857,98
188,100,10,22,0.2268041237113402,97
189,100,10,48,0.5,96
190,100,10,40,0.40816326530612246,98
191,100,10,42,0.42424242424242425,99
192,100,10,62,0.6391752577319587,97
193,100,10,18,0.1875,96
194,100,10,12,0.12244897959183673,98
195,100,10,22,0.2268041237113402,97
196,100,10,8,0.08163265306122448,98
197,100,10,20,0.20408163265306123,98
198,100,10,18,0.18556701030927836,97
199,100,10,30,0.3125,96
200,100,10,8,0.08080808080808081,99
201,100,10,4,0.041237113402061855,97
202,100,10,24,0.24742268041237114,97
203,100,10,22,0.22448979591836735,98
204,100,10,26,0.26262626262626265,99
205,100,10,24,0.24489795918367346,98
206,100,10,0,0.0,97
207,100,10,26,0.26262626262626265,99
208,100,10,54,0.5454545454545454,99
209,100,10,42,0.4375,96
210,100,10,8,0.08247422680412371,97
211,100,10,16,0.16494845360824742,97
212,100,10,24,0.24242424242424243,99
213,100,10,12,0.12631578947368421,95
214,100,10,26,0.2653061224489796,98
215,100,10,40,0.40816326530612246,98
216,100,10,48,0.4948453608247423,97
217,100,10,42,0.4375,96
218,100,10,42,0.42857142857142855,98
219,100,10,24,0.24489795918367346,98
220,100,10,26,0.26804123711340205,97
221,100,10,22,0.22448979591836735,98
222,100,10,48,0.5,96
223,100,10,52,0.5306122448979592,98
224,100,10,42,0.4329896907216495,97
225,100,10,20,0.20833333333333334,96
226,100,10,32,0.3333333333333333,96
227,100,10,48,0.48484848484848486,99
228,100,10,34,0.35789473684210527,95
229,100,10,42,0.4375,96
230,100,10,24,0.25,96
231,100,10,30,0.30303030303030304,99
232,100,10,24,0.24489795918367346,98
233,100,10,52,0.5252525252525253,99
234,100,10,10,0.10204081632653061,98
235,100,10,32,0.3368421052631579,95
236,100,10,52,0.5306122448979592,98
237,100,10,0,0.0,97
238,100,10,34,0.3541666666666667,96
239,100,10,44,0.4536082474226804,97
240,100,10,30,0.30927835051546393,97
241,100,10,16,0.16494845360824742,97
242,100,10,36,0.3673469387755102,98
243,100,10,52,0.5306122448979592,98
244,100,10,20,0.20833333333333334,96
245,100,10,36,0.3673469387755102,98
246,100,10,28,0.2916666666666667,96
247,100,10,6,0.061224489795918366,98
248,100,10,40,0.41237113402061853,97
249,100,10,28,0.2857142857142857,98
250,100,10,8,0.08247422680412371,97
251,100,10,30,0.30303030303030304,99
252,100,10,58,0.5979381443298969,97
253,100,10,40,0.41237113402061853,97
254,100,10,26,0.2708333333333333,96
255,100,10,36,0.37894736842105264,95
256,100,10,26,0.2653061224489796,98
257,100,10,34,0.3541666666666667,96
258,100,10,50,0.5102040816326531,98
259,100,10,46,0.4742268041237113,97
260,100,10,24,0.2553191489361702,94
