,n,k,differences,percent_diff,matches
0,100,5,6,0.06382978723404255,94
1,100,5,0,0.0,92
2,100,5,0,0.0,93
3,100,5,0,0.0,91
4,100,5,10,0.10752688172043011,93
5,100,5,0,0.0,89
6,100,5,0,0.0,90
7,100,5,32,0.34408602150537637,93
8,100,5,0,0.0,92
9,100,5,0,0.0,92
10,100,5,0,0.0,94
11,100,5,0,0.0,92
12,100,5,0,0.0,92
13,100,5,0,0.0,93
14,100,5,0,0.0,94
15,100,5,6,0.06666666666666667,90
16,100,5,0,0.0,91
17,100,5,0,0.0,93
18,100,5,0,0.0,91
19,100,5,4,0.04395604395604396,91
20,100,5,0,0.0,92
21,100,5,0,0.0,90
22,100,5,0,0.0,91
23,100,5,0,0.0,93
24,100,5,4,0.044444444444444446,90
25,100,5,0,0.0,95
26,100,5,0,0.0,92
27,100,5,8,0.08695652173913043,92
28,100,5,6,0.06741573033707865,89
29,100,5,14,0.15384615384615385,91
30,100,5,0,0.0,93
31,100,5,0,0.0,89
32,100,5,0,0.0,89
33,100,5,0,0.0,90
34,100,5,8,0.09195402298850575,87
35,100,5,0,0.0,94
36,100,5,0,0.0,86
37,100,5,0,0.0,90
38,100,5,10,0.1111111111111111,90
39,100,5,6,0.06741573033707865,89
40,100,5,0,0.0,87
41,100,5,16,0.17204301075268819,93
42,100,5,0,0.0,91
43,100,5,0,0.0,93
44,100,5,18,0.1935483870967742,93
45,100,5,0,0.0,92
46,100,5,0,0.0,94
47,100,5,0,0.0,93
48,100,5,0,0.0,92
49,100,5,0,0.0,90
50,100,5,40,0.43956043956043955,91
51,100,5,0,0.0,93
52,100,5,0,0.0,94
53,100,5,0,0.0,92
54,100,5,0,0.0,90
55,100,5,12,0.13333333333333333,90
56,100,5,0,0.0,89
57,100,5,0,0.0,94
58,100,5,0,0.0,90
59,100,5,4,0.041666666666666664,96
60,100,5,0,0.0,92
61,100,5,0,0.0,94
62,100,5,10,0.10752688172043011,93
63,100,5,4,0.043478260869565216,92
64,100,5,14,0.15217391304347827,92
65,100,5,0,0.0,93
66,100,5,12,0.13043478260869565,92
67,100,5,0,0.0,92
68,100,5,16,0.17777777777777778,90
69,100,5,0,0.0,90
70,100,5,0,0.0,92
71,100,5,0,0.0,93
72,100,5,6,0.06382978723404255,94
73,100,5,0,0.0,91
74,100,5,16,0.1797752808988764,89
75,100,5,6,0.06451612903225806,93
76,100,5,0,0.0,87
77,100,5,0,0.0,88
78,100,5,4,0.04395604395604396,91
79,100,5,0,0.0,92
80,100,5,0,0.0,91
81,100,5,14,0.15384615384615385,91
82,100,5,0,0.0,90
83,100,5,0,0.0,92
84,100,5,0,0.0,90
85,100,5,0,0.0,92
86,100,5,8,0.08791208791208792,91
87,100,5,0,0.0,90
88,100,5,10,0.10869565217391304,92
89,100,5,0,0.0,90
90,100,5,0,0.0,96
91,100,5,0,0.0,94
92,100,5,0,0.0,90
93,100,5,0,0.0,92
94,100,5,0,0.0,89
95,100,5,0,0.0,90
96,100,5,0,0.0,93
97,100,5,0,0.0,94
98,100,5,0,0.0,91
99,100,5,0,0.0,94
100,100,5,6,0.06741573033707865,89
101,100,5,4,0.04395604395604396,91
102,100,5,10,0.11363636363636363,88
103,100,5,0,0.0,93
104,100,5,0,0.0,91
105,100,5,4,0.0449438202247191,89
106,100,5,0,0.0,89
107,100,5,0,0.0,92
108,100,5,0,0.0,91
109,100,5,10,0.10752688172043011,93
110,100,5,0,0.0,89
111,100,5,0,0.0,90
112,100,5,0,0.0,92
113,100,5,0,0.0,93
114,100,5,0,0.0,90
115,100,5,0,0.0,91
116,100,5,0,0.0,92
117,100,5,0,0.0,88
118,100,5,4,0.04395604395604396,91
119,100,5,0,0.0,86
120,100,5,0,0.0,94
121,100,5,0,0.0,90
122,100,5,0,0.0,90
123,100,5,0,0.0,89
124,100,5,14,0.14736842105263157,95
125,100,5,6,0.06741573033707865,89
126,100,5,8,0.08695652173913043,92
127,100,5,0,0.0,90
128,100,5,4,0.043478260869565216,92
129,100,5,10,0.10869565217391304,92
130,100,5,0,0.0,91
131,100,5,4,0.043478260869565216,92
132,100,5,16,0.17582417582417584,91
133,100,5,4,0.043010752688172046,93
134,100,5,0,0.0,90
135,100,5,0,0.0,92
136,100,5,8,0.08888888888888889,90
137,100,5,0,0.0,89
138,100,5,8,0.0898876404494382,89
139,100,5,0,0.0,92
140,100,5,4,0.04395604395604396,91
141,100,5,0,0.0,89
142,100,5,0,0.0,92
143,100,5,8,0.08791208791208792,91
144,100,5,6,0.06593406593406594,91
145,100,5,0,0.0,91
146,100,5,6,0.06521739130434782,92
147,100,5,0,0.0,90
148,100,5,0,0.0,94
149,100,5,6,0.06741573033707865,89
150,100,5,0,0.0,90
151,100,5,6,0.06593406593406594,91
152,100,5,0,0.0,90
153,100,5,10,0.10989010989010989,91
154,100,5,10,0.10989010989010989,91
155,100,5,0,0.0,91
156,100,5,18,0.20454545454545456,88
157,100,5,0,0.0,92
158,100,5,4,0.043478260869565216,92
159,100,5,4,0.044444444444444446,90
160,100,5,0,0.0,92
161,100,5,0,0.0,95
162,100,5,0,0.0,91
163,100,5,0,0.0,92
164,100,5,0,0.0,87
165,100,5,10,0.11363636363636363,88
166,100,5,0,0.0,92
167,100,5,4,0.044444444444444446,90
168,100,5,4,0.04597701149425287,87
169,100,5,0,0.0,91
170,100,5,0,0.0,90
171,100,5,0,0.0,91
172,100,5,0,0.0,91
173,100,5,0,0.0,91
174,100,5,0,0.0,92
175,100,5,10,0.10989010989010989,91
176,100,5,14,0.14736842105263157,95
177,100,5,0,0.0,90
178,100,5,0,0.0,90
179,100,5,0,0.0,90
180,100,5,4,0.044444444444444446,90
181,100,5,0,0.0,91
182,100,5,0,0.0,89
183,100,5,12,0.13043478260869565,92
184,100,5,10,0.10869565217391304,92
185,100,5,0,0.0,91
186,100,5,4,0.043478260869565216,92
187,100,5,0,0.0,90
188,100,5,8,0.09090909090909091,88
189,100,5,6,0.06593406593406594,91
190,100,5,0,0.0,91
191,100,5,0,0.0,94
192,100,5,0,0.0,92
193,100,5,12,0.13186813186813187,91
194,100,5,6,0.06976744186046512,86
195,100,5,4,0.04395604395604396,91
196,100,5,20,0.21739130434782608,92
197,100,5,10,0.10989010989010989,91
198,100,5,12,0.13186813186813187,91
199,100,5,0,0.0,92
200,100,5,8,0.08602150537634409,93
201,100,5,0,0.0,92
202,100,5,0,0.0,89
203,100,5,16,0.17582417582417584,91
204,100,5,0,0.0,91
205,100,5,10,0.10989010989010989,91
