,n,k,differences,percent_diff,matches
0,7000,5,4,0.0006275494195167869,6374
1,7000,5,0,0.0,6361
2,7000,5,0,0.0,6344
3,7000,5,0,0.0,6372
4,7000,5,6,0.0009463722397476341,6340
5,7000,5,0,0.0,6343
6,7000,5,4,0.0006258801439524331,6391
7,7000,5,0,0.0,6383
8,7000,5,12,0.0018847180775875608,6367
9,7000,5,0,0.0,6374
10,7000,5,18,0.002831524303916942,6357
11,7000,5,4,0.0006282393591958537,6367
12,7000,5,0,0.0,6363
13,7000,5,0,0.0,6338
14,7000,5,0,0.0,6367
15,7000,5,6,0.0009459246413369069,6343
16,7000,5,0,0.0,6313
17,7000,5,0,0.0,6363
18,7000,5,16,0.0025129574367834147,6367
19,7000,5,0,0.0,6370
20,7000,5,8,0.0012578616352201257,6360
21,7000,5,4,0.0006288319446627889,6361
22,7000,5,0,0.0,6383
23,7000,5,0,0.0,6352
24,7000,5,0,0.0,6356
25,7000,5,0,0.0,6361
26,7000,5,4,0.0006293266205160479,6356
27,7000,5,0,0.0,6357
28,7000,5,20,0.0031530821377896896,6343
29,7000,5,14,0.002205419029615627,6348
30,7000,5,0,0.0,6348
31,7000,5,0,0.0,6360
32,7000,5,4,0.0006284367635506677,6365
33,7000,5,14,0.002206461780929866,6345
34,7000,5,0,0.0,6338
35,7000,5,0,0.0,6375
36,7000,5,0,0.0,6366
37,7000,5,10,0.0015748031496062992,6350
38,7000,5,0,0.0,6319
39,7000,5,0,0.0,6359
40,7000,5,0,0.0,6356
41,7000,5,0,0.0,6356
42,7000,5,0,0.0,6327
43,7000,5,22,0.0034672970843183607,6345
44,7000,5,0,0.0,6380
45,7000,5,4,0.000629822075263738,6351
46,7000,5,0,0.0,6351
47,7000,5,0,0.0,6353
48,7000,5,10,0.0015720798616569722,6361
49,7000,5,18,0.0028306337474445667,6359
50,7000,5,0,0.0,6377
51,7000,5,22,0.0034711265383401703,6338
52,7000,5,0,0.0,6367
53,7000,5,0,0.0,6340
54,7000,5,0,0.0,6332
55,7000,5,0,0.0,6325
56,7000,5,16,0.002512562814070352,6368
57,7000,5,0,0.0,6366
58,7000,5,0,0.0,6356
59,7000,5,0,0.0,6350
60,7000,5,8,0.0012590494176896443,6354
61,7000,5,0,0.0,6341
62,7000,5,0,0.0,6332
63,7000,5,12,0.0018867924528301887,6360
64,7000,5,0,0.0,6359
65,7000,5,0,0.0,6347
66,7000,5,10,0.0015723270440251573,6360
67,7000,5,0,0.0,6360
68,7000,5,12,0.001889168765743073,6352
69,7000,5,38,0.0059682739123606094,6367
70,7000,5,4,0.0006268609935746748,6381
71,7000,5,6,0.0009422110552763819,6368
72,7000,5,4,0.0006274509803921569,6375
73,7000,5,0,0.0,6383
74,7000,5,0,0.0,6386
75,7000,5,0,0.0,6352
76,7000,5,8,0.001252740369558409,6386
77,7000,5,8,0.0012505862122870095,6397
78,7000,5,6,0.0009454774661203908,6346
79,7000,5,0,0.0,6385
80,7000,5,8,0.0012572685840012573,6363
81,7000,5,30,0.004737839545167404,6332
82,7000,5,16,0.0025098039215686275,6375
83,7000,5,0,0.0,6357
84,7000,5,0,0.0,6381
85,7000,5,10,0.0015708451146716933,6366
86,7000,5,4,0.0006273525721455458,6376
87,7000,5,4,0.000630119722747322,6348
88,7000,5,0,0.0,6337
89,7000,5,0,0.0,6361
90,7000,5,0,0.0,6356
91,7000,5,10,0.0015730690577316344,6357
92,7000,5,0,0.0,6344
93,7000,5,0,0.0,6327
94,7000,5,22,0.0034667507091080997,6346
95,7000,5,14,0.002199528672427337,6365
96,7000,5,14,0.002198837757185488,6367
97,7000,5,4,0.0006288319446627889,6361
98,7000,5,4,0.0006297229219143577,6352
99,7000,5,18,0.0028213166144200625,6380
