,n,k,differences,percent_diff,matches
0,10000,5,6,0.0006594856012310398,9098
1,10000,5,28,0.003082003302146395,9085
2,10000,5,0,0.0,9068
3,10000,5,34,0.0037411971830985913,9088
4,10000,5,0,0.0,9062
5,10000,5,0,0.0,9089
6,10000,5,8,0.000877963125548727,9112
7,10000,5,0,0.0,9077
8,10000,5,0,0.0,9069
9,10000,5,0,0.0,9068
10,10000,5,12,0.0013169446883230904,9112
11,10000,5,12,0.001318246731846644,9103
12,10000,5,6,0.0006601386291121135,9089
13,10000,5,10,0.001102049812651532,9074
14,10000,5,0,0.0,9103
15,10000,5,8,0.0008808632459810614,9082
16,10000,5,0,0.0,9077
17,10000,5,14,0.0015404929577464788,9088
18,10000,5,4,0.0004417448923246825,9055
19,10000,5,14,0.0015437203660822582,9069
20,10000,5,0,0.0,9058
21,10000,5,18,0.0019793270288102046,9094
22,10000,5,0,0.0,9045
23,10000,5,10,0.0011031439602868175,9065
24,10000,5,0,0.0,9122
25,10000,5,0,0.0,9088
26,10000,5,0,0.0,9080
27,10000,5,0,0.0,9108
28,10000,5,6,0.0006599934000659993,9091
29,10000,5,0,0.0,9085
30,10000,5,4,0.000439029744265174,9111
31,10000,5,0,0.0,9074
32,10000,5,20,0.002208480565371025,9056
33,10000,5,0,0.0,9092
34,10000,5,4,0.00043980208905992305,9095
35,10000,5,0,0.0,9094
36,10000,5,0,0.0,9137
37,10000,5,20,0.0021987686895338612,9096
38,10000,5,0,0.0,9078
39,10000,5,0,0.0,9100
40,10000,5,0,0.0,9116
41,10000,5,0,0.0,9080
42,10000,5,0,0.0,9050
43,10000,5,12,0.0013181019332161687,9104
44,10000,5,0,0.0,9085
45,10000,5,6,0.0006613027664499064,9073
46,10000,5,24,0.0026495915213071318,9058
47,10000,5,0,0.0,9076
48,10000,5,0,0.0,9109
49,10000,5,0,0.0,9085
50,10000,5,26,0.002849627356422622,9124
51,10000,5,0,0.0,9071
52,10000,5,12,0.0013208585580627408,9085
53,10000,5,16,0.0017555409260478386,9114
54,10000,5,8,0.0008804754567466431,9086
55,10000,5,0,0.0,9081
56,10000,5,0,0.0,9069
57,10000,5,20,0.0022009464069549906,9087
58,10000,5,14,0.0015411712901805372,9084
59,10000,5,0,0.0,9108
60,10000,5,0,0.0,9097
61,10000,5,0,0.0,9085
62,10000,5,0,0.0,9086
63,10000,5,0,0.0,9084
64,10000,5,4,0.00043965706748735987,9098
65,10000,5,0,0.0,9106
66,10000,5,0,0.0,9081
67,10000,5,0,0.0,9094
68,10000,5,0,0.0,9087
69,10000,5,0,0.0,9109
70,10000,5,14,0.0015398152221733391,9092
71,10000,5,0,0.0,9074
72,10000,5,0,0.0,9092
73,10000,5,6,0.0006596306068601583,9096
74,10000,5,0,0.0,9090
75,10000,5,0,0.0,9108
76,10000,5,0,0.0,9083
77,10000,5,18,0.001981069777679947,9086
78,10000,5,14,0.0015433800022048286,9071
79,10000,5,4,0.0004410143329658214,9070
80,10000,5,6,0.0006605746999889904,9083
81,10000,5,0,0.0,9065
82,10000,5,4,0.0004395121415229096,9101
83,10000,5,8,0.0008811543121489151,9079
84,10000,5,0,0.0,9089
85,10000,5,0,0.0,9093
86,10000,5,6,0.0006601386291121135,9089
87,10000,5,0,0.0,9089
88,10000,5,0,0.0,9090
89,10000,5,0,0.0,9075
90,10000,5,0,0.0,9111
91,10000,5,0,0.0,9103
92,10000,5,16,0.0017578554163920018,9102
93,10000,5,0,0.0,9078
94,10000,5,0,0.0,9050
95,10000,5,8,0.0008817370219332085,9073
96,10000,5,6,0.0006619593998234775,9064
97,10000,5,0,0.0,9068
98,10000,5,18,0.001981942303457388,9082
99,10000,5,0,0.0,9096
100,10000,5,6,0.0006592682122843643,9101
101,10000,5,0,0.0,9057
102,10000,5,6,0.0006618863761720904,9065
103,10000,5,0,0.0,9096
104,10000,5,4,0.0004392225760404085,9107
105,10000,5,18,0.001980415887336341,9089
106,10000,5,10,0.0010999890001099988,9091
107,10000,5,0,0.0,9071
108,10000,5,16,0.001759014951627089,9096
109,10000,5,0,0.0,9069
110,10000,5,6,0.0006587615283267457,9108
111,10000,5,0,0.0,9073
112,10000,5,10,0.0011015642211940956,9078
113,10000,5,0,0.0,9094
114,10000,5,0,0.0,9087
115,10000,5,6,0.0006618863761720904,9065
116,10000,5,6,0.0006590509666080844,9104
117,10000,5,0,0.0,9083
118,10000,5,0,0.0,9087
119,10000,5,0,0.0,9057
120,10000,5,0,0.0,9137
121,10000,5,0,0.0,9092
122,10000,5,0,0.0,9117
123,10000,5,10,0.0010985389432055367,9103
124,10000,5,0,0.0,9071
125,10000,5,0,0.0,9079
126,10000,5,0,0.0,9100
127,10000,5,4,0.0004414523783246882,9061
128,10000,5,14,0.0015420200462606013,9079
129,10000,5,40,0.004413549597263599,9063
