,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,5000,8,1,1435,4757,0.3016607105318478
1,5000,8,1,1690,4743,0.356314568838288
2,5000,8,1,1493,4765,0.3133263378803778
3,5000,8,1,1496,4764,0.3140218303946264
4,5000,8,1,1518,4774,0.31797235023041476
5,5000,8,1,1273,4740,0.26856540084388186
6,5000,8,2,1537,4766,0.3224926563155686
7,5000,8,2,1624,4776,0.34003350083752093
8,5000,8,1,1606,4752,0.33796296296296297
9,5000,8,1,1613,4752,0.3394360269360269
10,5000,8,2,1609,4752,0.3385942760942761
11,5000,8,1,1614,4759,0.3391468795965539
12,5000,8,2,1491,4751,0.31382866764891604
13,5000,8,1,1477,4759,0.31035931918470266
14,5000,8,1,1437,4753,0.30233536713654535
15,5000,8,1,1556,4749,0.32764792587913244
16,5000,8,1,1456,4749,0.30659086123394397
17,5000,8,1,1521,4769,0.318934787167121
18,5000,8,1,1700,4756,0.35744322960470987
19,5000,8,1,1510,4754,0.3176272612536811
20,5000,8,1,1675,4750,0.3526315789473684
21,5000,8,3,1566,4750,0.3296842105263158
22,5000,8,1,1477,4765,0.30996852046169987
23,5000,8,2,1778,4744,0.3747892074198988
24,5000,8,1,1639,4748,0.3451979780960404
25,5000,8,2,1639,4740,0.34578059071729955
26,5000,8,1,1383,4757,0.29072945133487493
27,5000,8,2,1577,4751,0.33193011997474214
28,5000,8,1,1480,4756,0.31118587047939444
29,5000,8,1,1475,4756,0.31013456686291
30,5000,8,1,1468,4760,0.30840336134453783
31,5000,8,1,1772,4755,0.3726603575184017
32,5000,8,1,1467,4752,0.3087121212121212
33,5000,8,1,1586,4771,0.33242506811989103
34,5000,8,1,1523,4757,0.32015976455749423
35,5000,8,1,1427,4758,0.29991593106347203
36,5000,8,2,1673,4768,0.3508808724832215
37,5000,8,1,1562,4773,0.3272574900481877
38,5000,8,2,1429,4735,0.3017951425554382
39,5000,8,1,1366,4751,0.2875184171753315
40,5000,8,1,1713,4757,0.360100903931049
41,5000,8,1,1673,4745,0.352581664910432
42,5000,8,1,1425,4751,0.2999368553988634
43,5000,8,1,1552,4748,0.32687447346251053
44,5000,8,1,1527,4755,0.3211356466876972
45,5000,8,1,1604,4755,0.33732912723449
46,5000,8,1,1566,4757,0.32919907504729873
47,5000,8,1,1526,4756,0.3208578637510513
48,5000,8,1,1520,4765,0.31899265477439664
49,5000,8,1,1512,4756,0.31791421362489486
50,5000,8,1,1596,4753,0.33578792341678937
51,5000,8,2,1612,4751,0.3392969901073458
52,5000,8,1,1543,4761,0.32409157739970595
53,5000,8,1,1629,4765,0.3418677859391396
54,5000,8,1,1572,4769,0.32962885300901656
55,5000,8,1,1377,4760,0.2892857142857143
56,5000,8,1,1523,4766,0.319555182543013
57,5000,8,1,1546,4759,0.32485816347972263
58,5000,8,1,1603,4747,0.33768696018538025
59,5000,8,2,1690,4757,0.35526592390161865
60,5000,8,2,1476,4754,0.31047538914598233
61,5000,8,1,1569,4758,0.3297604035308953
62,5000,8,2,1434,4747,0.3020855277017063
63,5000,8,1,1613,4750,0.33957894736842104
64,5000,8,1,1491,4754,0.3136306268405553
65,5000,8,1,1325,4770,0.2777777777777778
66,5000,8,1,1651,4758,0.3469945355191257
67,5000,8,1,1564,4761,0.3285024154589372
68,5000,8,1,1602,4750,0.3372631578947368
69,5000,8,1,1621,4750,0.3412631578947368
70,5000,8,1,1622,4759,0.34082790502206345
71,5000,8,1,1734,4757,0.3645154509144419
72,5000,8,1,1648,4756,0.34650967199327165
73,5000,8,1,1665,4758,0.349936948297604
74,5000,8,2,1649,4734,0.3483312209547951
75,5000,8,1,1595,4752,0.33564814814814814
76,5000,8,2,1534,4750,0.32294736842105265
77,5000,8,1,1599,4741,0.3372706180130774
78,5000,8,2,1516,4766,0.3180864456567352
79,5000,8,1,1415,4758,0.2973938629676335
80,5000,8,1,1529,4762,0.3210835783284334
81,5000,8,4,1372,4766,0.287872429710449
82,5000,8,1,1397,4759,0.2935490649296071
83,5000,8,1,1628,4763,0.3418013856812933
84,5000,8,1,1637,4762,0.34376312473750525
85,5000,8,1,1600,4764,0.33585222502099077
86,5000,8,1,1668,4740,0.3518987341772152
87,5000,8,2,1428,4753,0.3004418262150221
88,5000,8,1,1497,4742,0.3156895824546605
89,5000,8,1,1545,4771,0.323831481869629
90,5000,8,1,1675,4770,0.35115303983228513
91,5000,8,2,1646,4761,0.34572568788069735
92,5000,8,1,1713,4748,0.3607834877843302
93,5000,8,2,1588,4756,0.33389402859545836
94,5000,8,2,1630,4761,0.3423650493593783
95,5000,8,1,1708,4776,0.3576214405360134
96,5000,8,1,1608,4756,0.3380992430613961
97,5000,8,3,1413,4747,0.2976616810617232
98,5000,8,1,1614,4749,0.33986102337334173
99,5000,8,2,1553,4768,0.32571308724832215
