,cycle_length,sim_id
2,7,0
3,3,0
7,7,0
8,7,0
12,3,0
14,3,0
18,7,0
25,7,0
26,7,0
84,3,1
86,3,1
95,3,1
98,3,1
110,3,1
122,3,1
152,7,2
161,7,2
164,11,2
165,9,2
166,9,2
167,8,2
169,7,2
170,8,2
175,11,2
183,8,2
191,8,2
200,7,2
202,7,2
203,8,2
204,7,2
214,7,2
378,4,5
380,6,5
381,4,5
384,7,5
386,7,5
387,2,5
388,2,5
391,3,5
393,3,5
394,6,5
405,4,5
410,3,5
425,6,5
438,6,5
441,7,5
451,7,5
532,3,7
551,3,7
556,3,7
605,4,8
606,4,8
625,4,8
633,4,8
634,5,8
645,4,8
652,4,8
663,4,8
677,4,8
689,2,9
722,2,9
767,13,10
770,3,10
771,14,10
778,13,10
779,13,10
785,13,10
786,14,10
788,15,10
789,14,10
800,13,10
801,13,10
806,4,10
807,3,10
809,13,10
810,14,10
815,13,10
823,13,10
824,13,10
833,4,10
835,4,10
838,3,10
850,6,11
851,6,11
852,6,11
855,8,11
856,8,11
857,8,11
858,7,11
859,7,11
869,6,11
870,6,11
874,4,11
876,4,11
878,6,11
880,10,11
885,4,11
890,4,11
893,2,11
894,2,11
901,7,11
906,7,11
923,7,11
1337,5,17
1338,5,17
1346,6,17
1347,5,17
1348,5,17
1349,6,17
1352,5,17
1360,5,17
1377,5,17
1378,5,17
1389,5,17
1402,5,17
1479,11,19
1481,11,19
1484,5,19
1489,2,19
1490,10,19
1492,10,19
1496,14,19
1497,10,19
1498,5,19
1499,5,19
1502,11,19
1508,10,19
1511,10,19
1512,5,19
1518,10,19
1521,2,19
1522,5,19
1523,14,19
1537,5,19
1552,11,19
1564,7,20
1565,7,20
1568,7,20
1572,7,20
1574,7,20
1580,7,20
1589,7,20
1590,2,20
1591,2,20
1648,9,21
1652,2,21
1671,9,21
1672,9,21
1675,9,21
1684,9,21
1694,9,21
1696,9,21
1706,2,21
1719,3,22
1722,3,22
1734,4,22
1737,2,22
1747,4,22
1748,3,22
1756,2,22
1799,6,23
1800,7,23
1801,6,23
1807,8,23
1808,8,23
1812,7,23
1815,6,23
1816,7,23
1818,6,23
1828,9,23
1829,6,23
1830,7,23
1841,6,23
1844,7,23
1845,7,23
1846,7,23
1848,7,23
1850,9,23
1854,12,23
1855,9,23
1864,7,23
1903,2,24
1928,2,24
2055,4,26
2057,4,26
2077,4,26
2090,4,26
2241,2,29
2244,2,29
2264,3,29
2281,3,29
2292,3,29
2302,4,29
2317,4,29
2322,5,30
2323,5,30
2325,7,30
2327,7,30
2338,3,30
2339,3,30
2355,2,30
2363,7,30
2367,7,30
2374,2,30
2389,3,30
2390,5,30
2562,4,33
2569,4,33
2570,2,33
2572,3,33
2577,4,33
2578,4,33
2580,3,33
2591,2,33
2606,4,33
2607,3,33
2616,4,33
2712,5,35
2733,3,35
2780,3,35
2782,5,35
2786,3,35
2802,3,36
2837,3,36
2844,3,36
2870,4,37
2874,3,37
2876,3,37
2880,3,37
3044,2,39
3045,2,39
3099,9,40
3100,9,40
3101,9,40
3105,9,40
3107,5,40
3108,12,40
3109,12,40
3117,5,40
3119,5,40
3124,5,40
3143,2,40
3147,2,40
3152,9,40
3155,5,40
3289,2,42
3290,2,42
3327,8,43
3329,4,43
3333,4,43
3336,5,43
3339,5,43
3344,6,43
3348,8,43
3349,4,43
3354,4,43
3361,8,43
3362,8,43
3364,4,43
3366,4,43
3367,4,43
3368,5,43
3374,4,43
3376,4,43
3377,7,43
3387,4,43
3404,4,43
3408,6,44
3409,6,44
3410,5,44
3412,8,44
3417,8,44
3418,4,44
3420,11,44
3421,7,44
3422,7,44
3423,10,44
3427,5,44
3431,6,44
3432,5,44
3434,4,44
3437,4,44
3440,9,44
3441,9,44
3442,6,44
3443,6,44
3449,5,44
3450,9,44
3454,11,44
3457,5,44
3458,7,44
3459,12,44
3461,7,44
3462,8,44
3465,6,44
3467,6,44
3471,8,44
3474,4,44
3475,6,44
3478,11,44
3481,6,44
3482,8,44
3495,3,45
3496,3,45
3541,3,45
3581,5,46
3584,8,46
3587,8,46
3589,8,46
3594,5,46
3595,5,46
3599,8,46
3603,5,46
3606,5,46
3609,8,46
3614,5,46
3615,6,46
3623,5,46
3630,5,46
3636,5,46
3637,5,46
3645,3,47
3646,3,47
3647,9,47
3650,3,47
3653,5,47
3654,5,47
3663,5,47
3683,5,47
3687,9,47
3727,4,48
3754,2,48
3765,2,48
3783,4,48
3784,2,48
3785,2,48
3786,4,48
3791,4,48
3883,2,50
3884,2,50
3893,3,50
3896,6,50
3899,2,50
3903,6,50
3907,2,50
3912,6,50
3913,6,50
3919,6,50
3920,6,50
3959,4,51
3970,4,51
3971,3,51
3972,3,51
3973,6,51
3985,7,51
3987,10,51
3988,10,51
3995,4,51
3996,4,51
4002,7,51
4010,7,51
4018,5,51
4026,3,51
4046,2,52
4083,3,52
4088,2,52
4092,3,52
4102,3,52
4214,3,54
4215,3,54
4231,3,54
4233,3,54
4234,4,54
4245,3,54
4246,4,54
4351,5,56
4361,5,56
4380,5,56
4399,5,56
4400,5,56
4431,4,57
4445,5,57
4452,6,57
4453,4,57
4454,10,57
4457,5,57
4459,9,57
4461,4,57
4463,6,57
4464,5,57
4466,5,57
4467,10,57
4471,4,57
4478,7,57
4483,5,57
4486,10,57
4584,3,59
4585,3,59
4615,3,59
4670,2,60
4695,2,60
4722,5,61
4723,5,61
4756,5,61
4759,5,61
4775,5,61
4801,7,62
4802,7,62
4804,7,62
4811,4,62
4812,5,62
4813,4,62
4814,4,62
4816,8,62
4817,8,62
4825,4,62
4826,2,62
4827,2,62
4835,7,62
4838,7,62
4840,7,62
4843,4,62
4844,4,62
4848,8,62
4859,4,62
4886,5,63
4887,5,63
4919,5,63
4920,5,63
4933,5,63
4957,2,64
4970,2,64
4972,2,64
5001,2,64
5019,3,64
5025,6,65
5026,6,65
5028,2,65
5030,2,65
5037,2,65
5039,2,65
5057,6,65
5058,6,65
5084,6,65
5085,6,65
5096,3,66
5098,3,66
5108,3,66
5342,3,69
5372,6,69
5373,3,69
5377,4,69
5379,6,69
5380,4,69
5382,4,69
5385,3,69
5386,4,69
5420,2,70
5428,2,70
5440,2,70
5442,2,70
5483,4,71
5484,4,71
5491,5,71
5497,4,71
5499,5,71
5500,5,71
5501,5,71
5505,5,71
5517,4,71
5525,5,71
5526,5,71
5528,5,71
5531,5,71
5538,5,71
5636,3,73
5639,3,73
5642,2,73
5660,3,73
5671,5,73
5672,5,73
5679,2,73
5704,2,74
5705,2,74
5779,7,75
5780,7,75
5785,3,75
5786,5,75
5787,3,75
5793,2,75
5800,5,75
5814,7,75
5815,9,75
5817,5,75
5818,5,75
5820,3,75
5822,10,75
5824,7,75
5829,9,75
5835,2,75
5840,7,75
5841,7,75
5844,9,75
5859,3,76
5860,3,76
5870,4,76
5873,9,76
5874,5,76
5879,9,76
