,cycle_length,sim_id
10,6,0
117,6,0
192,6,0
196,6,0
234,6,0
236,6,0
272,6,0
440,6,0
441,6,0
447,6,0
449,6,0
473,6,0
628,12,1
629,12,1
633,12,1
648,5,1
649,5,1
695,4,1
696,4,1
700,3,1
730,12,1
745,4,1
746,4,1
764,3,1
784,12,1
878,5,1
970,5,1
971,5,1
1027,3,1
1238,7,2
1239,7,2
1259,7,2
1261,7,2
1333,7,2
1471,7,2
1473,7,2
1522,2,2
1671,2,2
1832,9,3
1841,3,3
1926,9,3
1941,9,3
1958,9,3
1981,9,3
1984,9,3
2005,9,3
2055,9,3
2056,9,3
2097,9,3
2135,9,3
2137,9,3
2145,9,3
2156,3,3
2168,9,3
2201,9,3
2202,2,3
2229,2,3
2242,9,3
2254,3,3
2298,9,3
2329,9,3
2485,10,4
2495,10,4
2497,10,4
2523,10,4
2533,10,4
2552,10,4
2553,10,4
2557,4,4
2575,3,4
2648,3,4
2712,10,4
2728,10,4
2729,10,4
2751,10,4
2770,4,4
2803,10,4
2826,10,4
2841,4,4
2858,10,4
2859,10,4
2871,10,4
2890,4,4
2941,10,4
2972,10,4
2977,3,4
3006,10,4
3078,4,5
3204,9,5
3229,9,5
3252,9,5
3296,9,5
3320,4,5
3324,4,5
3397,9,5
3472,9,5
3531,9,5
3581,4,5
3729,8,6
3730,8,6
3772,4,6
3773,4,6
3820,6,6
3844,6,6
3866,2,6
3868,2,6
3895,4,6
3934,6,6
3953,2,6
3954,2,6
3982,6,6
3983,6,6
4026,6,6
4132,4,6
4176,8,6
4960,30,8
4961,5,8
4972,13,8
4973,5,8
4983,9,8
4987,9,8
4989,16,8
4991,11,8
5002,30,8
5011,9,8
5018,6,8
5038,9,8
5041,9,8
5042,14,8
5047,14,8
5051,13,8
5058,6,8
5060,6,8
5064,9,8
5065,30,8
5068,9,8
5072,13,8
5098,23,8
5099,23,8
5105,2,8
5113,11,8
5123,6,8
5124,13,8
5125,5,8
5127,9,8
5146,9,8
5147,13,8
5151,13,8
5161,2,8
5171,16,8
5172,16,8
5185,11,8
5190,2,8
5192,30,8
5215,6,8
5223,23,8
5243,6,8
5247,5,8
5254,11,8
5256,11,8
5308,13,8
5310,13,8
5330,30,8
5335,14,8
5337,23,8
5344,13,8
5345,13,8
5349,13,8
5356,23,8
5365,5,8
5366,5,8
5367,16,8
5368,16,8
5378,14,8
5379,13,8
5386,30,8
5413,23,8
5421,30,8
5445,2,8
5457,13,8
5468,30,8
5489,5,8
5527,13,8
5596,22,9
5600,22,9
5610,22,9
5620,9,9
5623,12,9
5626,12,9
5627,14,9
5629,22,9
5638,24,9
5641,24,9
5650,14,9
5665,12,9
5666,12,9
5672,22,9
5673,22,9
5679,8,9
5691,6,9
5716,14,9
5740,16,9
5742,6,9
5765,12,9
5774,8,9
5776,12,9
5777,8,9
5778,22,9
5780,22,9
5797,6,9
5798,6,9
5807,14,9
5809,9,9
5811,9,9
5823,16,9
5824,16,9
5828,8,9
5836,9,9
5856,6,9
5857,6,9
5879,8,9
5880,11,9
5894,8,9
5912,9,9
5930,12,9
5940,9,9
5966,12,9
5967,8,9
5968,12,9
5991,12,9
5995,22,9
6000,22,9
6004,22,9
6014,22,9
6096,24,9
6117,12,9
6122,13,9
6125,12,9
6148,8,9
6214,7,10
6218,7,10
6228,9,10
6311,9,10
6317,7,10
6318,7,10
6390,9,10
6422,9,10
6470,9,10
6484,9,10
6485,9,10
6526,9,10
6561,9,10
6688,7,10
6771,7,10
6784,7,10
6873,11,11
6916,11,11
6918,11,11
6919,11,11
6921,11,11
6942,11,11
6984,2,11
7008,11,11
7098,11,11
7101,11,11
7148,11,11
7181,2,11
7256,11,11
7431,31,12
7432,31,12
7434,17,12
7436,8,12
7472,31,12
7476,3,12
7487,17,12
7491,31,12
7500,31,12
7518,9,12
7521,9,12
7523,8,12
7525,8,12
7531,17,12
7536,17,12
7537,17,12
7549,31,12
7550,31,12
7563,3,12
7565,3,12
7594,31,12
7604,31,12
7605,8,12
7620,8,12
7644,17,12
7655,31,12
7670,31,12
7693,17,12
7703,17,12
7704,31,12
7735,8,12
7795,8,12
7805,31,12
7815,9,12
7829,8,12
7887,31,12
7905,31,12
8041,27,13
8043,20,13
8045,20,13
8058,4,13
8059,15,13
8060,14,13
8072,10,13
8074,10,13
8076,20,13
8077,10,13
8081,10,13
8084,25,13
8085,25,13
8093,14,13
8096,20,13
8118,20,13
8119,20,13
8139,13,13
8152,4,13
8153,4,13
8164,10,13
8165,12,13
8166,13,13
8172,9,13
8173,9,13
8175,20,13
8176,12,13
8178,12,13
8184,20,13
8187,23,13
8188,21,13
8200,13,13
8210,9,13
8223,20,13
8230,27,13
8249,9,13
8252,10,13
8268,9,13
8273,15,13
8274,27,13
8275,27,13
8303,9,13
8304,9,13
8305,12,13
8307,12,13
8308,21,13
8309,12,13
8345,14,13
8350,20,13
8387,9,13
8398,13,13
8418,13,13
8419,15,13
8437,10,13
8441,21,13
8461,12,13
8464,10,13
8465,10,13
8472,20,13
8512,12,13
8538,10,13
8551,14,13
8587,4,13
8647,9,13
8672,6,14
8674,6,14
8678,11,14
8681,13,14
8684,12,14
8685,14,14
8687,8,14
8693,15,14
8695,9,14
8715,10,14
8717,10,14
8722,16,14
8726,17,14
8727,8,14
8728,23,14
8734,16,14
8735,9,14
8738,10,14
8740,8,14
8748,6,14
8750,6,14
8751,17,14
8752,6,14
8753,9,14
8758,10,14
8763,15,14
8768,16,14
8772,8,14
8773,8,14
8776,15,14
8785,13,14
8786,13,14
8804,8,14
8805,8,14
8825,16,14
8834,13,14
8839,23,14
8850,16,14
8852,10,14
8854,11,14
8855,16,14
8856,18,14
8863,10,14
8867,6,14
8870,16,14
