,cycle_length,sim_id
14,14,0
30,4,0
52,16,0
61,14,0
62,7,0
64,7,0
70,4,0
101,14,0
103,14,0
104,7,0
105,7,0
121,19,0
122,15,0
123,25,0
147,15,0
149,15,0
150,15,0
152,15,0
166,24,0
181,4,0
183,23,0
184,14,0
189,14,0
199,14,0
214,4,0
231,15,0
232,15,0
235,16,0
236,16,0
250,16,0
253,25,0
254,25,0
271,7,0
273,15,0
278,5,0
279,5,0
304,14,0
307,16,0
325,15,0
336,15,0
344,25,0
362,23,0
365,16,0
387,5,0
388,15,0
406,16,0
407,15,0
425,7,0
450,7,0
499,5,0
500,5,0
501,14,0
506,15,0
534,15,0
535,15,0
580,15,0
697,8,1
698,8,1
711,6,1
727,13,1
754,9,1
759,9,1
815,13,1
819,9,1
824,8,1
825,13,1
827,8,1
835,6,1
836,6,1
838,6,1
864,9,1
887,13,1
890,13,1
906,9,1
907,9,1
937,4,1
984,4,1
992,13,1
1008,8,1
1010,8,1
1012,8,1
1015,6,1
1038,9,1
1101,9,1
1139,4,1
1140,4,1
1153,9,1
1202,8,1
1205,6,1
1474,16,2
1475,10,2
1516,10,2
1517,10,2
1520,10,2
1548,7,2
1580,10,2
1582,14,2
1585,10,2
1603,16,2
1616,10,2
1617,11,2
1618,11,2
1662,10,2
1669,14,2
1677,2,2
1717,10,2
1719,10,2
1721,10,2
1722,10,2
1732,16,2
1742,7,2
1759,2,2
1785,10,2
1788,14,2
1795,10,2
1796,10,2
1820,16,2
1829,16,2
1853,10,2
1855,10,2
1867,7,2
1889,10,2
1890,7,2
1901,10,2
1960,7,2
2035,7,2
2123,12,3
2125,12,3
2132,3,3
2133,3,3
2175,9,3
2182,17,3
2184,17,3
2185,12,3
2188,5,3
2222,9,3
2223,17,3
2237,5,3
2239,5,3
2246,9,3
2349,12,3
2355,9,3
2356,9,3
2358,9,3
2359,9,3
2398,17,3
2404,9,3
2426,12,3
2431,5,3
2433,5,3
2437,12,3
2483,17,3
2484,17,3
2501,9,3
2505,21,3
2508,21,3
2560,12,3
2606,17,3
2622,17,3
2679,3,3
2680,12,3
2811,6,4
2814,6,4
2816,9,4
2817,9,4
2822,8,4
2823,8,4
2858,15,4
2861,15,4
2880,6,4
2887,9,4
2891,15,4
2892,15,4
2917,6,4
2928,6,4
2929,6,4
2931,15,4
2962,7,4
2981,7,4
2983,7,4
2988,6,4
3014,6,4
3016,2,4
3017,6,4
3021,9,4
3024,9,4
3034,9,4
3064,7,4
3103,15,4
3104,15,4
3134,15,4
3139,9,4
3140,9,4
3180,15,4
3214,6,4
3226,8,4
3230,15,4
3233,15,4
3247,6,4
3277,7,4
3305,2,4
3339,9,4
3394,7,4
3407,6,4
3436,7,4
3510,5,5
3513,5,5
3620,3,5
3621,3,5
3707,5,5
3806,5,5
3834,5,5
3855,3,5
4221,7,6
4304,2,6
4306,7,6
4353,2,6
4388,7,6
4390,7,6
4401,11,6
4404,11,6
4413,2,6
4415,7,6
4416,7,6
4461,11,6
4463,11,6
4602,11,6
4621,11,6
4624,11,6
4639,11,6
4708,11,6
4722,2,6
4744,11,6
4749,11,6
4807,7,6
4959,10,7
4979,10,7
4980,10,7
5045,6,7
5055,6,7
5155,6,7
5158,10,7
5159,6,7
5278,6,7
5365,6,7
5449,2,7
5450,2,7
5581,8,8
5583,8,8
5698,8,8
5699,8,8
5749,7,8
5750,7,8
5789,7,8
5791,7,8
5941,8,8
5948,8,8
5949,8,8
5966,7,8
6007,8,8
6151,7,8
6190,7,8
6202,9,8
6248,9,8
6290,3,9
6390,3,9
6493,3,9
7060,7,10
7075,6,10
7077,6,10
7116,6,10
7117,6,10
7121,7,10
7136,2,10
7181,7,10
7199,7,10
7224,2,10
7246,7,10
7271,6,10
7275,7,10
7364,7,10
7623,6,10
7680,6,11
7685,14,11
7687,14,11
7696,11,11
7698,6,11
7715,6,11
7724,14,11
7818,6,11
7841,3,11
7842,3,11
7844,14,11
7847,6,11
7856,11,11
7857,11,11
7866,9,11
7867,9,11
7868,11,11
7905,11,11
7928,11,11
7939,11,11
8005,14,11
8051,11,11
8068,3,11
8069,3,11
8072,11,11
8139,9,11
8160,6,11
8182,3,11
8283,3,11
8383,15,12
8389,15,12
8391,15,12
8436,15,12
8506,15,12
8513,10,12
8524,15,12
8526,15,12
8527,10,12
8546,10,12
8547,10,12
8551,10,12
8552,10,12
8605,10,12
8615,15,12
8617,10,12
8628,15,12
8680,15,12
8692,15,12
8736,15,12
8825,15,12
8843,15,12
8908,10,12
8941,10,12
9034,15,12
9124,4,13
9125,11,13
9138,11,13
9139,11,13
9230,4,13
9233,2,13
9234,2,13
9273,13,13
9283,11,13
9306,4,13
9349,4,13
9385,11,13
9420,11,13
9426,13,13
9543,11,13
9572,13,13
9584,11,13
9586,11,13
9621,11,13
9684,11,13
9769,7,14
9773,22,14
9776,11,14
9777,11,14
9778,17,14
9779,17,14
9809,8,14
9824,12,14
9832,7,14
9850,26,14
9852,26,14
9858,8,14
9861,8,14
9871,26,14
9901,7,14
9902,4,14
9905,18,14
9906,12,14
9931,22,14
9940,6,14
9945,12,14
9961,19,14
9962,18,14
9987,18,14
9990,18,14
10011,4,14
10012,4,14
10013,5,14
10014,19,14
10015,5,14
10018,15,14
10035,12,14
10045,26,14
10048,7,14
10049,11,14
10054,22,14
10059,12,14
10089,12,14
10090,12,14
10092,5,14
10110,22,14
10123,6,14
10124,11,14
10125,6,14
10159,22,14
10166,18,14
10177,12,14
10185,25,14
10187,25,14
10197,22,14
10198,22,14
10223,7,14
10237,19,14
10239,6,14
10299,11,14
10322,19,14
10331,18,14
10334,11,14
10371,19,14
10385,4,14
10432,6,14
11176,4,16
11177,14,16
11178,4,16
11191,19,16
11194,14,16
11217,11,16
11225,5,16
11227,5,16
11228,21,16
11231,21,16
11238,12,16
11244,14,16
11251,19,16
11255,11,16
11273,9,16
11274,9,16
11278,14,16
11279,14,16
11280,9,16
11281,9,16
11284,24,16
11288,14,16
11289,14,16
11290,25,16
11296,5,16
11311,6,16
11312,4,16
11314,12,16
11315,12,16
11334,14,16
11342,25,16
11361,25,16
11362,25,16
11380,12,16
11389,9,16
11390,9,16
11393,24,16
11406,6,16
11427,3,16
11429,3,16
11430,19,16
11434,4,16
11438,9,16
11442,19,16
11451,24,16
11454,23,16
11455,6,16
11460,14,16
11496,25,16
11499,21,16
11517,9,16
11518,5,16
11531,21,16
11532,21,16
11549,5,16
11560,21,16
11561,21,16
11579,13,16
11580,13,16
11601,17,16
11623,11,16
11630,11,16
11649,24,16
11682,3,16
11706,12,16
11749,11,16
11765,11,16
11772,17,16
11809,19,16
11817,9,16
11851,14,16
11853,24,16
11898,5,17
11899,6,17
11901,6,17
11902,23,17
11914,2,17
11917,8,17
11919,2,17
11930,5,17
11931,5,17
11935,20,17
11960,23,17
11967,6,17
11968,6,17
11982,8,17
11983,8,17
11985,18,17
11986,18,17
11988,8,17
12012,8,17
12032,20,17
12044,20,17
12048,23,17
12071,18,17
12072,18,17
12085,18,17
12086,20,17
12089,18,17
