,cycle_length,sim_id
0,6,0
1,4,0
5,7,0
6,2,0
7,2,0
8,6,0
10,6,0
11,2,0
12,2,0
15,7,0
16,6,0
18,6,0
19,3,0
20,6,0
22,6,0
23,3,0
24,6,0
41,3,0
42,3,0
45,6,0
46,6,0
48,7,0
49,3,0
51,4,0
52,4,0
54,4,0
56,6,0
60,4,0
61,6,0
67,9,0
68,4,0
71,4,0
73,6,0
74,7,0
75,6,0
76,3,0
79,6,0
85,7,0
86,6,0
89,7,0
91,7,0
93,9,1
100,9,1
102,3,1
109,2,1
111,9,1
118,9,1
124,9,1
130,9,1
131,3,1
134,9,1
145,3,1
153,2,1
174,4,2
175,3,2
176,4,2
183,5,2
208,3,2
210,4,2
213,4,2
220,3,2
221,2,2
223,3,2
224,2,2
230,3,2
231,3,2
255,5,3
256,2,3
258,7,3
266,10,3
268,4,3
273,5,3
282,9,3
284,7,3
286,5,3
294,11,3
313,4,3
316,2,3
317,5,3
321,4,3
324,4,3
325,5,3
326,5,3
350,5,4
351,11,4
352,3,4
353,8,4
354,5,4
359,5,4
367,3,4
372,3,4
373,3,4
374,5,4
375,3,4
382,3,4
388,11,4
389,11,4
390,7,4
400,8,4
401,6,4
419,8,4
428,6,4
442,5,5
455,9,5
458,9,5
459,9,5
463,10,5
470,5,5
474,2,5
475,2,5
476,5,5
477,5,5
478,8,5
482,7,5
483,7,5
485,15,5
486,14,5
487,7,5
490,14,5
495,10,5
496,10,5
497,10,5
499,10,5
500,8,5
502,5,5
503,9,5
512,8,5
529,6,6
536,9,6
537,3,6
540,10,6
541,3,6
546,10,6
547,10,6
550,3,6
551,3,6
558,10,6
559,3,6
561,4,6
562,4,6
567,4,6
572,5,6
573,8,6
574,3,6
575,6,6
576,4,6
580,6,6
582,8,6
584,8,6
585,6,6
586,8,6
587,6,6
590,10,6
591,10,6
592,10,6
616,8,7
617,4,7
625,2,7
627,2,7
631,8,7
632,4,7
634,7,7
636,6,7
639,6,7
640,6,7
643,8,7
644,6,7
645,8,7
646,7,7
647,10,7
648,8,7
649,11,7
650,8,7
651,7,7
663,8,7
669,6,7
674,10,7
676,9,7
678,6,7
680,4,7
681,8,7
682,8,7
684,8,7
685,10,7
688,4,7
689,8,7
705,3,8
708,3,8
715,7,8
716,7,8
718,8,8
727,7,8
729,7,8
733,2,8
734,2,8
740,8,8
741,7,8
743,8,8
753,8,8
754,3,8
755,8,8
759,7,8
761,7,8
765,8,8
769,8,8
791,4,9
799,2,9
807,3,9
809,3,9
815,4,9
819,2,9
823,3,9
824,2,9
826,8,9
838,4,9
842,3,9
846,8,9
863,3,9
864,2,9
865,4,9
886,3,10
887,3,10
895,6,10
896,10,10
897,6,10
901,7,10
902,3,10
904,5,10
905,7,10
906,12,10
908,5,10
913,15,10
914,4,10
916,4,10
918,5,10
920,7,10
921,7,10
928,5,10
929,7,10
935,5,10
938,4,10
939,4,10
941,7,10
946,10,10
949,7,10
960,7,10
962,7,10
964,5,10
969,3,11
970,3,11
972,2,11
974,4,11
975,2,11
977,3,11
979,2,11
981,2,11
986,4,11
989,3,11
995,2,11
1000,3,11
1001,3,11
1006,5,11
1007,2,11
1011,5,11
1021,4,11
1052,8,12
1053,9,12
1054,6,12
1056,4,12
1057,7,12
1061,6,12
1062,5,12
1071,3,12
1072,5,12
1073,3,12
1074,7,12
1075,8,12
1077,8,12
1080,2,12
1081,2,12
1082,7,12
1085,3,12
1087,6,12
1088,9,12
1089,6,12
1090,7,12
1091,6,12
1092,8,12
1095,7,12
1103,4,12
1104,11,12
1105,5,12
1106,5,12
1109,7,12
1110,5,12
1113,4,12
1115,4,12
1120,5,12
1128,7,12
1157,4,13
1165,4,13
1166,4,13
1176,4,13
1233,5,14
1234,5,14
1235,5,14
1237,5,14
1238,7,14
1241,5,14
1245,3,14
1246,7,14
1247,4,14
1248,3,14
1251,5,14
1252,5,14
1257,7,14
1265,5,14
1274,4,14
1281,3,14
1283,4,14
1286,5,14
1298,4,14
1313,4,14
1319,6,15
1320,6,15
1322,5,15
1324,2,15
1325,2,15
1328,6,15
1329,6,15
1331,3,15
1332,4,15
1334,4,15
1335,4,15
1338,7,15
1342,6,15
1343,6,15
1345,5,15
1346,5,15
1347,5,15
1348,2,15
1349,5,15
1351,5,15
1352,5,15
1353,6,15
1354,3,15
1355,7,15
1356,6,15
1361,5,15
1362,5,15
1364,5,15
1365,6,15
1368,6,15
1369,2,15
1370,4,15
1371,8,15
1374,3,15
1375,4,15
1376,6,15
1377,7,15
1379,7,15
1380,6,15
1381,3,15
1385,5,15
1391,5,15
1393,5,15
1394,5,15
1396,3,15
1397,8,15
1400,5,15
1402,3,15
1418,2,16
1419,2,16
1420,3,16
1421,3,16
1423,6,16
1424,3,16
1428,7,16
1429,12,16
1430,12,16
