,cycle_length,sim_id
22,22,0
23,22,0
31,12,0
33,12,0
34,12,0
35,5,0
36,7,0
37,7,0
38,16,0
39,16,0
47,22,0
48,22,0
49,8,0
50,16,0
52,16,0
53,8,0
60,10,0
61,10,0
74,18,0
85,8,0
86,16,0
90,17,0
91,12,0
94,8,0
97,16,0
104,8,0
105,8,0
113,16,0
120,12,0
121,12,0
122,5,0
124,5,0
129,9,0
131,10,0
134,10,0
137,9,0
155,9,0
159,7,0
160,7,0
161,12,0
168,7,0
169,17,0
170,17,0
180,7,0
184,7,0
185,12,0
186,12,0
187,25,0
188,8,0
189,4,0
195,8,0
197,17,0
198,17,0
200,9,0
205,5,0
206,8,0
213,5,0
214,5,0
220,5,0
234,17,0
237,22,0
239,16,0
240,22,0
242,22,0
245,17,0
250,9,0
251,16,0
267,9,0
268,5,0
272,12,0
274,10,0
283,16,0
286,5,0
300,22,0
302,12,0
304,11,0
312,17,0
314,17,0
322,8,0
329,22,0
335,26,0
351,17,0
372,16,0
375,9,0
376,4,0
377,4,0
380,16,0
388,4,0
399,10,0
402,9,0
407,9,0
422,12,0
432,15,1
434,15,1
441,11,1
442,11,1
445,15,1
448,7,1
464,3,1
475,3,1
486,7,1
499,7,1
516,6,1
518,5,1
528,5,1
530,5,1
540,11,1
541,20,1
542,3,1
544,7,1
558,6,1
577,12,1
583,11,1
584,6,1
597,11,1
600,8,1
616,15,1
623,15,1
633,11,1
647,21,1
648,11,1
657,6,1
658,5,1
666,11,1
698,6,1
717,7,1
721,11,1
734,5,1
745,11,1
764,7,1
770,7,1
797,11,1
800,8,1
805,11,1
855,16,2
856,16,2
857,6,2
858,6,2
859,7,2
860,7,2
861,7,2
872,7,2
873,7,2
877,9,2
879,7,2
881,18,2
882,26,2
883,26,2
886,12,2
889,6,2
890,6,2
892,6,2
893,6,2
894,6,2
895,23,2
896,10,2
897,13,2
900,18,2
904,7,2
912,13,2
913,26,2
916,6,2
917,18,2
918,5,2
921,18,2
924,9,2
930,7,2
931,16,2
932,12,2
935,16,2
936,16,2
941,23,2
948,13,2
957,6,2
959,7,2
960,6,2
965,3,2
966,3,2
969,22,2
971,22,2
972,31,2
973,13,2
974,13,2
975,7,2
977,7,2
981,16,2
989,12,2
990,12,2
992,5,2
993,5,2
995,5,2
996,23,2
1000,22,2
1002,18,2
1003,18,2
1005,20,2
1008,18,2
1010,16,2
1013,22,2
1014,22,2
1018,13,2
1024,7,2
1025,6,2
1026,6,2
1027,12,2
1028,12,2
1043,9,2
1044,9,2
1045,6,2
1048,16,2
1049,16,2
1058,12,2
1068,6,2
1076,6,2
1079,16,2
1080,18,2
1081,16,2
1085,5,2
1087,19,2
