,cycle_length,sim_id
2,7,0
4,7,0
5,5,0
6,5,0
12,7,0
24,3,0
30,10,0
31,7,0
36,7,0
47,7,0
60,21,0
65,3,0
71,8,0
85,7,0
86,5,0
91,15,0
95,10,0
96,21,0
98,21,0
102,17,0
121,21,0
127,8,0
132,3,0
140,10,0
142,10,0
157,17,0
158,17,0
164,8,0
183,5,0
194,10,0
198,15,0
199,15,0
219,5,0
279,3,1
309,3,1
311,3,1
360,2,1
361,2,1
485,9,2
487,9,2
493,3,2
495,3,2
497,9,2
520,3,2
542,4,2
553,9,2
554,3,2
555,3,2
556,11,2
557,9,2
561,9,2
569,11,2
581,4,2
582,4,2
604,9,2
632,9,2
657,4,2
684,3,2
703,9,2
704,9,2
738,5,3
774,6,3
776,6,3
781,12,3
782,10,3
783,11,3
784,12,3
785,12,3
799,6,3
801,10,3
802,9,3
805,7,3
807,6,3
816,8,3
819,7,3
824,6,3
825,7,3
826,10,3
831,6,3
832,9,3
837,12,3
842,5,3
843,9,3
853,8,3
854,11,3
857,6,3
859,6,3
863,6,3
867,5,3
868,5,3
873,16,3
879,7,3
888,9,3
905,5,3
920,6,3
934,12,3
956,6,3
995,5,4
1042,5,4
1043,5,4
1138,5,4
1140,5,4
1234,10,5
1242,9,5
1244,3,5
1246,5,5
1247,6,5
1248,5,5
1249,3,5
1250,3,5
1251,8,5
1252,3,5
1254,2,5
1256,2,5
1260,11,5
1261,6,5
1263,11,5
1269,8,5
1270,4,5
1272,13,5
1273,4,5
1274,11,5
1276,6,5
1277,6,5
1282,9,5
1283,8,5
1285,10,5
1286,2,5
1294,8,5
1295,8,5
1296,8,5
1298,8,5
1299,8,5
1300,2,5
1303,12,5
1307,4,5
1309,4,5
1311,6,5
1319,11,5
1323,15,5
1325,8,5
1327,8,5
1330,9,5
1331,10,5
1348,2,5
1349,8,5
1350,8,5
1351,8,5
1352,8,5
1363,9,5
1371,12,5
1374,15,5
1380,5,5
1382,5,5
1383,5,5
1384,15,5
1385,15,5
1387,2,5
1397,12,5
1398,13,5
1404,3,5
1408,12,5
1412,15,5
1423,12,5
1426,13,5
1434,6,5
1435,6,5
1439,6,5
1447,10,5
1458,3,5
1462,15,5
1466,8,5
1497,4,6
1498,4,6
1499,10,6
1503,11,6
1504,4,6
1505,8,6
1506,4,6
1515,8,6
1516,8,6
1544,8,6
1555,4,6
1564,4,6
1582,5,6
1586,11,6
1599,11,6
1633,4,6
1635,4,6
1645,8,6
1647,11,6
1655,5,6
1662,4,6
1679,8,6
1682,4,6
1721,2,7
1723,3,7
1728,3,7
1747,4,7
1748,11,7
1766,4,7
1767,4,7
1775,11,7
1783,15,7
1784,15,7
1786,2,7
1791,3,7
1792,4,7
1796,4,7
1808,11,7
1810,11,7
1822,4,7
1825,5,7
1828,11,7
1851,4,7
1870,5,7
1872,7,7
1874,4,7
1881,4,7
1883,5,7
1888,15,7
1899,4,7
1904,7,7
1918,3,7
1919,3,7
1921,15,7
1924,4,7
1956,3,7
1967,5,8
1968,5,8
1973,9,8
1974,9,8
1976,12,8
1978,12,8
1981,7,8
1986,9,8
1991,7,8
1998,7,8
2001,11,8
2004,11,8
2012,7,8
2013,11,8
2014,7,8
2016,9,8
2018,5,8
2019,11,8
2020,9,8
2023,9,8
2031,7,8
2032,11,8
2034,9,8
2035,7,8
2036,11,8
2039,11,8
2041,9,8
2048,13,8
2049,9,8
2051,13,8
2052,13,8
2055,5,8
2057,12,8
2059,9,8
2060,8,8
2061,9,8
2062,12,8
2063,5,8
2064,10,8
2073,13,8
2077,9,8
2090,12,8
2096,9,8
2102,10,8
2105,5,8
2111,13,8
2115,9,8
2121,5,8
2123,5,8
2128,10,8
2138,9,8
2143,9,8
2148,9,8
2149,5,8
2157,11,8
2158,10,8
2168,11,8
2179,9,8
2180,5,8
2181,9,8
2215,11,9
2217,7,9
2230,5,9
2232,9,9
2240,6,9
2241,6,9
2244,5,9
2245,7,9
2246,12,9
2247,7,9
2253,7,9
2257,7,9
2262,11,9
2264,5,9
2268,9,9
2270,11,9
2271,11,9
2276,5,9
2277,9,9
2278,12,9
2279,3,9
2280,3,9
2282,5,9
2284,7,9
2285,5,9
2286,7,9
2287,7,9
2288,11,9
2295,6,9
2299,6,9
2312,7,9
2317,12,9
2321,6,9
2322,6,9
2323,12,9
2329,7,9
2331,12,9
2335,5,9
2340,11,9
2357,11,9
2363,5,9
2385,3,9
2392,5,9
2394,11,9
2397,5,9
2403,6,9
2405,11,9
2413,9,9
2418,7,9
2419,5,9
2426,7,9
2445,6,9
2454,12,10
2462,7,10
2463,7,10
2466,12,10
2485,7,10
2487,7,10
2490,8,10
2492,8,10
2506,8,10
2517,14,10
2520,12,10
2529,7,10
2548,14,10
2552,8,10
2553,7,10
2557,12,10
2575,8,10
2604,14,10
2643,12,10
2680,7,10
2698,6,11
2699,6,11
2700,10,11
2701,12,11
2702,9,11
2707,2,11
2708,10,11
2720,10,11
2721,10,11
2723,12,11
2724,10,11
2725,10,11
2726,13,11
2727,9,11
2728,2,11
2730,15,11
2731,2,11
2739,9,11
2742,5,11
2744,6,11
2745,4,11
2746,4,11
2748,10,11
2754,4,11
2756,7,11
2757,6,11
2758,4,11
2762,18,11
2763,18,11
2770,13,11
2771,9,11
2778,13,11
2779,2,11
2782,9,11
2784,9,11
2785,9,11
2787,10,11
2788,2,11
2793,11,11
2794,11,11
2797,15,11
2801,9,11
2817,10,11
2827,10,11
2828,7,11
2829,7,11
2831,9,11
2845,6,11
2860,10,11
2864,4,11
2868,6,11
2869,13,11
2877,9,11
2879,9,11
2886,12,11
2888,4,11
2889,4,11
2899,9,11
2904,9,11
2908,7,11
2918,5,11
2920,9,11
2924,5,11
2925,2,11
2927,18,11
2937,8,11
2973,2,12
2974,2,12
2986,16,12
2990,4,12
2991,3,12
2992,2,12
2993,2,12
3001,16,12
3002,16,12
3009,15,12
3013,3,12
3015,15,12
3016,5,12
3041,2,12
3052,5,12
3053,5,12
3060,4,12
3061,3,12
3062,3,12
3077,3,12
3089,15,12
3090,15,12
3104,4,12
3109,2,12
3117,15,12
3118,15,12
3120,15,12
3125,15,12
3140,3,12
3166,5,12
3167,5,12
3182,15,12
3202,4,12
3204,5,12
3209,14,13
3211,7,13
3214,6,13
3216,8,13
3217,13,13
3218,8,13
3226,13,13
3229,2,13
3230,2,13
3232,16,13
3239,8,13
3241,16,13
3242,16,13
3252,5,13
3253,5,13
3255,7,13
3259,6,13
3260,8,13
3261,8,13
3265,5,13
3266,5,13
3276,8,13
3277,16,13
3287,11,13
3288,12,13
3289,13,13
3290,9,13
3293,6,13
3294,6,13
3297,7,13
3300,11,13
3305,13,13
3307,7,13
3313,14,13
3314,14,13
3316,16,13
3319,11,13
3339,5,13
3343,13,13
3345,9,13
3347,8,13
3348,8,13
3350,8,13
3352,13,13
3355,11,13
3359,9,13
3362,7,13
3363,9,13
3364,7,13
3365,11,13
3374,11,13
3377,8,13
3396,16,13
3400,9,13
3406,6,13
3407,6,13
3412,13,13
3413,13,13
3433,14,13
3459,6,14
3462,10,14
3464,7,14
3465,6,14
3473,6,14
3483,6,14
3488,6,14
3490,6,14
3491,10,14
3492,10,14
3495,6,14
3498,6,14
3500,6,14
3501,6,14
3502,7,14
3506,6,14
3508,6,14
3510,8,14
3511,6,14
3524,6,14
3526,10,14
3528,16,14
3540,6,14
3543,8,14
3546,6,14
3559,10,14
3560,8,14
3567,6,14
3568,6,14
3569,8,14
3573,6,14
3576,8,14
3579,8,14
3587,7,14
3590,10,14
3591,8,14
3594,8,14
3606,8,14
3607,8,14
3608,8,14
3614,8,14
3620,8,14
3624,6,14
3625,8,14
3627,6,14
3650,7,14
3665,16,14
3671,8,14
3694,8,14
3704,9,15
3706,14,15
3707,5,15
3711,9,15
3714,9,15
3717,9,15
3728,9,15
3734,9,15
3736,5,15
3737,8,15
3739,8,15
3742,8,15
3744,8,15
3745,8,15
3756,9,15
3765,5,15
3769,4,15
3789,9,15
3830,3,15
3838,4,15
3850,4,15
3854,3,15
3855,8,15
3886,5,15
3895,3,15
3897,5,15
3933,4,15
3956,9,16
3959,2,16
3964,3,16
3965,3,16
3966,10,16
3967,13,16
3968,13,16
3973,7,16
3974,15,16
3977,6,16
3979,3,16
3980,10,16
3981,9,16
3982,9,16
3983,9,16
3985,10,16
3986,10,16
3987,6,16
3988,6,16
3995,6,16
3996,7,16
3997,6,16
3998,10,16
3999,10,16
4008,3,16
4009,9,16
4010,6,16
4011,3,16
4013,6,16
4015,6,16
4031,6,16
4032,6,16
4033,3,16
4035,3,16
4039,13,16
4040,11,16
4041,10,16
4044,9,16
4047,9,16
4052,7,16
4053,9,16
4054,13,16
4056,10,16
4057,13,16
4061,11,16
4062,3,16
4067,10,16
4070,7,16
4072,11,16
4085,10,16
4089,7,16
4090,6,16
4091,9,16
4095,13,16
4101,2,16
4108,7,16
4111,10,16
4112,6,16
4113,6,16
4115,9,16
4120,15,16
4123,6,16
4136,9,16
4143,15,16
4144,3,16
