,cycle_length,sim_id
3,3,0
4,7,0
6,7,0
9,12,0
12,5,0
14,7,0
15,6,0
16,14,0
17,5,0
26,7,0
27,12,0
28,6,0
29,7,0
30,5,0
31,7,0
37,5,0
45,7,0
51,6,0
52,6,0
53,6,0
54,7,0
60,12,0
64,3,0
65,10,0
66,10,0
70,6,0
80,5,0
81,5,0
82,4,0
83,4,0
91,7,0
92,12,0
93,7,0
94,7,0
97,6,0
98,6,0
100,6,0
105,14,0
106,12,0
109,6,0
117,3,0
119,10,0
121,5,0
124,7,0
129,3,0
131,4,0
142,11,0
143,12,0
144,12,0
152,10,0
159,5,0
160,7,0
168,4,0
174,8,0
178,7,1
181,3,1
182,11,1
187,11,1
189,15,1
194,3,1
198,3,1
200,6,1
203,6,1
204,12,1
205,3,1
206,7,1
208,15,1
211,6,1
212,6,1
221,6,1
222,12,1
235,3,1
238,5,1
242,7,1
244,15,1
262,11,1
276,6,1
278,12,1
304,3,1
305,5,1
306,12,1
331,3,1
332,3,1
333,3,1
366,10,2
372,3,2
373,10,2
375,3,2
377,10,2
378,10,2
379,13,2
380,11,2
406,10,2
407,14,2
408,10,2
413,2,2
418,13,2
421,10,2
422,10,2
446,10,2
449,10,2
450,10,2
454,14,2
455,14,2
459,4,2
461,3,2
465,14,2
481,13,2
486,10,2
488,2,2
494,10,2
520,4,3
522,6,3
523,4,3
528,9,3
532,9,3
533,9,3
542,8,3
544,3,3
549,3,3
550,3,3
552,9,3
553,5,3
557,5,3
561,8,3
563,8,3
564,6,3
565,2,3
577,7,3
578,5,3
580,4,3
581,4,3
583,5,3
584,10,3
586,9,3
587,3,3
590,9,3
593,9,3
595,3,3
598,5,3
600,5,3
604,8,3
607,12,3
609,12,3
610,7,3
611,7,3
621,5,3
644,3,3
647,8,3
651,5,3
652,7,3
657,2,3
662,7,3
664,12,3
675,12,3
696,5,4
698,5,4
699,6,4
700,6,4
705,18,4
706,18,4
710,6,4
713,6,4
714,18,4
719,6,4
733,10,4
735,10,4
738,5,4
739,10,4
740,10,4
741,12,4
743,6,4
745,6,4
746,5,4
753,2,4
754,2,4
757,6,4
758,6,4
762,6,4
763,10,4
764,6,4
765,6,4
778,5,4
782,5,4
786,6,4
793,11,4
796,6,4
799,9,4
800,9,4
801,6,4
804,6,4
813,5,4
817,18,4
818,5,4
820,5,4
823,9,4
825,6,4
831,6,4
839,12,4
850,10,4
855,6,4
868,11,5
869,5,5
876,3,5
877,3,5
881,6,5
884,7,5
886,3,5
887,12,5
888,12,5
893,3,5
899,6,5
900,4,5
903,5,5
905,11,5
906,11,5
907,10,5
911,8,5
912,6,5
916,6,5
918,6,5
920,12,5
921,5,5
922,7,5
923,3,5
926,10,5
927,8,5
928,10,5
929,8,5
931,4,5
933,9,5
934,10,5
935,10,5
936,7,5
937,5,5
938,5,5
940,5,5
944,10,5
945,5,5
959,7,5
962,5,5
965,7,5
968,5,5
969,8,5
975,4,5
984,3,5
985,3,5
986,5,5
987,3,5
988,3,5
992,8,5
993,5,5
994,8,5
995,8,5
996,5,5
997,10,5
998,5,5
999,3,5
1008,3,5
1009,3,5
1017,5,5
1018,9,5
1024,10,5
1026,5,5
1028,9,5
1035,4,5
1041,12,6
1044,9,6
1045,6,6
1046,9,6
1047,2,6
1048,6,6
1056,2,6
1058,2,6
1059,2,6
1061,8,6
1064,6,6
1065,6,6
1072,12,6
1076,5,6
1082,12,6
1090,2,6
1091,5,6
1092,9,6
1093,8,6
1098,6,6
1099,6,6
1100,6,6
1108,9,6
1110,6,6
1116,6,6
1117,7,6
1125,3,6
1133,9,6
1136,9,6
1137,2,6
1147,14,6
1149,9,6
1150,9,6
1151,9,6
1152,8,6
1158,14,6
1162,4,6
1163,9,6
1164,3,6
1167,9,6
1172,3,6
1176,5,6
1181,6,6
1184,6,6
1192,9,6
1201,8,6
1209,9,7
1211,9,7
1213,5,7
1215,7,7
1217,5,7
1218,6,7
1219,9,7
1220,9,7
1224,6,7
1232,13,7
1233,6,7
1234,6,7
1238,2,7
1239,2,7
1241,6,7
1247,6,7
1248,10,7
1260,7,7
1264,10,7
1265,5,7
1266,6,7
1306,10,7
1314,7,7
1322,10,7
1326,6,7
1333,10,7
1340,5,7
1357,13,7
1359,13,7
1363,13,7
1378,3,8
1383,4,8
1386,12,8
1387,4,8
1388,2,8
1389,2,8
1390,7,8
1394,7,8
1395,7,8
1399,4,8
1404,13,8
1405,10,8
1407,3,8
1408,3,8
1411,5,8
1413,7,8
1414,5,8
1419,2,8
1420,5,8
1423,2,8
1427,5,8
1428,10,8
1429,4,8
1432,5,8
1434,5,8
1436,7,8
1437,4,8
1453,12,8
1456,7,8
1458,5,8
1459,16,8
1460,16,8
1461,5,8
1462,7,8
1465,5,8
1466,7,8
1468,12,8
1474,12,8
1477,8,8
1478,7,8
1479,7,8
1480,4,8
1481,7,8
1488,7,8
1490,7,8
1498,14,8
1505,10,8
1520,12,8
1534,16,8
1535,15,8
1536,7,8
1544,7,8
1553,6,9
1554,4,9
1556,11,9
1557,8,9
1558,8,9
1560,5,9
1561,5,9
1570,8,9
1571,14,9
1573,8,9
1577,4,9
1578,4,9
1579,13,9
1581,8,9
1585,2,9
1586,2,9
1590,11,9
1591,11,9
1598,11,9
1599,8,9
1600,5,9
1609,10,9
1610,7,9
1613,16,9
1617,5,9
1618,4,9
1622,6,9
1623,4,9
1624,4,9
1629,13,9
1631,5,9
1632,4,9
1636,11,9
1639,8,9
1643,11,9
1647,7,9
1649,11,9
1653,4,9
1654,4,9
1655,9,9
1656,5,9
1658,13,9
1660,4,9
1666,11,9
1669,11,9
1670,13,9
1671,8,9
1676,5,9
1679,8,9
1683,4,9
1684,11,9
1687,8,9
1694,5,9
1696,5,9
1697,11,9
1698,5,9
1699,5,9
1704,10,9
1707,4,9
1708,8,9
1718,6,9
1724,7,9
1727,10,10
1728,9,10
1729,9,10
1731,13,10
1732,4,10
1734,4,10
1737,4,10
1738,10,10
1740,4,10
1741,3,10
1742,3,10
1743,6,10
1744,7,10
1746,5,10
1747,3,10
1750,8,10
1751,10,10
1752,3,10
1753,8,10
1754,8,10
1755,3,10
1756,4,10
1757,5,10
1758,4,10
1760,5,10
1763,8,10
1765,11,10
1766,5,10
1767,5,10
1768,5,10
1769,8,10
1771,9,10
1772,5,10
1773,3,10
1781,9,10
1783,6,10
1785,6,10
1786,4,10
1787,4,10
1789,9,10
1790,8,10
1793,6,10
1796,7,10
1801,7,10
1802,4,10
1809,7,10
1811,3,10
1812,5,10
1816,7,10
1818,11,10
1822,2,10
1824,2,10
1834,11,10
1846,5,10
1849,6,10
1850,7,10
1851,4,10
1852,5,10
1855,3,10
1858,5,10
1860,5,10
1862,9,10
1868,7,10
1870,5,10
1880,3,10
1881,5,10
1882,7,10
1883,8,10
1884,9,10
1898,7,10
1900,8,11
1902,5,11
1903,9,11
1904,6,11
1905,9,11
1906,5,11
1908,10,11
1909,5,11
1910,6,11
1911,5,11
1913,4,11
1921,7,11
1925,6,11
1926,6,11
1927,6,11
1930,9,11
1931,11,11
1932,11,11
1933,10,11
1934,4,11
1937,6,11
1942,12,11
1943,12,11
1944,9,11
1945,5,11
1946,5,11
1949,11,11
1951,4,11
1952,6,11
1953,6,11
1957,4,11
1958,10,11
1959,5,11
1960,5,11
1961,10,11
1963,8,11
1969,5,11
1974,9,11
1975,9,11
1976,8,11
1980,5,11
1982,9,11
1984,9,11
1987,9,11
1998,10,11
2000,10,11
2007,4,11
2008,8,11
2009,9,11
2010,9,11
2012,10,11
2031,6,11
2033,7,11
2034,9,11
2035,8,11
2040,5,11
2042,9,11
2043,9,11
2044,4,11
2045,2,11
2057,2,11
2058,5,11
2071,11,11
2073,7,12
2077,7,12
2089,7,12
2090,7,12
2093,5,12
2094,5,12
2096,5,12
2099,7,12
2105,2,12
2106,7,12
2109,7,12
2110,7,12
2111,7,12
2113,5,12
2114,6,12
2115,5,12
2120,9,12
2121,5,12
2131,7,12
2132,3,12
2135,3,12
2139,7,12
2141,3,12
2142,6,12
2144,5,12
2149,12,12
2155,5,12
2157,5,12
2158,5,12
2159,7,12
2162,7,12
2164,7,12
2176,6,12
2179,7,12
2182,7,12
2185,7,12
2198,7,12
2201,7,12
2202,11,12
2204,7,12
2205,5,12
2225,7,12
2236,2,12
2252,4,13
2253,13,13
2257,5,13
2258,6,13
2259,6,13
2263,11,13
2266,9,13
2267,5,13
2270,6,13
2272,5,13
2273,5,13
2274,5,13
2275,5,13
2277,11,13
2278,4,13
2279,7,13
2281,6,13
2287,9,13
2288,9,13
2290,11,13
2292,5,13
2298,11,13
2300,11,13
2301,4,13
2302,9,13
2303,8,13
2306,8,13
2311,9,13
2318,9,13
2319,5,13
2321,4,13
2323,6,13
2326,5,13
2327,8,13
2328,4,13
2331,6,13
2334,9,13
2335,4,13
2337,5,13
2340,4,13
2341,8,13
2342,6,13
2343,9,13
2346,8,13
2351,5,13
2352,8,13
2353,5,13
2354,5,13
2357,5,13
2358,4,13
2360,5,13
2362,10,13
2370,7,13
2372,5,13
2374,5,13
2383,7,13
2386,5,13
2387,7,13
2390,7,13
2397,8,13
2405,9,13
2409,5,13
2418,9,13
2425,5,14
2427,5,14
2428,6,14
2430,8,14
2431,10,14
2432,8,14
2434,2,14
2435,2,14
2436,8,14
2437,4,14
2438,7,14
2439,4,14
2440,7,14
2441,2,14
2444,7,14
2445,10,14
2450,6,14
2451,6,14
2461,6,14
2462,6,14
2468,6,14
2469,8,14
2470,11,14
2472,4,14
2474,7,14
2477,3,14
2478,2,14
2479,3,14
2486,6,14
2488,9,14
2491,3,14
2504,10,14
2510,2,14
2514,11,14
2516,10,14
2517,4,14
2519,4,14
2524,7,14
2526,7,14
2530,11,14
2545,11,14
2563,10,14
2565,2,14
2569,7,14
2587,10,14
2598,3,15
2599,9,15
2600,3,15
2601,4,15
2602,4,15
2603,6,15
2604,13,15
2605,6,15
2606,5,15
2607,7,15
2611,4,15
2612,4,15
2614,6,15
2622,7,15
2628,4,15
2629,4,15
2634,7,15
2636,4,15
2641,7,15
2642,3,15
2644,3,15
2645,5,15
2646,3,15
2647,8,15
2649,4,15
2654,9,15
2656,9,15
2657,7,15
2662,9,15
2664,9,15
2675,7,15
2678,3,15
2682,6,15
2685,8,15
2688,8,15
2690,7,15
2694,9,15
2695,6,15
2708,4,15
2709,4,15
2712,12,15
2715,9,15
2718,8,15
2719,12,15
2721,3,15
2724,6,15
2726,6,15
2727,10,15
2732,7,15
2733,3,15
2737,7,15
2738,8,15
2741,3,15
2749,7,15
2766,13,16
2777,4,16
2788,13,16
2797,5,16
2798,5,16
2799,4,16
2802,4,16
2803,4,16
2805,6,16
2806,6,16
2808,6,16
2809,5,16
2810,8,16
2811,8,16
2817,6,16
2818,6,16
2823,10,16
2826,10,16
2837,5,16
2845,6,16
2846,4,16
2849,10,16
2850,7,16
2860,6,16
2863,10,16
2865,10,16
2868,4,16
2872,8,16
2878,10,16
2881,4,16
2882,10,16
2887,6,16
2889,10,16
2891,6,16
2895,10,16
2897,5,16
2898,5,16
2901,5,16
2911,6,16
2914,10,16
2915,10,16
2917,4,16
2928,10,16
2929,6,16
2938,6,17
2940,6,17
2942,7,17
2943,5,17
2952,5,17
2955,9,17
2958,8,17
2959,8,17
2961,10,17
2964,4,17
2965,9,17
2966,4,17
2977,4,17
2982,5,17
2983,7,17
2985,4,17
2986,5,17
2987,10,17
2988,8,17
2989,7,17
2990,4,17
2991,7,17
2994,5,17
2996,4,17
2997,9,17
2998,4,17
3005,4,17
3006,9,17
3009,3,17
3011,4,17
3012,4,17
3023,4,17
3026,5,17
3027,4,17
3029,5,17
3037,4,17
3041,8,17
3043,4,17
3056,6,17
3057,8,17
3058,3,17
3059,5,17
3066,3,17
3074,9,17
3079,7,17
3084,7,17
3104,5,17
3114,15,18
3116,15,18
3127,15,18
3130,6,18
3146,5,18
3150,19,18
3152,15,18
3159,5,18
3164,5,18
3167,5,18
3168,5,18
3170,19,18
3172,19,18
3174,4,18
3190,15,18
3191,15,18
3194,15,18
3204,15,18
3207,6,18
3221,6,18
3224,6,18
3232,4,18
3240,4,18
3242,4,18
3282,19,18
3297,12,19
3298,5,19
3299,5,19
3301,6,19
3303,6,19
3307,6,19
3309,12,19
3310,12,19
3314,5,19
3315,5,19
3320,20,19
3321,9,19
3322,9,19
3325,12,19
3326,3,19
3330,9,19
3333,8,19
3334,5,19
3335,2,19
3348,2,19
3349,7,19
3350,7,19
3353,5,19
3354,5,19
3355,13,19
3356,3,19
3357,3,19
3358,8,19
3360,22,19
3366,8,19
3372,5,19
3375,5,19
3376,5,19
3377,5,19
3378,5,19
3381,5,19
3384,5,19
3387,20,19
3389,5,19
3391,5,19
3392,7,19
3396,5,19
3397,14,19
3399,14,19
3400,5,19
3407,22,19
3408,5,19
3409,5,19
3411,9,19
3413,5,19
3415,9,19
3424,20,19
3432,13,19
3434,9,19
3445,13,19
3446,13,19
3447,14,19
3450,6,19
3451,6,19
3453,14,19
3463,5,19
3471,6,20
3472,5,20
3475,6,20
3476,10,20
3477,5,20
3478,9,20
3479,10,20
3480,10,20
3481,16,20
3482,10,20
3486,8,20
3487,4,20
3488,4,20
3489,4,20
3491,6,20
3492,5,20
3493,7,20
3494,4,20
3495,4,20
3496,5,20
3499,5,20
3500,11,20
3507,7,20
3509,12,20
3510,12,20
3512,5,20
3516,6,20
3517,6,20
3518,3,20
3520,3,20
3521,3,20
3522,11,20
3523,11,20
3524,10,20
3526,5,20
3529,6,20
3530,5,20
3535,11,20
3536,11,20
3540,7,20
3543,6,20
