,cycle_length,sim_id
9,9,0
10,9,0
18,3,0
19,3,0
26,3,0
34,9,0
42,9,0
43,9,0
62,3,0
63,3,0
71,3,0
72,9,0
162,7,1
164,3,1
176,11,1
179,2,1
180,2,1
188,4,1
190,4,1
192,7,1
194,3,1
199,7,1
201,4,1
202,3,1
203,11,1
205,5,1
214,13,1
215,11,1
223,7,1
224,8,1
225,7,1
228,4,1
232,3,1
237,3,1
240,5,1
241,5,1
242,7,1
243,8,1
250,3,1
263,9,1
264,7,1
265,5,1
283,7,1
313,11,2
314,11,2
316,11,2
317,11,2
321,11,2
322,11,2
332,11,2
348,3,2
351,11,2
352,3,2
377,11,2
379,3,2
383,11,2
384,11,2
394,11,2
412,11,2
417,11,2
466,3,3
467,3,3
471,7,3
481,4,3
482,4,3
483,7,3
493,3,3
497,7,3
498,8,3
499,7,3
504,4,3
508,7,3
552,7,3
577,4,3
593,7,3
665,2,4
668,2,4
781,6,5
785,9,5
795,2,5
818,6,5
820,9,5
823,2,5
841,9,5
849,6,5
850,6,5
852,6,5
853,9,5
881,6,5
886,9,5
898,9,5
1248,3,8
1249,3,8
1272,3,8
1333,5,8
1354,2,8
1370,5,8
1383,2,8
1428,7,9
1429,7,9
1430,5,9
1432,7,9
1433,5,9
1452,7,9
1464,5,9
1478,7,9
1487,7,9
1498,5,9
1500,5,9
1507,7,9
1559,11,10
1563,11,10
1565,3,10
1571,7,10
1572,7,10
1574,8,10
1577,3,10
1579,12,10
1587,7,10
1594,12,10
1595,3,10
1600,7,10
1614,10,10
1615,10,10
1624,7,10
1627,10,10
1631,8,10
1636,11,10
1652,7,10
1662,11,10
1663,11,10
1668,12,10
1669,11,10
1676,7,10
1684,12,10
1690,12,10
1693,13,10
1694,13,10
1719,3,11
1720,3,11
1768,3,11
2005,9,13
2006,9,13
2010,3,13
2012,3,13
2021,3,13
2023,3,13
2030,3,13
2046,9,13
2047,10,13
2049,5,13
2057,3,13
2064,3,13
2079,9,13
2107,5,13
2143,9,13
2490,3,16
2492,3,16
2500,3,16
2547,3,16
2548,3,16
2553,4,16
2554,4,16
2565,3,16
2807,11,18
2824,6,18
2825,6,18
2826,6,18
2828,11,18
2835,4,18
2842,11,18
2845,11,18
2846,2,18
2847,2,18
2848,2,18
2849,2,18
2869,4,18
2884,5,18
2885,5,18
2896,4,18
2905,11,18
2912,5,18
2919,5,18
2921,11,18
2925,5,18
2934,4,18
2954,11,18
2957,4,19
2987,2,19
2990,2,19
2991,9,19
3015,9,19
3017,9,19
3025,4,19
3028,4,19
3032,9,19
3033,9,19
3049,4,19
3054,4,19
3066,9,19
3075,4,19
3109,5,20
3110,5,20
3114,5,20
3116,5,20
3126,5,20
3163,5,20
3273,5,21
3277,3,21
3301,3,21
3315,5,21
3316,5,21
3319,5,21
3340,5,21
3354,5,21
3358,3,21
3361,5,21
3362,5,21
3363,5,21
3386,5,21
3580,4,23
3654,4,23
3656,4,23
3661,2,23
3662,2,23
3663,2,23
3676,2,23
3693,4,23
3737,8,24
3739,10,24
3740,5,24
3747,5,24
3749,5,24
3763,8,24
3766,8,24
3769,10,24
3771,10,24
3790,8,24
3792,8,24
3793,10,24
3799,8,24
3808,5,24
3811,5,24
3812,10,24
3813,8,24
3815,8,24
3819,8,24
3822,10,24
3823,8,24
3825,8,24
3857,8,24
3865,8,24
3906,2,25
3919,5,25
3923,5,25
3924,5,25
3925,2,25
3957,4,25
3958,2,25
3959,4,25
3960,4,25
4028,4,25
4034,2,25
4051,6,26
4071,6,26
4073,6,26
4086,6,26
4087,6,26
4130,6,26
4244,4,27
4249,4,27
4250,4,27
4276,4,27
4391,7,28
4395,3,28
4399,7,28
4401,7,28
4405,8,28
4421,8,28
4422,8,28
4437,7,28
4453,8,28
4463,3,28
4467,8,28
4468,8,28
4471,3,28
4483,7,28
4490,8,28
4506,8,28
4508,7,28
4509,7,28
4693,6,30
4694,6,30
4700,3,30
4701,3,30
4703,7,30
4705,7,30
4706,9,30
4707,6,30
4708,9,30
4710,6,30
4711,9,30
4712,6,30
4713,6,30
4719,9,30
4720,9,30
4722,6,30
4723,6,30
