,cycle_length,sim_id
10,2,0
18,6,0
29,2,0
67,6,0
75,6,0
147,3,0
148,3,0
149,6,0
150,6,0
161,6,0
171,3,0
208,6,0
254,6,0
337,3,1
342,7,1
383,7,1
388,7,1
397,4,1
399,6,1
405,7,1
406,7,1
407,4,1
410,3,1
411,7,1
417,3,1
425,13,1
429,6,1
439,10,1
443,10,1
456,4,1
465,10,1
476,7,1
526,13,1
533,4,1
544,6,1
548,10,1
555,13,1
556,6,1
609,13,1
673,18,2
674,4,2
681,16,2
685,9,2
687,16,2
690,16,2
698,4,2
715,16,2
731,16,2
769,9,2
771,9,2
772,7,2
773,16,2
774,7,2
781,18,2
796,4,2
804,4,2
807,4,2
810,4,2
853,16,2
879,16,2
883,7,2
919,4,2
920,4,2
930,7,2
990,3,3
991,13,3
992,13,3
993,17,3
1006,7,3
1007,7,3
1016,7,3
1017,2,3
1020,2,3
1022,5,3
1032,17,3
1040,8,3
1055,21,3
1056,7,3
1062,13,3
1080,2,3
1082,17,3
1091,3,3
1100,2,3
1104,11,3
1105,7,3
1107,21,3
1109,21,3
1114,8,3
1115,5,3
1120,8,3
1121,8,3
1127,15,3
1130,5,3
1137,2,3
1164,16,3
1165,21,3
1166,7,3
1171,5,3
1177,8,3
1184,16,3
1188,13,3
1203,11,3
1204,3,3
1207,2,3
1210,8,3
1220,7,3
1227,11,3
1232,11,3
1246,11,3
1248,11,3
1251,17,3
1262,21,3
1264,11,3
1269,11,3
1280,5,3
1310,13,4
1311,13,4
1313,3,4
1315,3,4
1316,8,4
1318,6,4
1324,6,4
1325,6,4
1341,4,4
1344,4,4
1345,8,4
1359,8,4
1360,8,4
1364,6,4
1367,9,4
1384,7,4
1385,6,4
1386,6,4
1387,10,4
1388,3,4
1395,8,4
1400,10,4
1404,9,4
1406,8,4
1418,13,4
1419,10,4
1421,10,4
1425,4,4
1430,6,4
1432,8,4
1433,8,4
1436,7,4
1437,7,4
1439,8,4
1440,8,4
1441,9,4
1448,7,4
1449,7,4
1461,10,4
1462,10,4
1498,4,4
1512,8,4
1513,8,4
1520,13,4
1522,10,4
1529,8,4
1538,9,4
1562,13,4
1569,8,4
1605,6,4
1606,8,4
1629,8,5
1639,6,5
1647,6,5
1648,7,5
1662,8,5
1663,8,5
1683,8,5
1685,6,5
1694,6,5
1706,8,5
1710,6,5
1716,6,5
1748,5,5
1762,8,5
1772,8,5
1794,7,5
1824,5,5
1826,5,5
1829,8,5
1841,5,5
1885,7,5
1899,5,5
1950,6,6
1952,10,6
1954,10,6
1958,7,6
1959,7,6
1962,8,6
1963,5,6
1967,10,6
1972,10,6
1973,11,6
1975,11,6
1976,24,6
1978,24,6
1986,10,6
1987,4,6
1989,12,6
1991,4,6
1996,4,6
1999,5,6
2000,3,6
2002,10,6
2003,3,6
2004,18,6
2006,20,6
2008,12,6
2009,12,6
2010,10,6
2014,20,6
2015,10,6
2019,6,6
2022,9,6
2023,8,6
2025,3,6
2027,21,6
2028,20,6
2037,11,6
2038,11,6
2041,5,6
2043,11,6
2044,11,6
2051,7,6
2059,7,6
2060,24,6
2061,11,6
2062,7,6
2064,24,6
2065,13,6
2067,24,6
2068,10,6
2072,19,6
2073,19,6
2076,6,6
2077,6,6
2085,16,6
2092,24,6
2099,16,6
2102,3,6
2104,11,6
2105,3,6
2106,12,6
2110,24,6
2124,5,6
2126,5,6
2128,25,6
2129,19,6
2130,19,6
2131,24,6
2137,19,6
2139,6,6
2140,7,6
2141,6,6
2148,10,6
2149,7,6
2152,6,6
2154,24,6
2155,24,6
2156,7,6
2162,11,6
2163,29,6
2165,5,6
2166,8,6
2172,27,6
2173,10,6
2179,7,6
2180,8,6
2184,12,6
2192,13,6
2194,12,6
2196,12,6
2197,4,6
2198,4,6
2213,11,6
2214,19,6
2215,16,6
2217,10,6
2223,11,6
