,cycle_length,sim_id
16,2,0
31,9,0
60,9,0
64,9,0
122,9,0
144,9,0
146,9,0
206,9,0
218,9,0
390,9,0
419,2,0
500,9,1
502,9,1
510,12,1
512,12,1
519,8,1
524,8,1
526,8,1
539,12,1
574,8,1
583,8,1
585,8,1
595,12,1
596,12,1
669,9,1
696,10,1
697,10,1
713,8,1
714,9,1
715,8,1
767,9,1
796,9,1
835,12,1
959,3,2
995,10,2
997,10,2
1007,10,2
1018,10,2
1019,10,2
1020,10,2
1047,13,2
1049,10,2
1136,13,2
1151,3,2
1152,3,2
1185,10,2
1242,10,2
1244,13,2
1253,10,2
1443,11,3
1473,11,3
1502,12,3
1528,11,3
1529,11,3
1545,11,3
1546,11,3
1553,11,3
1626,11,3
1653,11,3
1654,11,3
1665,11,3
1877,31,4
1878,31,4
1887,11,4
1888,31,4
1897,15,4
1898,15,4
1912,11,4
1913,11,4
1914,11,4
1926,31,4
1932,11,4
1937,7,4
1939,7,4
1941,11,4
1943,11,4
1977,11,4
1978,11,4
2019,11,4
2038,7,4
2039,7,4
2040,11,4
2059,31,4
2062,31,4
2086,15,4
2092,11,4
2093,12,4
2097,11,4
2110,11,4
2112,7,4
2113,11,4
2124,15,4
2125,11,4
2164,11,4
2183,11,4
2203,19,4
2216,7,4
2217,7,4
2226,15,4
2247,19,4
2277,15,4
2404,4,5
2405,4,5
2408,7,5
2428,4,5
2456,7,5
2536,3,5
2537,3,5
2544,7,5
2566,4,5
2621,7,5
2650,7,5
2668,7,5
2675,7,5
2717,3,5
2832,5,6
2833,5,6
2856,4,6
2881,3,6
2882,4,6
2883,3,6
2896,3,6
2897,3,6
2920,5,6
2921,3,6
2924,6,6
3003,6,6
3031,3,6
3039,4,6
3097,5,6
3098,5,6
3296,9,7
3306,8,7
3307,8,7
3308,8,7
3309,9,7
3310,14,7
3320,8,7
3321,8,7
3323,14,7
3392,8,7
3393,9,7
3394,9,7
3400,14,7
3414,8,7
3423,9,7
3449,14,7
3485,9,7
3495,14,7
3513,9,7
3531,9,7
3545,8,7
3549,3,7
3565,3,7
3632,2,7
3633,2,7
3642,9,7
3706,3,7
3796,7,8
3804,7,8
3873,7,8
3875,7,8
3954,7,8
3956,7,8
4167,7,8
4314,3,9
4316,3,9
4455,3,9
4721,3,10
4828,3,10
4891,3,10
4966,2,10
4967,2,10
5175,17,11
5179,10,11
5216,10,11
5232,15,11
5235,12,11
5247,3,11
5248,10,11
5272,12,11
5283,10,11
5284,17,11
5299,10,11
5311,3,11
5321,10,11
5325,17,11
5348,17,11
5360,17,11
5363,17,11
5374,12,11
5388,12,11
5393,10,11
5440,12,11
5445,10,11
5449,17,11
5460,12,11
5478,15,11
5497,3,11
5501,12,11
5509,10,11
5526,12,11
5551,10,11
5777,3,12
5779,3,12
5831,3,12
6083,7,13
6084,7,13
6089,8,13
6090,12,13
6092,8,13
6101,9,13
6102,9,13
6103,8,13
6104,8,13
6105,7,13
6107,7,13
6108,3,13
6109,3,13
6117,3,13
6121,7,13
6131,9,13
6133,3,13
6154,11,13
6158,11,13
6161,8,13
6162,8,13
6166,8,13
6170,4,13
6173,8,13
6179,7,13
6180,7,13
6183,7,13
6190,12,13
6195,8,13
6242,7,13
6243,11,13
6253,8,13
6254,13,13
6255,5,13
6256,9,13
6263,12,13
6265,3,13
6285,7,13
6298,5,13
6299,19,13
6300,5,13
6314,3,13
6315,11,13
6316,11,13
6332,7,13
6335,14,13
6336,5,13
6366,4,13
6373,9,13
6374,4,13
6384,8,13
6389,12,13
6401,5,13
6405,9,13
6411,13,13
6417,9,13
6437,4,13
6486,9,13
6488,11,13
6521,11,13
7011,10,15
7014,7,15
7035,3,15
7036,3,15
7040,3,15
7076,7,15
7104,3,15
7108,7,15
7124,10,15
7134,10,15
7136,7,15
7160,7,15
7167,10,15
7196,3,15
7197,7,15
7289,3,15
7300,7,15
7509,10,16
7613,10,16
7615,10,16
7680,10,16
7681,10,16
7722,10,16
7738,10,16
7762,10,16
7820,10,16
7853,10,16
8034,6,17
8044,6,17
8045,6,17
8150,6,17
8176,6,17
8227,6,17
8407,6,18
8416,6,18
8417,6,18
8420,16,18
8421,16,18
8425,15,18
8438,13,18
8439,13,18
8459,12,18
8460,12,18
8481,10,18
8483,10,18
8489,12,18
8491,12,18
8496,11,18
8497,20,18
8498,11,18
8500,6,18
8506,11,18
8508,11,18
8533,7,18
8534,7,18
8568,13,18
8569,14,18
8571,13,18
8579,12,18
8588,10,18
8591,7,18
8593,7,18
8650,6,18
8660,10,18
8662,11,18
8664,15,18
8694,11,18
8695,7,18
8705,12,18
8715,11,18
8716,11,18
8717,16,18
8720,16,18
8726,20,18
8727,16,18
8730,13,18
8737,6,18
8754,7,18
8760,11,18
8763,7,18
8783,13,18
8806,12,18
8829,10,18
8911,3,19
8913,7,19
8978,7,19
8979,7,19
9005,7,19
9008,7,19
9054,7,19
9182,3,19
9184,3,19
9252,7,19
9351,24,20
9354,10,20
9356,24,20
9357,10,20
9358,30,20
9359,30,20
9362,24,20
9375,24,20
9380,13,20
9383,13,20
9391,13,20
9396,11,20
9398,7,20
9406,13,20
9427,24,20
9428,24,20
9431,6,20
9432,6,20
9434,10,20
9446,11,20
9456,10,20
9457,24,20
9477,7,20
9506,7,20
9536,6,20
9542,13,20
9548,24,20
9551,30,20
9552,30,20
9554,7,20
9556,7,20
9569,7,20
9585,30,20
9588,6,20
9595,10,20
9611,11,20
9612,6,20
9613,30,20
9635,7,20
9636,7,20
9643,24,20
9672,6,20
9709,7,20
9818,8,21
9819,8,21
9831,8,21
9842,8,21
9845,8,21
10029,8,21
10042,8,21
10136,8,21
10308,12,22
10317,4,22
10318,4,22
10366,9,22
10368,9,22
10381,12,22
10432,8,22
10433,8,22
10461,5,22
10468,12,22
10477,9,22
10478,9,22
10480,9,22
10481,9,22
10486,5,22
10507,10,22
10508,10,22
10519,10,22
10520,10,22
10521,12,22
10531,9,22
10536,9,22
10568,11,22
10569,5,22
10577,4,22
10580,4,22
10597,5,22
10600,9,22
10601,12,22
10628,4,22
10633,8,22
10642,8,22
10643,8,22
10654,11,22
10671,5,22
10686,4,22
10690,4,22
10711,4,22
11370,6,24
11392,2,24
11393,2,24
11461,6,24
11493,6,24
11608,6,24
11631,6,24
11671,6,24
11702,8,25
11741,8,25
11744,6,25
11745,6,25
11771,8,25
11773,10,25
11774,8,25
11811,10,25
11852,10,25
11853,8,25
11909,8,25
11944,6,25
11991,6,25
11993,6,25
12017,10,25
12024,8,25
12032,6,25
12040,8,25
12041,8,25
12157,2,26
12159,2,26
12162,5,26
12163,5,26
12165,16,26
12175,8,26
12177,8,26
12185,8,26
12186,8,26
12203,16,26
12236,18,26
12244,8,26
12245,8,26
12266,18,26
12268,8,26
12282,8,26
12284,16,26
12291,16,26
12296,18,26
12298,18,26
12300,2,26
12307,8,26
12318,18,26
12322,5,26
12341,16,26
12370,16,26
12371,16,26
12385,18,26
12401,2,26
12402,2,26
12417,8,26
12430,18,26
12453,16,26
12517,16,26
12523,8,26
12546,2,26
12670,13,27
12671,13,27
12674,13,27
12694,21,27
12695,13,27
12696,13,27
12710,21,27
12733,13,27
12734,13,27
12785,13,27
12789,21,27
12791,13,27
12814,13,27
12815,3,27
12816,3,27
12855,21,27
12872,21,27
12876,13,27
12878,21,27
12913,21,27
12935,3,27
12955,13,27
12985,21,27
13003,13,27
13092,14,28
13095,18,28
13096,18,28
13115,5,28
13116,7,28
13117,7,28
13119,14,28
13120,14,28
13121,21,28
13122,5,28
13123,5,28
13137,7,28
13138,7,28
13139,5,28
13140,5,28
13141,25,28
13149,12,28
13151,14,28
13164,5,28
13167,11,28
13168,25,28
13178,10,28
13179,7,28
13181,10,28
13199,12,28
13210,11,28
13211,11,28
13238,21,28
13242,14,28
13244,14,28
13250,10,28
13253,7,28
13257,11,28
13261,11,28
13262,11,28
13269,18,28
13270,25,28
13281,21,28
13282,21,28
13300,5,28
13306,14,28
13325,5,28
13334,21,28
13335,21,28
13357,7,28
13365,5,28
13385,25,28
13415,11,28
13420,10,28
13437,25,28
13447,14,28
13465,21,28
13466,21,28
13474,11,28
13494,11,28
13502,5,28
13509,14,28
13515,11,28
13555,14,29
13564,6,29
13566,6,29
13577,2,29
13578,2,29
13592,6,29
13593,6,29
13613,6,29
13614,6,29
13635,6,29
13646,2,29
13647,2,29
13669,14,29
13671,14,29
13675,14,29
13676,14,29
13686,5,29
13726,7,29
13727,9,29
13728,7,29
13747,14,29
13752,14,29
13754,14,29
13756,9,29
13757,9,29
13758,14,29
13765,14,29
13774,14,29
13796,6,29
13797,6,29
13818,6,29
13837,9,29
13838,5,29
13846,16,29
13847,16,29
13851,5,29
13857,5,29
13859,14,29
13867,14,29
13870,14,29
13873,6,29
13876,6,29
13887,16,29
13931,7,29
13932,5,29
13939,12,29
13977,14,29
14038,7,30
14051,7,30
14057,10,30
14059,17,30
14060,11,30
14061,10,30
14073,11,30
14077,17,30
14096,7,30
14098,7,30
14101,11,30
14102,11,30
14113,11,30
14135,11,30
14138,8,30
14140,8,30
14165,10,30
14180,5,30
14183,11,30
14188,5,30
14189,5,30
14194,11,30
14196,11,30
14211,10,30
14216,11,30
14238,2,30
14247,17,30
14312,7,30
14346,10,30
14351,10,30
14373,10,30
14374,10,30
14377,5,30
14388,10,30
14397,2,30
14405,10,30
14406,10,30
14416,11,30
14428,5,30
14436,10,30
14452,7,30
14453,11,30
14476,10,30
14493,11,30
14496,7,30
