,cycle_length,sim_id
9,2,0
10,2,0
24,4,0
25,4,0
26,7,0
33,7,0
35,4,0
41,7,0
42,7,0
63,7,0
64,4,0
79,3,1
83,2,1
86,7,1
87,5,1
89,4,1
91,4,1
93,4,1
98,2,1
99,2,1
102,3,1
106,4,1
108,5,1
109,3,1
113,5,1
115,6,1
116,4,1
117,3,1
120,6,1
121,6,1
124,7,1
125,3,1
128,6,1
129,2,1
130,6,1
133,6,1
134,6,1
135,6,1
144,6,1
162,2,2
163,2,2
174,4,2
176,3,2
179,4,2
187,4,2
195,3,2
198,5,2
202,4,2
203,4,2
205,4,2
207,4,2
211,3,2
228,3,2
235,3,2
247,2,3
248,2,3
250,4,3
251,2,3
252,2,3
254,2,3
258,4,3
259,8,3
261,4,3
262,7,3
264,5,3
271,8,3
280,8,3
286,7,3
287,7,3
290,4,3
293,4,3
297,8,3
304,7,3
313,8,3
314,4,3
318,7,3
413,4,5
414,3,5
416,6,5
418,7,5
419,7,5
424,5,5
425,5,5
428,8,5
431,7,5
432,7,5
434,7,5
435,8,5
437,8,5
438,8,5
439,7,5
447,5,5
448,2,5
450,5,5
452,2,5
453,5,5
454,5,5
459,3,5
463,6,5
464,8,5
465,8,5
466,3,5
467,7,5
468,5,5
470,5,5
471,5,5
473,7,5
475,7,5
477,5,5
498,6,6
499,6,6
502,10,6
508,4,6
509,4,6
513,6,6
518,11,6
522,6,6
523,7,6
524,7,6
525,10,6
526,10,6
528,10,6
529,10,6
532,11,6
533,11,6
534,9,6
539,6,6
544,11,6
545,10,6
548,6,6
549,9,6
555,10,6
557,4,6
561,4,6
564,7,6
582,11,7
587,11,7
588,3,7
589,7,7
591,3,7
592,3,7
599,7,7
603,5,7
607,5,7
608,5,7
610,5,7
616,7,7
618,7,7
628,3,7
643,9,7
644,5,7
647,9,7
657,9,7
659,7,7
664,6,8
667,6,8
668,7,8
670,3,8
673,6,8
685,8,8
689,7,8
690,7,8
695,7,8
696,7,8
698,5,8
707,2,8
708,2,8
709,4,8
712,7,8
713,7,8
714,5,8
715,5,8
716,8,8
718,6,8
719,5,8
722,7,8
724,7,8
725,8,8
731,4,8
733,7,8
734,6,8
737,6,8
741,4,8
742,7,8
744,4,8
829,5,10
831,3,10
838,5,10
842,5,10
844,3,10
846,3,10
847,3,10
855,3,10
868,3,10
900,5,10
902,2,10
904,2,10
924,2,11
925,11,11
927,2,11
930,5,11
939,5,11
940,8,11
941,5,11
942,11,11
943,3,11
947,11,11
948,11,11
951,11,11
954,3,11
955,5,11
957,3,11
958,3,11
961,8,11
963,3,11
964,9,11
965,3,11
966,3,11
967,5,11
976,3,11
978,11,11
984,3,11
988,11,11
990,3,11
993,3,11
994,9,11
995,11,11
1013,2,12
1017,2,12
1023,6,12
1032,6,12
1036,4,12
1046,4,12
1049,3,12
1056,6,12
1057,6,12
1059,2,12
1060,2,12
1062,6,12
1063,6,12
1076,6,12
1091,5,13
1093,5,13
1095,5,13
1097,4,13
1098,4,13
1115,4,13
1116,4,13
1119,4,13
1128,5,13
1132,5,13
1142,4,13
1148,4,13
1149,5,13
1161,4,13
1164,5,13
1177,3,14
1179,3,14
1184,2,14
1185,3,14
1208,2,14
1221,2,14
1232,2,14
1353,3,16
1366,3,16
1373,3,16
1398,3,16
1399,3,16
1417,6,17
1418,2,17
1422,6,17
1424,3,17
1426,3,17
1427,5,17
1430,4,17
1431,3,17
1432,6,17
1435,4,17
1436,4,17
1444,6,17
1446,5,17
1449,2,17
1454,6,17
1476,5,17
1489,4,17
1508,3,18
1515,3,18
1520,3,18
1606,2,19
1636,2,19
1646,2,19
1681,5,20
1682,5,20
1685,5,20
1698,4,20
1706,5,20
1720,5,20
1726,4,20
1727,4,20
1737,4,20
1761,7,21
1770,2,21
1780,2,21
1801,7,21
1814,7,21
1823,2,21
1832,3,21
1836,7,21
1845,6,22
1853,3,22
1854,3,22
1858,14,22
1859,6,22
1860,2,22
1861,2,22
1866,9,22
1867,9,22
1874,6,22
1875,6,22
1876,6,22
1878,14,22
1879,5,22
1880,5,22
1885,5,22
1889,14,22
1890,14,22
1895,3,22
1919,8,23
1920,4,23
1925,7,23
1929,4,23
1934,7,23
1937,3,23
1939,3,23
1959,9,23
1960,4,23
1962,7,23
1967,4,23
1968,3,23
1972,7,23
1982,7,23
1987,7,23
1988,7,23
2006,6,24
2010,2,24
2013,2,24
2014,8,24
2015,7,24
2033,7,24
2041,6,24
2042,4,24
2045,4,24
2046,7,24
2052,2,24
2053,2,24
2066,6,24
2089,7,25
2090,6,25
2097,2,25
2099,3,25
2100,3,25
2110,6,25
2112,6,25
2114,7,25
2115,3,25
2122,6,25
2129,3,25
2131,2,25
2135,7,25
2136,7,25
2138,6,25
2141,7,25
2167,6,25
2188,5,26
2191,5,26
2192,5,26
2197,5,26
2210,5,26
2217,5,26
2222,5,26
2224,5,26
2262,8,27
2268,8,27
2269,8,27
2270,8,27
2271,8,27
2272,8,27
2288,8,27
2294,8,27
2353,11,28
2354,4,28
2355,5,28
2359,4,28
2363,6,28
2365,4,28
2375,5,28
2378,3,28
2379,3,28
2380,2,28
2381,4,28
2382,6,28
2385,6,28
2386,3,28
2387,6,28
2388,5,28
2389,5,28
2392,4,28
2394,4,28
2405,4,28
2406,2,28
2410,4,28
2418,4,28
2436,4,29
2438,4,29
2447,4,29
2453,4,29
2456,4,29
2475,8,29
2492,8,29
2494,4,29
2504,4,29
2522,6,30
2523,5,30
2524,6,30
2525,6,30
2527,6,30
2529,3,30
2530,5,30
2531,6,30
2534,5,30
2535,5,30
2536,5,30
2537,6,30
2539,6,30
2541,5,30
2544,5,30
2545,7,30
2546,6,30
2550,5,30
2551,5,30
2552,12,30
2553,5,30
2554,5,30
2557,3,30
2558,6,30
2560,5,30
2562,6,30
2563,9,30
2564,5,30
2566,3,30
2568,6,30
2569,5,30
2570,5,30
2572,5,30
2574,6,30
2577,5,30
2578,5,30
2584,6,30
2585,7,30
2586,5,30
2589,8,30
2592,7,30
2594,7,30
2600,5,30
2601,5,30
2605,5,31
2607,5,31
2652,5,31
2653,5,31
2663,5,31
2774,2,33
2777,3,33
2778,2,33
2781,3,33
2782,3,33
2783,3,33
2784,10,33
2785,10,33
2786,4,33
2787,5,33
2788,4,33
2790,5,33
2791,5,33
2797,3,33
2807,4,33
2808,5,33
2809,3,33
2811,6,33
2813,9,33
2814,5,33
2816,4,33
2817,4,33
2818,4,33
2819,4,33
2827,5,33
2828,3,33
2829,5,33
2833,6,33
2840,5,33
2860,4,33
2874,3,34
2883,3,34
2885,3,34
2947,2,35
2955,3,35
2958,3,35
2959,3,35
2972,2,35
2973,4,35
2980,4,35
3016,9,36
3019,3,36
3020,2,36
3022,3,36
3023,11,36
3025,9,36
3026,9,36
3028,11,36
3034,9,36
3035,9,36
3037,9,36
3039,11,36
3041,9,36
3045,2,36
3047,9,36
3049,3,36
3053,11,36
3054,11,36
3056,10,36
3057,11,36
3064,14,36
3065,14,36
3066,14,36
3069,9,36
3071,14,36
3075,10,36
3076,15,36
3081,15,36
3084,14,36
3091,11,36
3094,4,37
3095,9,37
3096,5,37
3097,4,37
3098,6,37
3100,7,37
3101,8,37
3107,5,37
3108,5,37
3115,4,37
3118,5,37
3123,4,37
3124,5,37
3125,5,37
3130,9,37
3132,8,37
3133,6,37
3135,9,37
3136,9,37
3146,13,37
3150,6,37
3152,5,37
3153,13,37
3157,8,37
3159,8,37
3161,8,37
3167,8,37
3174,5,37
3176,5,37
3181,5,38
3186,7,38
3187,7,38
3195,4,38
3197,4,38
3201,2,38
3204,7,38
3206,7,38
3209,2,38
3211,5,38
3230,5,38
3243,5,38
3245,5,38
3247,5,38
3248,5,38
3272,3,39
3278,6,39
3279,4,39
3280,8,39
3281,4,39
3283,4,39
3284,8,39
3290,8,39
3301,6,39
3302,3,39
3305,3,39
3309,8,39
3310,6,39
3312,8,39
3338,4,39
3358,5,40
3359,5,40
3366,5,40
3367,5,40
3379,8,40
3385,8,40
3389,8,40
3392,8,40
3393,8,40
3408,8,40
3420,5,40
3439,2,41
3441,2,41
3516,2,42
3518,4,42
3522,5,42
3523,3,42
3530,3,42
3531,3,42
3534,9,42
3536,5,42
3538,10,42
3543,6,42
3548,7,42
3550,5,42
3551,3,42
3554,4,42
3559,3,42
3562,11,42
3563,11,42
3568,4,42
3569,3,42
3570,6,42
3577,2,42
3582,6,42
3583,9,42
3605,3,43
3606,6,43
3607,6,43
3621,6,43
3622,6,43
3623,5,43
3664,6,43
3669,6,43
3672,3,43
3674,5,43
3681,3,43
3682,5,43
3691,3,44
3692,7,44
3693,3,44
3697,5,44
3700,5,44
3702,5,44
3735,7,44
3738,3,44
3748,3,44
3752,3,44
3753,3,44
3782,3,45
3787,3,45
3793,2,45
3798,2,45
3855,12,46
3859,12,46
3861,4,46
3864,4,46
3870,7,46
3874,7,46
3876,12,46
3879,12,46
3884,9,46
3887,7,46
3888,2,46
3889,2,46
3893,5,46
3896,12,46
3897,4,46
3899,4,46
3908,9,46
3909,9,46
3911,5,46
3913,7,46
3914,5,46
3915,7,46
3916,7,46
3920,4,46
3921,5,46
3963,2,47
3970,2,47
4022,5,48
4023,5,48
4024,4,48
