,cycle_length,sim_id
30,4,0
74,4,0
75,4,0
247,4,0
248,4,0
275,4,0
281,4,0
333,4,0
1250,3,2
1310,3,2
1345,3,2
1616,9,3
1617,8,3
1619,8,3
1623,2,3
1638,2,3
1660,9,3
1662,9,3
1667,9,3
1694,8,3
1701,8,3
1702,8,3
1720,17,3
1737,12,3
1739,12,3
1744,8,3
1751,12,3
1757,17,3
1762,2,3
1788,8,3
1805,8,3
1885,9,3
1886,2,3
1910,8,3
1921,9,3
1923,9,3
1930,8,3
1938,17,3
1941,17,3
1947,8,3
1967,12,3
1974,17,3
1975,12,3
1976,12,3
1997,9,3
2010,12,3
2031,8,3
2034,8,3
2057,17,3
2078,17,3
2175,6,4
2223,7,4
2232,6,4
2235,7,4
2239,7,4
2264,7,4
2308,7,4
2317,6,4
2335,4,4
2337,7,4
2343,7,4
2366,7,4
2396,4,4
2503,7,4
2504,7,4
2505,7,4
2508,6,4
2510,6,4
2519,7,4
2521,6,4
2550,4,4
2555,7,4
2571,7,4
2640,4,4
2687,15,5
2689,15,5
2705,10,5
2724,5,5
2730,14,5
2734,14,5
2747,14,5
2785,14,5
2806,19,5
2809,19,5
2820,15,5
2871,5,5
2875,10,5
2876,10,5
2890,10,5
2898,14,5
2899,5,5
2902,10,5
2903,10,5
2975,5,5
2981,5,5
3024,10,5
3026,10,5
3073,10,5
3103,14,5
3107,19,5
3113,10,5
3169,15,5
3170,15,5
3275,8,6
3298,12,6
3300,8,6
3317,8,6
3318,8,6
3360,12,6
3378,8,6
3379,8,6
3450,8,6
3451,8,6
3473,8,6
3481,12,6
3535,8,6
3536,8,6
3577,8,6
3580,8,6
3585,8,6
3617,8,6
3618,8,6
3664,3,6
3665,3,6
3666,3,6
3746,12,6
4924,5,9
5078,5,9
5256,5,9
5286,5,9
5288,5,9
5452,10,10
5478,10,10
5509,10,10
5515,10,10
5517,10,10
5586,10,10
5595,10,10
5667,2,10
5725,10,10
5726,10,10
5800,2,10
5889,10,10
5993,8,11
6000,6,11
6010,10,11
6020,14,11
6022,14,11
6036,15,11
6037,15,11
6042,11,11
6043,15,11
6044,8,11
6049,6,11
6051,8,11
6052,6,11
6053,12,11
6055,8,11
6056,5,11
6057,5,11
6058,14,11
6061,10,11
6062,10,11
6063,11,11
6064,11,11
6079,8,11
6083,8,11
6085,9,11
6086,7,11
6098,7,11
6104,7,11
6107,14,11
6109,5,11
6122,6,11
6126,9,11
6131,10,11
6137,5,11
6144,7,11
6145,16,11
6146,10,11
6149,14,11
6152,14,11
6172,8,11
6197,10,11
6209,10,11
6210,8,11
6212,11,11
6227,3,11
6228,3,11
6243,13,11
6244,13,11
6253,12,11
6254,12,11
6268,6,11
6269,9,11
6299,3,11
6336,16,11
6337,16,11
6344,7,11
6348,8,11
6349,6,11
6354,5,11
6364,16,11
6396,15,11
6397,10,11
6447,7,11
6481,12,11
6530,11,12
6532,10,12
6534,10,12
6536,10,12
6539,11,12
6547,10,12
6549,10,12
6554,10,12
6555,10,12
