,cycle_length,sim_id
55,3,0
219,3,0
222,3,0
382,10,1
383,10,1
398,8,1
409,6,1
419,13,1
426,13,1
443,10,1
458,10,1
459,10,1
460,6,1
461,6,1
462,8,1
481,13,1
494,6,1
496,6,1
505,13,1
508,13,1
521,13,1
525,10,1
535,3,1
536,3,1
537,10,1
540,13,1
549,3,1
623,6,1
638,13,1
665,17,1
666,17,1
686,13,1
694,10,1
714,10,1
770,10,1
781,5,2
806,5,2
817,7,2
818,7,2
844,5,2
845,5,2
978,2,2
997,5,2
1030,7,2
1085,2,2
1182,11,3
1183,10,3
1221,2,3
1231,10,3
1235,14,3
1267,10,3
1286,14,3
1287,14,3
1291,11,3
1309,10,3
1310,10,3
1312,11,3
1313,11,3
1322,11,3
1323,11,3
1344,10,3
1362,10,3
1400,11,3
1410,10,3
1449,2,3
1468,10,3
1508,11,3
1509,14,3
1527,10,3
1550,2,4
1598,2,4
1800,2,4
1850,2,4
2372,4,6
2373,4,6
2473,4,6
2518,6,6
2519,6,6
2579,6,6
2581,6,6
2600,6,6
2646,6,6
2671,4,6
2731,22,7
2733,23,7
2734,2,7
2746,10,7
2748,10,7
2750,5,7
2752,19,7
2759,2,7
2764,19,7
2767,19,7
2776,21,7
2778,21,7
2787,14,7
2790,19,7
2791,5,7
2793,19,7
2796,20,7
2797,20,7
2799,10,7
2809,11,7
2823,19,7
2826,14,7
2827,14,7
2832,5,7
2834,5,7
2835,10,7
2844,7,7
2846,7,7
2850,21,7
2851,19,7
2854,19,7
2859,22,7
2887,22,7
2888,7,7
2889,19,7
2890,19,7
2893,10,7
2895,10,7
2896,10,7
2897,14,7
2901,10,7
2903,2,7
2910,17,7
2915,17,7
2928,11,7
2932,10,7
2933,10,7
2941,21,7
2949,8,7
2950,20,7
2951,20,7
2956,19,7
2973,7,7
2974,11,7
2977,14,7
2987,14,7
2999,5,7
3010,19,7
3011,22,7
3012,7,7
3025,22,7
3044,14,7
3048,19,7
3059,21,7
3071,2,7
3133,5,8
3154,6,8
3155,6,8
3218,6,8
