,cycle_length,sim_id
0,9,0
1,4,0
2,2,0
7,4,0
8,7,0
9,6,0
10,4,0
13,6,0
14,6,0
15,10,0
17,14,0
18,9,0
21,8,0
22,7,0
27,6,0
30,6,0
31,6,0
36,2,0
38,8,0
39,7,0
43,6,0
46,4,0
54,6,0
55,6,0
57,6,0
58,6,0
59,4,0
62,6,0
63,7,0
65,6,0
68,7,0
70,5,0
71,4,0
91,2,1
92,2,1
94,6,1
95,4,1
96,6,1
97,4,1
98,8,1
102,5,1
103,5,1
105,8,1
107,7,1
108,4,1
109,5,1
110,5,1
111,10,1
112,2,1
118,10,1
119,10,1
123,8,1
124,3,1
125,3,1
126,5,1
127,5,1
128,5,1
131,5,1
133,5,1
134,5,1
140,3,1
142,7,1
143,4,1
145,11,1
147,4,1
153,5,1
158,4,1
160,4,1
170,2,1
188,7,2
192,3,2
194,3,2
206,7,2
208,7,2
216,7,2
222,7,2
226,3,2
231,7,2
269,3,3
271,7,3
272,5,3
273,3,3
276,4,3
277,9,3
278,4,3
279,6,3
281,3,3
282,5,3
283,5,3
284,4,3
287,5,3
291,4,3
292,6,3
294,6,3
303,4,3
306,11,3
307,9,3
308,4,3
309,4,3
310,5,3
319,5,3
325,7,3
338,5,3
343,10,3
344,5,3
345,11,3
347,9,3
348,10,3
364,6,4
365,6,4
375,6,4
379,6,4
385,15,4
386,6,4
387,17,4
388,5,4
389,5,4
393,5,4
394,9,4
395,5,4
400,5,4
401,5,4
402,5,4
403,5,4
405,6,4
410,6,4
413,17,4
414,17,4
419,6,4
420,6,4
424,9,4
427,5,4
428,19,4
435,6,4
437,5,4
439,5,4
445,6,5
446,2,5
447,12,5
448,4,5
449,8,5
450,5,5
452,4,5
453,2,5
454,8,5
457,2,5
459,8,5
461,2,5
469,3,5
471,2,5
472,3,5
473,6,5
479,4,5
482,4,5
489,2,5
493,2,5
498,6,5
500,4,5
501,4,5
504,3,5
511,3,5
512,3,5
516,4,5
517,4,5
518,8,5
522,12,5
524,10,5
533,4,6
535,4,6
539,3,6
543,5,6
544,3,6
545,4,6
548,3,6
549,5,6
552,5,6
553,3,6
561,6,6
565,6,6
568,8,6
569,3,6
571,4,6
573,5,6
576,6,6
578,6,6
579,8,6
582,2,6
589,6,6
591,4,6
592,8,6
593,8,6
594,2,6
597,3,6
604,3,6
607,5,6
622,7,7
627,7,7
630,2,7
637,12,7
638,8,7
644,7,7
645,7,7
650,5,7
651,2,7
654,8,7
655,2,7
656,8,7
661,4,7
662,4,7
667,8,7
668,3,7
672,2,7
673,5,7
678,3,7
683,4,7
684,3,7
688,8,7
690,6,7
703,5,7
707,6,8
708,6,8
709,6,8
710,4,8
721,4,8
738,2,8
739,2,8
748,6,8
749,6,8
771,6,8
782,4,8
794,6,8
802,9,9
803,7,9
804,4,9
805,4,9
806,2,9
809,3,9
810,5,9
811,5,9
812,5,9
813,2,9
815,4,9
816,12,9
817,2,9
818,4,9
820,8,9
821,2,9
822,7,9
823,7,9
826,3,9
828,5,9
831,2,9
832,7,9
833,7,9
834,7,9
835,7,9
836,5,9
838,4,9
839,4,9
840,3,9
841,5,9
842,5,9
845,4,9
849,2,9
850,7,9
856,7,9
861,7,9
862,7,9
875,2,9
876,2,9
877,7,9
880,3,9
881,7,9
885,4,9
886,7,9
887,7,9
891,10,10
892,10,10
893,4,10
895,4,10
899,9,10
901,9,10
902,14,10
903,4,10
904,13,10
907,4,10
909,4,10
914,9,10
916,4,10
917,3,10
920,3,10
926,14,10
927,10,10
930,14,10
931,14,10
936,4,10
943,3,10
949,9,10
950,9,10
952,13,10
967,4,10
968,8,10
984,15,11
988,5,11
990,5,11
991,6,11
992,4,11
994,4,11
998,5,11
1006,4,11
1011,6,11
1012,3,11
