,cycle_length,sim_id
5,9,0
27,3,0
86,9,0
87,9,0
107,9,0
127,9,0
201,3,0
202,3,0
235,9,0
254,9,0
295,9,0
303,9,0
330,7,1
343,17,1
344,17,1
347,11,1
348,10,1
351,10,1
363,17,1
365,11,1
366,6,1
369,9,1
370,6,1
372,6,1
375,10,1
380,6,1
381,6,1
382,12,1
383,6,1
384,14,1
387,2,1
388,2,1
391,9,1
394,9,1
395,9,1
397,11,1
404,10,1
406,10,1
411,10,1
413,10,1
424,6,1
425,6,1
429,2,1
431,10,1
434,6,1
435,18,1
436,17,1
441,11,1
444,10,1
445,10,1
448,10,1
449,10,1
463,17,1
467,17,1
468,17,1
469,10,1
472,7,1
476,12,1
478,7,1
482,10,1
489,9,1
490,9,1
494,6,1
499,10,1
500,9,1
501,9,1
503,10,1
504,17,1
505,11,1
512,10,1
513,10,1
515,2,1
517,11,1
519,7,1
520,7,1
522,7,1
528,11,1
538,9,1
552,6,1
567,18,1
569,9,1
580,6,1
587,9,1
596,14,1
620,7,1
646,8,2
654,8,2
698,3,2
699,8,2
700,8,2
716,3,2
754,8,2
776,8,2
797,8,2
803,3,2
861,8,2
926,4,3
927,3,3
945,5,3
946,5,3
956,3,3
1017,5,3
1018,5,3
1022,5,3
1143,3,3
1265,14,4
1266,14,4
1277,5,4
1279,5,4
1281,14,4
1284,5,4
1290,9,4
1291,7,4
1295,14,4
1298,14,4
1299,5,4
1300,5,4
1301,6,4
1308,5,4
1309,5,4
1312,6,4
1313,6,4
1317,7,4
1318,10,4
1319,7,4
1320,5,4
1324,6,4
1327,5,4
1328,8,4
1332,6,4
1351,7,4
1361,6,4
1373,6,4
1374,6,4
1376,14,4
1380,7,4
1382,7,4
1385,12,4
1387,7,4
1390,5,4
1395,9,4
1435,5,4
1437,5,4
1443,6,4
1444,6,4
1456,8,4
1468,14,4
1481,8,4
1491,8,4
1493,9,4
1533,9,5
1534,9,5
1549,5,5
1550,5,5
1552,9,5
1560,10,5
1563,16,5
1571,9,5
1573,16,5
1577,5,5
1578,5,5
1579,16,5
1581,16,5
1584,4,5
1585,5,5
1586,4,5
1587,5,5
1588,19,5
1589,5,5
1601,9,5
1616,16,5
1619,5,5
1621,13,5
1623,13,5
1645,9,5
1653,13,5
1665,9,5
1668,16,5
1675,4,5
1676,4,5
1678,4,5
1685,5,5
1687,16,5
1691,9,5
1692,9,5
1695,9,5
1700,13,5
1708,10,5
1720,13,5
1727,10,5
1728,4,5
1729,4,5
1730,9,5
1777,4,5
1806,13,5
1808,16,5
1809,13,5
1831,13,5
1841,6,6
1842,5,6
1848,7,6
1849,7,6
1863,11,6
1864,11,6
1872,5,6
1873,5,6
1908,7,6
1918,7,6
1952,11,6
2032,9,6
2059,7,6
2062,6,6
2078,6,6
2103,5,6
2105,5,6
2117,9,6
2223,5,7
2224,5,7
2235,5,7
2243,5,7
2256,5,7
2555,2,8
2556,2,8
2767,14,9
2768,14,9
2779,14,9
2795,4,9
2796,4,9
2814,14,9
2815,14,9
2817,9,9
2825,9,9
2828,4,9
2835,5,9
2844,15,9
2857,9,9
2865,15,9
2868,15,9
2890,15,9
2891,14,9
2900,5,9
2902,5,9
2905,15,9
2913,4,9
2925,5,9
2928,4,9
2929,4,9
2959,4,9
2994,9,9
2996,15,9
3024,4,9
3026,5,9
3054,16,10
3057,14,10
3074,8,10
3075,8,10
3076,8,10
3092,15,10
3098,14,10
3099,14,10
3110,24,10
3111,24,10
3115,8,10
3121,5,10
3122,2,10
3131,14,10
3133,24,10
3134,14,10
3135,8,10
3144,2,10
3151,24,10
3158,24,10
3166,24,10
3167,24,10
3173,8,10
3190,16,10
3192,8,10
3220,24,10
3252,14,10
3268,8,10
3291,5,10
3292,5,10
3293,15,10
3296,5,10
3319,5,10
3327,15,10
3334,15,10
3335,14,10
3343,14,10
3366,9,11
3368,9,11
3387,9,11
3388,9,11
3412,3,11
3425,9,11
3444,9,11
3447,11,11
3452,11,11
3454,9,11
3455,9,11
3469,3,11
3471,3,11
3479,11,11
3493,3,11
3503,11,11
3504,11,11
3508,9,11
3517,9,11
3518,9,11
3520,9,11
3533,9,11
3537,11,11
3558,11,11
3561,11,11
3570,9,11
3573,9,11
3579,11,11
3605,3,11
3615,11,11
3616,3,11
3618,11,11
3629,9,11
3641,9,11
3713,2,12
3769,2,12
4303,7,14
4304,7,14
4305,7,14
4307,4,14
4318,7,14
4326,7,14
4350,15,14
4361,6,14
4362,6,14
4363,11,14
4364,11,14
4370,6,14
4379,4,14
4380,7,14
4381,4,14
4387,13,14
4390,13,14
4398,11,14
4399,6,14
4403,13,14
4404,13,14
4413,7,14
4414,7,14
4416,7,14
4430,13,14
4460,5,14
4461,5,14
4468,12,14
4479,6,14
4481,4,14
4484,6,14
4490,7,14
4496,5,14
4511,7,14
4516,5,14
4519,5,14
4585,3,15
4623,3,15
4647,3,15
4769,2,15
4771,2,15
4885,5,16
4886,3,16
4887,3,16
4916,6,16
4917,3,16
4994,2,16
4995,2,16
4998,6,16
4999,6,16
5108,6,16
5110,5,16
5113,6,16
5118,5,16
5269,3,17
5271,3,17
5394,3,17
5483,16,18
5488,4,18
5494,19,18
5496,16,18
5500,16,18
5508,8,18
5511,8,18
5512,8,18
5513,8,18
5524,15,18
5525,15,18
5544,8,18
5554,8,18
5571,4,18
5575,3,18
5587,3,18
5600,15,18
5601,15,18
5626,3,18
5628,15,18
5630,15,18
5641,15,18
5665,15,18
5696,15,18
5699,8,18
5726,15,18
5735,15,18
5736,15,18
5744,8,18
5821,5,19
5825,5,19
5842,5,19
5863,5,19
5864,5,19
5868,5,19
5880,5,19
5883,5,19
5918,2,19
5977,5,19
5986,5,19
6073,2,19
6112,3,20
6130,3,20
6131,3,20
6133,3,20
6136,3,20
6154,3,20
6431,4,21
6449,2,21
6451,2,21
6465,3,21
6467,3,21
6495,4,21
6496,4,21
6538,4,21
6641,3,21
6710,6,22
6711,6,22
6712,12,22
6724,6,22
6727,3,22
6752,3,22
6755,12,22
6773,12,22
6824,3,22
6827,3,22
6828,3,22
6834,6,22
6843,3,22
6844,6,22
6849,6,22
7020,14,23
7021,20,23
7023,13,23
7027,20,23
7034,13,23
7035,13,23
7046,13,23
7052,13,23
7059,13,23
7060,13,23
7068,13,23
7085,13,23
7105,13,23
7112,14,23
7113,14,23
7153,14,23
7172,13,23
7179,20,23
7190,14,23
7200,14,23
7201,14,23
7206,20,23
7213,13,23
7233,14,23
7255,13,23
7256,13,23
7261,13,23
7275,13,23
7325,5,24
7326,5,24
7329,4,24
7330,7,24
7331,4,24
7337,9,24
7339,9,24
7347,4,24
7353,11,24
7355,7,24
7360,6,24
7362,3,24
7364,7,24
7365,3,24
7366,9,24
7378,12,24
7380,12,24
7389,2,24
7391,2,24
7393,7,24
7411,9,24
7412,9,24
7413,11,24
7423,7,24
7471,9,24
7472,9,24
7485,9,24
7487,7,24
7502,9,24
7514,3,24
7515,4,24
7530,5,24
7554,5,24
7566,12,24
7690,4,25
7694,4,25
7744,2,25
7745,2,25
7784,4,25
7808,4,25
8010,5,26
8037,5,26
8039,5,26
8080,2,26
8081,2,26
8116,5,26
8145,5,26
8270,5,27
8271,3,27
8274,2,27
8275,2,27
8300,5,27
8322,6,27
8380,6,27
8407,6,27
8408,6,27
8417,6,27
8419,3,27
8421,3,27
8465,3,27
8476,6,27
8865,2,29
8866,12,29
8867,12,29
8891,12,29
8892,12,29
8905,15,29
8906,15,29
8937,15,29
8938,15,29
8948,12,29
8956,15,29
8963,12,29
8986,4,29
9041,12,29
9042,12,29
9043,3,29
9044,3,29
9050,4,29
9052,12,29
9065,3,29
9072,3,29
9073,15,29
9074,12,29
9077,2,29
9094,14,29
9096,14,29
9102,4,29
9111,15,29
9117,3,29
9121,12,29
9128,3,29
9132,12,29
9201,3,30
9202,3,30
9205,4,30
9209,14,30
9211,6,30
9212,6,30
9220,8,30
9221,8,30
9257,14,30
9258,3,30
9262,13,30
9264,13,30
9268,15,30
9269,15,30
9279,15,30
9280,15,30
9287,13,30
9292,6,30
9293,13,30
9294,6,30
9302,3,30
9303,3,30
9310,13,30
9338,14,30
9353,3,30
9396,14,30
9400,15,30
9422,15,30
9428,13,30
9432,13,30
9433,13,30
9436,6,30
9441,6,30
9462,13,30
9464,13,30
9538,5,31
9539,5,31
9554,4,31
9555,8,31
9565,5,31
9572,4,31
9583,6,31
9585,5,31
9586,8,31
9588,13,31
9597,5,31
9612,6,31
9613,6,31
9614,8,31
9617,8,31
9624,5,31
9627,4,31
9636,5,31
9642,5,31
9646,5,31
9659,8,31
9670,8,31
9674,6,31
9677,6,31
9700,8,31
9707,6,31
9708,4,31
9729,6,31
9730,11,31
9749,13,31
9750,13,31
9767,11,31
9768,11,31
9819,3,32
9821,3,32
9942,2,32
9944,2,32
10024,3,32
10147,11,33
10151,11,33
10153,11,33
10160,11,33
10172,11,33
10194,11,33
10210,11,33
10242,11,33
10281,11,33
10306,11,33
10405,11,33
10739,9,35
10740,4,35
10764,5,35
10765,9,35
10766,9,35
10774,13,35
10785,13,35
10786,5,35
10787,4,35
10800,9,35
10802,9,35
10856,9,35
10869,3,35
10880,13,35
10881,9,35
10885,7,35
10887,7,35
10904,4,35
10916,13,35
10921,3,35
10976,3,35
10977,13,35
10985,13,35
11017,4,35
11064,6,36
11065,6,36
11133,6,36
11215,6,36
11265,6,36
11305,6,36
11355,4,37
11356,4,37
11396,2,37
11427,2,37
11474,4,37
11529,4,37
11652,4,38
11654,4,38
11667,2,38
11668,2,38
11676,2,38
11677,2,38
11735,4,38
11901,4,38
11968,8,39
12006,8,39
12011,8,39
12054,8,39
12065,8,39
12071,10,39
12073,8,39
12161,8,39
12181,8,39
12189,10,39
12293,6,40
12294,6,40
12315,10,40
12316,10,40
12319,6,40
12363,6,40
12364,6,40
12382,10,40
12383,10,40
12389,2,40
12406,11,40
12469,2,40
12536,6,40
12600,7,41
12631,7,41
12632,7,41
12647,7,41
12648,7,41
12652,5,41
12661,7,41
12663,7,41
12673,2,41
12675,2,41
12698,3,41
12699,3,41
12704,4,41
12705,4,41
12726,2,41
12792,2,41
12808,5,41
12819,4,41
12829,4,41
12856,3,41
12941,7,42
12947,7,42
12963,7,42
12964,7,42
12975,7,42
13082,2,42
13083,2,42
13150,7,42
13152,7,42
13226,6,43
13234,2,43
13235,2,43
13260,6,43
13271,6,43
13286,6,43
13287,6,43
13387,2,43
13388,2,43
13395,6,43
13582,3,44
13583,3,44
13584,7,44
13588,7,44
13589,7,44
13603,11,44
13605,11,44
13615,2,44
13632,7,44
13635,7,44
13668,11,44
13669,11,44
13700,7,44
13702,11,44
13703,7,44
13718,11,44
13751,3,44
13788,2,44
13864,4,45
13865,4,45
13895,6,45
13916,6,45
13917,6,45
13932,4,45
13939,6,45
13951,3,45
13952,3,45
13967,6,45
14029,4,45
14038,6,45
14083,3,45
14252,2,46
14253,2,46
14311,2,46
14323,2,46
14675,3,47
14677,3,47
14701,3,47
14775,9,48
14791,9,48
14793,9,48
14795,9,48
14828,9,48
14841,9,48
14843,9,48
14866,9,48
15024,9,48
15481,5,50
15484,5,50
15544,5,50
15616,5,50
15617,5,50
15726,2,51
15727,2,51
15741,4,51
15789,4,51
15790,4,51
15904,4,51
15995,8,52
15997,8,52
16008,14,52
16013,14,52
16025,8,52
16032,3,52
16035,3,52
16089,8,52
16106,8,52
16117,8,52
16134,14,52
16137,3,52
16166,14,52
16194,14,52
16234,8,52
16269,8,52
16270,14,52
16350,5,53
16351,5,53
16378,4,53
16399,4,53
16418,5,53
16439,5,53
16486,4,53
16557,5,53
16584,4,53
16636,17,54
16641,8,54
16644,18,54
16645,18,54
16663,8,54
16664,8,54
16685,8,54
16688,17,54
16689,17,54
16724,5,54
16729,17,54
16735,5,54
16751,5,54
16753,5,54
16777,17,54
16781,8,54
16788,5,54
16789,5,54
16797,17,54
