,n,k,n_changes,n_matches,percent_changed
0,1000,4,0,878,0.0
1,1000,4,4,883,0.004530011325028313
2,1000,4,6,883,0.006795016987542469
3,1000,4,0,880,0.0
4,1000,4,0,885,0.0
5,1000,4,0,886,0.0
6,1000,4,11,880,0.0125
7,1000,4,0,882,0.0
8,1000,4,4,887,0.004509582863585118
9,1000,4,2,881,0.0022701475595913734
10,1000,4,24,883,0.027180067950169876
11,1000,4,0,883,0.0
12,1000,4,3,889,0.003374578177727784
13,1000,4,7,875,0.008
14,1000,4,0,885,0.0
15,1000,4,11,889,0.012373453318335208
16,1000,4,0,884,0.0
17,1000,4,2,877,0.002280501710376283
18,1000,4,7,877,0.00798175598631699
19,1000,4,10,882,0.011337868480725623
20,1000,4,5,876,0.005707762557077625
21,1000,4,0,870,0.0
22,1000,4,5,892,0.005605381165919282
23,1000,4,0,878,0.0
24,1000,4,6,882,0.006802721088435374
25,1000,4,22,881,0.024971623155505107
26,1000,4,0,875,0.0
27,1000,4,20,874,0.02288329519450801
28,1000,4,0,873,0.0
29,1000,4,5,881,0.0056753688989784334
30,1000,4,0,878,0.0
31,1000,4,6,894,0.006711409395973154
32,1000,4,4,873,0.004581901489117984
33,1000,4,0,895,0.0
34,1000,4,0,878,0.0
35,1000,4,0,888,0.0
36,1000,4,0,880,0.0
37,1000,4,2,892,0.002242152466367713
38,1000,4,0,884,0.0
39,1000,4,8,887,0.009019165727170236
40,1000,4,0,899,0.0
41,1000,4,0,886,0.0
42,1000,4,2,871,0.002296211251435132
43,1000,4,0,882,0.0
44,1000,4,0,891,0.0
45,1000,4,3,880,0.003409090909090909
46,1000,4,4,885,0.004519774011299435
47,1000,4,6,880,0.006818181818181818
48,1000,4,8,884,0.00904977375565611
49,1000,4,2,874,0.002288329519450801
50,1000,4,4,889,0.0044994375703037125
51,1000,4,0,882,0.0
52,1000,4,0,879,0.0
53,1000,4,4,881,0.004540295119182747
54,1000,4,0,868,0.0
55,1000,4,3,876,0.003424657534246575
56,1000,4,0,879,0.0
57,1000,4,0,876,0.0
58,1000,4,7,872,0.008027522935779817
59,1000,4,4,875,0.004571428571428572
60,1000,4,0,877,0.0
61,1000,4,6,884,0.006787330316742082
62,1000,4,3,874,0.003432494279176201
63,1000,4,0,882,0.0
64,1000,4,0,869,0.0
65,1000,4,0,893,0.0
66,1000,4,4,900,0.0044444444444444444
67,1000,4,29,885,0.0327683615819209
68,1000,4,4,892,0.004484304932735426
69,1000,4,4,889,0.0044994375703037125
70,1000,4,2,890,0.0022471910112359553
71,1000,4,4,885,0.004519774011299435
72,1000,4,4,881,0.004540295119182747
73,1000,4,9,888,0.010135135135135136
74,1000,4,0,874,0.0
75,1000,4,2,882,0.0022675736961451248
76,1000,4,8,884,0.00904977375565611
77,1000,4,8,888,0.009009009009009009
78,1000,4,2,889,0.0022497187851518562
79,1000,4,18,871,0.02066590126291619
80,1000,4,0,881,0.0
81,1000,4,7,884,0.007918552036199095
82,1000,4,0,876,0.0
83,1000,4,4,887,0.004509582863585118
84,1000,4,4,887,0.004509582863585118
85,1000,4,15,881,0.0170261066969353
86,1000,4,20,880,0.022727272727272728
87,1000,4,12,882,0.013605442176870748
88,1000,4,4,876,0.0045662100456621
89,1000,4,12,881,0.01362088535754824
90,1000,4,0,877,0.0
91,1000,4,3,875,0.0034285714285714284
92,1000,4,0,888,0.0
93,1000,4,2,886,0.002257336343115124
94,1000,4,17,887,0.019165727170236752
95,1000,4,4,880,0.004545454545454545
96,1000,4,0,891,0.0
97,1000,4,0,889,0.0
98,1000,4,2,885,0.0022598870056497176
99,1000,4,18,883,0.020385050962627407
100,1000,4,12,878,0.01366742596810934
101,1000,4,7,895,0.00782122905027933
102,1000,4,0,889,0.0
103,1000,4,0,868,0.0
104,1000,4,10,879,0.011376564277588168
105,1000,4,4,882,0.0045351473922902496
106,1000,4,2,884,0.0022624434389140274
107,1000,4,6,872,0.006880733944954129
108,1000,4,0,872,0.0
109,1000,4,10,882,0.011337868480725623
110,1000,4,0,882,0.0
111,1000,4,0,884,0.0
112,1000,4,0,881,0.0
113,1000,4,10,881,0.011350737797956867
114,1000,4,0,881,0.0
115,1000,4,0,878,0.0
116,1000,4,0,878,0.0
117,1000,4,5,883,0.0056625141562853904
118,1000,4,0,880,0.0
119,1000,4,2,883,0.0022650056625141564
120,1000,4,4,887,0.004509582863585118
121,1000,4,2,885,0.0022598870056497176
122,1000,4,9,883,0.010192525481313703
123,1000,4,7,888,0.007882882882882882
124,1000,4,0,876,0.0
125,1000,4,0,876,0.0
126,1000,4,0,869,0.0
127,1000,4,0,884,0.0
128,1000,4,0,887,0.0
129,1000,4,0,883,0.0
130,1000,4,11,877,0.012542759407069556
131,1000,4,10,883,0.011325028312570781
132,1000,4,5,870,0.005747126436781609
133,1000,4,7,882,0.007936507936507936
134,1000,4,3,868,0.0034562211981566822
135,1000,4,0,880,0.0
136,1000,4,11,881,0.012485811577752554
137,1000,4,0,889,0.0
138,1000,4,5,888,0.00563063063063063
139,1000,4,9,877,0.010262257696693273
140,1000,4,9,876,0.010273972602739725
141,1000,4,0,880,0.0
142,1000,4,0,880,0.0
143,1000,4,0,877,0.0
144,1000,4,0,880,0.0
145,1000,4,0,883,0.0
