,n,k,n_changes_eadam,n_matches
0,4000,4,14,3536
1,4000,4,24,3509
2,4000,4,34,3530
3,4000,4,4,3519
4,4000,4,56,3522
5,4000,4,54,3527
6,4000,4,8,3521
7,4000,4,24,3511
8,4000,4,0,3529
9,4000,4,0,3503
10,4000,4,24,3550
11,4000,4,4,3536
12,4000,4,32,3530
13,4000,4,0,3525
14,4000,4,16,3534
15,4000,4,6,3526
16,4000,4,0,3520
17,4000,4,0,3519
18,4000,4,8,3533
19,4000,4,0,3526
20,4000,4,4,3543
21,4000,4,0,3523
22,4000,4,0,3509
23,4000,4,0,3509
24,4000,4,8,3536
25,4000,4,8,3526
26,4000,4,4,3534
27,4000,4,0,3535
28,4000,4,0,3529
29,4000,4,0,3514
30,4000,4,4,3515
31,4000,4,0,3523
32,4000,4,12,3520
33,4000,4,20,3530
34,4000,4,0,3527
35,4000,4,12,3536
36,4000,4,0,3518
37,4000,4,0,3513
38,4000,4,16,3527
39,4000,4,8,3503
40,4000,4,36,3556
41,4000,4,6,3525
42,4000,4,4,3537
43,4000,4,0,3537
44,4000,4,0,3508
45,4000,4,0,3538
46,4000,4,12,3513
47,4000,4,28,3526
48,4000,4,0,3525
49,4000,4,0,3527
50,4000,4,4,3528
51,4000,4,24,3504
52,4000,4,12,3532
53,4000,4,0,3524
54,4000,4,0,3531
55,4000,4,12,3550
56,4000,4,4,3539
57,4000,4,8,3536
58,4000,4,0,3517
59,4000,4,6,3508
60,4000,4,4,3511
61,4000,4,0,3541
62,4000,4,0,3534
63,4000,4,18,3511
64,4000,4,36,3503
65,4000,4,14,3532
66,4000,4,0,3531
67,4000,4,8,3526
68,4000,4,8,3515
69,4000,4,0,3522
70,4000,4,26,3510
71,4000,4,8,3521
72,4000,4,0,3529
73,4000,4,34,3543
74,4000,4,24,3518
75,4000,4,0,3502
76,4000,4,40,3515
77,4000,4,8,3519
78,4000,4,4,3533
79,4000,4,0,3537
80,4000,4,10,3531
81,4000,4,20,3538
82,4000,4,38,3533
83,4000,4,8,3516
84,4000,4,0,3517
85,4000,4,0,3507
86,4000,4,8,3544
87,4000,4,0,3523
88,4000,4,0,3532
89,4000,4,6,3535
90,4000,4,8,3517
91,4000,4,36,3557
92,4000,4,30,3545
93,4000,4,0,3538
94,4000,4,0,3531
95,4000,4,24,3527
96,4000,4,14,3509
97,4000,4,10,3529
98,4000,4,30,3528
99,4000,4,10,3528
100,4000,4,22,3525
101,4000,4,4,3535
102,4000,4,8,3513
103,4000,4,14,3522
104,4000,4,14,3531
105,4000,4,4,3513
106,4000,4,0,3520
107,4000,4,24,3540
108,4000,4,8,3543
109,4000,4,4,3510
110,4000,4,4,3508
111,4000,4,28,3532
112,4000,4,4,3509
113,4000,4,18,3522
114,4000,4,16,3516
115,4000,4,10,3532
116,4000,4,44,3498
117,4000,4,32,3527
118,4000,4,0,3539
119,4000,4,4,3524
120,4000,4,28,3527
121,4000,4,6,3525
122,4000,4,6,3518
123,4000,4,0,3513
124,4000,4,0,3507
125,4000,4,0,3515
126,4000,4,0,3518
127,4000,4,0,3537
128,4000,4,0,3519
129,4000,4,10,3533
130,4000,4,0,3529
131,4000,4,10,3530
132,4000,4,12,3545
133,4000,4,66,3530
134,4000,4,10,3526
135,4000,4,0,3550
136,4000,4,0,3516
137,4000,4,28,3544
138,4000,4,8,3538
139,4000,4,0,3559
140,4000,4,14,3540
141,4000,4,16,3526
142,4000,4,38,3525
143,4000,4,0,3531
144,4000,4,0,3533
145,4000,4,10,3521
146,4000,4,68,3534
147,4000,4,12,3525
148,4000,4,16,3558
149,4000,4,0,3505
150,4000,4,10,3525
151,4000,4,14,3544
152,4000,4,0,3508
153,4000,4,32,3515
154,4000,4,26,3542
155,4000,4,4,3525
156,4000,4,0,3532
157,4000,4,0,3530
158,4000,4,8,3538
159,4000,4,12,3533
160,4000,4,8,3534
161,4000,4,54,3529
162,4000,4,12,3546
163,4000,4,38,3532
164,4000,4,6,3529
165,4000,4,18,3509
166,4000,4,0,3538
167,4000,4,4,3529
168,4000,4,4,3520
169,4000,4,0,3532
170,4000,4,12,3526
171,4000,4,42,3534
172,4000,4,6,3550
173,4000,4,14,3531
174,4000,4,0,3534
175,4000,4,12,3522
176,4000,4,0,3537
177,4000,4,12,3524
178,4000,4,0,3525
179,4000,4,4,3526
180,4000,4,8,3514
181,4000,4,0,3505
182,4000,4,0,3523
183,4000,4,0,3525
184,4000,4,8,3525
185,4000,4,10,3518
186,4000,4,0,3520
187,4000,4,0,3511
188,4000,4,0,3539
189,4000,4,0,3519
190,4000,4,0,3511
191,4000,4,4,3520
192,4000,4,0,3517
193,4000,4,0,3541
194,4000,4,36,3507
195,4000,4,0,3520
196,4000,4,0,3519
197,4000,4,18,3534
198,4000,4,8,3514
199,4000,4,0,3526
200,4000,4,0,3524
201,4000,4,14,3501
202,4000,4,12,3509
203,4000,4,0,3533
204,4000,4,26,3526
205,4000,4,0,3538
206,4000,4,0,3486
207,4000,4,0,3520
208,4000,4,0,3532
209,4000,4,16,3539
210,4000,4,0,3552
211,4000,4,4,3541
212,4000,4,20,3523
213,4000,4,0,3510
214,4000,4,10,3561
215,4000,4,0,3540
216,4000,4,0,3523
217,4000,4,54,3515
218,4000,4,0,3551
219,4000,4,12,3518
220,4000,4,4,3512
221,4000,4,0,3533
222,4000,4,0,3525
223,4000,4,22,3519
224,4000,4,4,3534
225,4000,4,0,3527
226,4000,4,28,3527
227,4000,4,32,3546
228,4000,4,0,3511
229,4000,4,8,3524
230,4000,4,0,3510
231,4000,4,8,3545
232,4000,4,38,3514
233,4000,4,18,3529
234,4000,4,8,3525
235,4000,4,0,3524
236,4000,4,10,3531
237,4000,4,6,3538
238,4000,4,8,3556
239,4000,4,0,3522
240,4000,4,8,3534
241,4000,4,6,3547
242,4000,4,6,3546
243,4000,4,18,3518
244,4000,4,8,3523
245,4000,4,6,3519
246,4000,4,0,3533
247,4000,4,12,3517
248,4000,4,0,3513
249,4000,4,0,3534
250,4000,4,16,3539
251,4000,4,0,3516
252,4000,4,64,3538
253,4000,4,0,3526
254,4000,4,14,3541
255,4000,4,20,3521
256,4000,4,32,3536
257,4000,4,0,3503
258,4000,4,8,3535
259,4000,4,8,3554
260,4000,4,6,3510
261,4000,4,0,3511
262,4000,4,0,3539
263,4000,4,0,3548
264,4000,4,18,3513
265,4000,4,32,3513
266,4000,4,0,3544
267,4000,4,0,3548
268,4000,4,0,3523
269,4000,4,4,3520
270,4000,4,0,3551
271,4000,4,0,3535
272,4000,4,4,3530
273,4000,4,14,3490
274,4000,4,0,3546
275,4000,4,0,3508
276,4000,4,0,3522
277,4000,4,4,3506
278,4000,4,18,3539
279,4000,4,0,3540
280,4000,4,8,3530
281,4000,4,6,3540
282,4000,4,0,3527
283,4000,4,6,3510
284,4000,4,8,3531
