,n,k,n_changes_eadam,n_matches
0,2000,6,112,1847
1,2000,6,264,1854
2,2000,6,148,1855
3,2000,6,240,1852
4,2000,6,232,1860
5,2000,6,164,1845
6,2000,6,216,1857
7,2000,6,248,1852
8,2000,6,220,1863
9,2000,6,256,1850
10,2000,6,226,1855
11,2000,6,290,1863
12,2000,6,186,1855
13,2000,6,168,1846
14,2000,6,236,1856
15,2000,6,264,1862
16,2000,6,200,1864
17,2000,6,310,1857
18,2000,6,330,1842
19,2000,6,210,1869
20,2000,6,318,1865
21,2000,6,140,1853
22,2000,6,198,1855
23,2000,6,338,1858
24,2000,6,68,1851
25,2000,6,224,1854
26,2000,6,298,1851
27,2000,6,218,1852
28,2000,6,246,1867
29,2000,6,128,1841
30,2000,6,68,1842
31,2000,6,270,1878
32,2000,6,218,1853
33,2000,6,248,1837
34,2000,6,186,1858
35,2000,6,144,1861
36,2000,6,260,1853
37,2000,6,298,1845
38,2000,6,228,1841
39,2000,6,302,1853
40,2000,6,274,1854
41,2000,6,142,1841
42,2000,6,280,1862
43,2000,6,154,1855
44,2000,6,274,1846
45,2000,6,220,1859
46,2000,6,186,1857
47,2000,6,266,1852
48,2000,6,230,1838
49,2000,6,244,1863
50,2000,6,230,1861
51,2000,6,220,1857
52,2000,6,202,1853
53,2000,6,230,1869
54,2000,6,294,1868
55,2000,6,216,1852
56,2000,6,144,1847
57,2000,6,200,1865
58,2000,6,170,1854
59,2000,6,226,1861
60,2000,6,252,1856
61,2000,6,212,1844
62,2000,6,116,1862
63,2000,6,116,1862
64,2000,6,194,1846
65,2000,6,198,1863
66,2000,6,190,1856
67,2000,6,168,1850
68,2000,6,224,1841
69,2000,6,82,1870
70,2000,6,246,1854
71,2000,6,260,1864
72,2000,6,176,1859
73,2000,6,348,1861
74,2000,6,286,1861
75,2000,6,130,1855
76,2000,6,134,1858
77,2000,6,184,1849
78,2000,6,228,1855
79,2000,6,276,1857
80,2000,6,272,1853
81,2000,6,168,1857
82,2000,6,126,1858
83,2000,6,228,1863
84,2000,6,206,1862
85,2000,6,268,1865
86,2000,6,160,1857
87,2000,6,174,1853
88,2000,6,48,1848
89,2000,6,138,1852
90,2000,6,146,1851
91,2000,6,142,1854
92,2000,6,214,1876
93,2000,6,246,1848
94,2000,6,168,1852
95,2000,6,286,1851
96,2000,6,192,1861
97,2000,6,188,1844
98,2000,6,272,1862
99,2000,6,208,1853
100,2000,6,142,1841
101,2000,6,220,1861
102,2000,6,172,1856
103,2000,6,168,1848
104,2000,6,184,1837
105,2000,6,220,1841
106,2000,6,276,1864
107,2000,6,226,1845
108,2000,6,244,1845
109,2000,6,140,1858
110,2000,6,204,1862
111,2000,6,294,1866
112,2000,6,308,1846
113,2000,6,150,1848
114,2000,6,180,1861
115,2000,6,218,1859
116,2000,6,270,1845
117,2000,6,194,1839
118,2000,6,246,1848
119,2000,6,360,1864
120,2000,6,256,1859
121,2000,6,172,1849
122,2000,6,166,1847
123,2000,6,358,1856
124,2000,6,358,1852
125,2000,6,216,1841
126,2000,6,150,1846
127,2000,6,194,1858
128,2000,6,194,1858
129,2000,6,234,1861
130,2000,6,184,1851
131,2000,6,222,1859
132,2000,6,326,1846
133,2000,6,252,1837
134,2000,6,228,1863
135,2000,6,244,1849
136,2000,6,140,1857
137,2000,6,148,1851
138,2000,6,132,1858
139,2000,6,274,1864
140,2000,6,210,1859
141,2000,6,212,1857
142,2000,6,228,1842
143,2000,6,210,1845
144,2000,6,150,1856
145,2000,6,304,1848
146,2000,6,204,1853
147,2000,6,190,1863
148,2000,6,164,1859
149,2000,6,164,1865
150,2000,6,174,1871
151,2000,6,186,1852
152,2000,6,196,1837
153,2000,6,254,1872
154,2000,6,272,1847
155,2000,6,318,1865
156,2000,6,284,1858
157,2000,6,260,1849
158,2000,6,194,1874
159,2000,6,264,1851
160,2000,6,210,1870
161,2000,6,130,1859
162,2000,6,372,1849
163,2000,6,314,1849
164,2000,6,266,1853
165,2000,6,226,1859
166,2000,6,126,1865
167,2000,6,284,1857
168,2000,6,310,1853
169,2000,6,152,1854
170,2000,6,206,1836
171,2000,6,240,1859
172,2000,6,276,1848
173,2000,6,76,1852
174,2000,6,360,1855
175,2000,6,264,1852
176,2000,6,262,1848
177,2000,6,208,1852
178,2000,6,204,1859
179,2000,6,176,1857
180,2000,6,356,1864
181,2000,6,218,1855
182,2000,6,258,1857
183,2000,6,196,1852
184,2000,6,194,1853
185,2000,6,142,1856
186,2000,6,134,1855
187,2000,6,208,1854
188,2000,6,168,1854
189,2000,6,194,1875
190,2000,6,220,1852
191,2000,6,338,1852
192,2000,6,208,1865
193,2000,6,192,1845
194,2000,6,198,1842
195,2000,6,314,1860
196,2000,6,224,1859
197,2000,6,158,1858
198,2000,6,262,1849
199,2000,6,254,1865
200,2000,6,232,1857
201,2000,6,122,1851
202,2000,6,218,1868
203,2000,6,180,1844
204,2000,6,162,1860
205,2000,6,300,1864
206,2000,6,226,1854
207,2000,6,242,1854
208,2000,6,256,1852
209,2000,6,252,1845
210,2000,6,162,1848
211,2000,6,140,1849
212,2000,6,288,1866
213,2000,6,184,1881
214,2000,6,254,1855
215,2000,6,102,1850
216,2000,6,254,1850
217,2000,6,112,1856
218,2000,6,230,1869
219,2000,6,124,1853
220,2000,6,270,1850
221,2000,6,164,1853
222,2000,6,296,1855
223,2000,6,182,1845
224,2000,6,292,1857
225,2000,6,156,1865
226,2000,6,174,1864
227,2000,6,202,1839
228,2000,6,178,1859
229,2000,6,196,1851
230,2000,6,124,1855
231,2000,6,102,1855
232,2000,6,320,1864
233,2000,6,202,1835
234,2000,6,210,1864
235,2000,6,220,1858
236,2000,6,132,1851
237,2000,6,148,1854
238,2000,6,174,1858
239,2000,6,200,1844
240,2000,6,130,1858
241,2000,6,212,1848
242,2000,6,260,1863
243,2000,6,218,1852
244,2000,6,180,1860
245,2000,6,196,1854
246,2000,6,278,1856
247,2000,6,170,1841
248,2000,6,242,1856
249,2000,6,278,1842
250,2000,6,140,1856
251,2000,6,234,1847
252,2000,6,198,1843
253,2000,6,174,1837
254,2000,6,272,1858
255,2000,6,272,1842
256,2000,6,92,1861
257,2000,6,162,1862
258,2000,6,222,1844
259,2000,6,168,1857
260,2000,6,42,1862
261,2000,6,226,1858
262,2000,6,204,1858
263,2000,6,166,1860
264,2000,6,300,1844
265,2000,6,194,1856
266,2000,6,280,1851
267,2000,6,112,1853
268,2000,6,122,1859
269,2000,6,164,1845
270,2000,6,202,1847
271,2000,6,168,1858
272,2000,6,240,1857
273,2000,6,120,1852
274,2000,6,162,1852
275,2000,6,236,1848
276,2000,6,190,1851
277,2000,6,210,1857
278,2000,6,188,1853
279,2000,6,140,1851
280,2000,6,316,1854
281,2000,6,108,1860
282,2000,6,320,1863
283,2000,6,252,1855
284,2000,6,222,1860
285,2000,6,294,1854
286,2000,6,140,1842
287,2000,6,156,1844
288,2000,6,124,1851
289,2000,6,298,1850
290,2000,6,240,1858
291,2000,6,224,1868
292,2000,6,260,1850
293,2000,6,220,1848
294,2000,6,272,1859
295,2000,6,220,1861
296,2000,6,186,1856
297,2000,6,220,1869
298,2000,6,304,1861
299,2000,6,316,1854
300,2000,6,136,1839
301,2000,6,220,1851
302,2000,6,192,1855
303,2000,6,232,1857
304,2000,6,202,1849
305,2000,6,250,1853
306,2000,6,128,1854
307,2000,6,296,1847
308,2000,6,206,1866
309,2000,6,244,1860
310,2000,6,212,1858
311,2000,6,234,1852
312,2000,6,266,1854
313,2000,6,248,1849
314,2000,6,262,1849
315,2000,6,300,1860
316,2000,6,222,1857
317,2000,6,134,1870
318,2000,6,174,1869
319,2000,6,110,1846
320,2000,6,242,1855
321,2000,6,224,1854
322,2000,6,240,1857
323,2000,6,270,1849
324,2000,6,154,1858
325,2000,6,166,1858
326,2000,6,192,1857
327,2000,6,88,1844
328,2000,6,164,1857
329,2000,6,298,1856
330,2000,6,204,1853
331,2000,6,240,1853
332,2000,6,142,1863
333,2000,6,224,1856
334,2000,6,202,1849
335,2000,6,154,1858
336,2000,6,272,1847
337,2000,6,192,1855
338,2000,6,202,1859
339,2000,6,250,1858
340,2000,6,284,1866
341,2000,6,188,1859
342,2000,6,314,1857
343,2000,6,198,1855
344,2000,6,230,1857
345,2000,6,174,1856
346,2000,6,160,1860
347,2000,6,216,1849
348,2000,6,104,1845
349,2000,6,318,1858
350,2000,6,236,1860
351,2000,6,242,1847
352,2000,6,232,1844
353,2000,6,286,1856
354,2000,6,246,1837
355,2000,6,178,1857
356,2000,6,280,1865
357,2000,6,194,1857
358,2000,6,204,1866
359,2000,6,218,1850
360,2000,6,254,1849
361,2000,6,276,1859
362,2000,6,156,1863
363,2000,6,326,1862
364,2000,6,176,1859
365,2000,6,172,1857
366,2000,6,126,1856
367,2000,6,218,1853
368,2000,6,232,1858
369,2000,6,244,1852
370,2000,6,220,1841
371,2000,6,280,1858
372,2000,6,294,1857
373,2000,6,274,1856
374,2000,6,258,1869
375,2000,6,222,1861
376,2000,6,92,1853
377,2000,6,350,1846
378,2000,6,294,1859
379,2000,6,290,1847
380,2000,6,198,1852
381,2000,6,194,1855
382,2000,6,238,1849
383,2000,6,222,1858
384,2000,6,132,1848
385,2000,6,206,1853
386,2000,6,170,1846
387,2000,6,274,1859
388,2000,6,146,1852
389,2000,6,236,1859
390,2000,6,290,1860
391,2000,6,228,1861
392,2000,6,162,1848
393,2000,6,270,1865
394,2000,6,308,1850
395,2000,6,212,1855
396,2000,6,276,1854
397,2000,6,238,1834
398,2000,6,194,1858
399,2000,6,138,1857
400,2000,6,128,1854
401,2000,6,178,1851
402,2000,6,226,1855
403,2000,6,158,1853
404,2000,6,362,1854
405,2000,6,326,1855
406,2000,6,212,1861
407,2000,6,162,1856
408,2000,6,132,1849
409,2000,6,196,1857
410,2000,6,150,1851
411,2000,6,192,1856
412,2000,6,190,1854
413,2000,6,186,1858
414,2000,6,236,1871
415,2000,6,224,1853
416,2000,6,228,1856
417,2000,6,152,1857
418,2000,6,198,1864
419,2000,6,262,1848
420,2000,6,126,1857
421,2000,6,260,1860
422,2000,6,190,1855
423,2000,6,252,1850
424,2000,6,250,1868
425,2000,6,178,1857
426,2000,6,270,1875
427,2000,6,260,1860
428,2000,6,216,1852
429,2000,6,338,1866
430,2000,6,258,1843
431,2000,6,218,1857
432,2000,6,200,1849
433,2000,6,242,1863
434,2000,6,258,1862
435,2000,6,262,1850
436,2000,6,314,1843
437,2000,6,234,1867
438,2000,6,232,1864
439,2000,6,222,1842
440,2000,6,250,1850
441,2000,6,120,1854
442,2000,6,238,1864
443,2000,6,232,1861
444,2000,6,336,1855
445,2000,6,178,1854
446,2000,6,218,1852
447,2000,6,132,1868
448,2000,6,174,1853
449,2000,6,148,1854
450,2000,6,162,1840
451,2000,6,250,1845
452,2000,6,280,1859
453,2000,6,258,1858
454,2000,6,202,1849
455,2000,6,150,1859
456,2000,6,240,1859
457,2000,6,98,1860
458,2000,6,208,1848
459,2000,6,108,1847
460,2000,6,222,1859
461,2000,6,174,1858
462,2000,6,150,1856
463,2000,6,234,1854
464,2000,6,200,1847
465,2000,6,102,1849
466,2000,6,220,1843
467,2000,6,164,1841
468,2000,6,238,1852
469,2000,6,212,1871
470,2000,6,194,1867
471,2000,6,186,1860
472,2000,6,170,1861
473,2000,6,232,1861
474,2000,6,202,1859
475,2000,6,344,1856
476,2000,6,126,1858
477,2000,6,108,1850
478,2000,6,192,1864
479,2000,6,284,1846
480,2000,6,200,1855
481,2000,6,216,1848
482,2000,6,264,1864
483,2000,6,250,1856
484,2000,6,256,1849
485,2000,6,224,1853
486,2000,6,244,1865
487,2000,6,244,1861
488,2000,6,184,1863
489,2000,6,248,1855
490,2000,6,230,1836
491,2000,6,248,1874
492,2000,6,278,1856
493,2000,6,154,1857
494,2000,6,166,1865
495,2000,6,214,1848
496,2000,6,130,1866
497,2000,6,196,1863
498,2000,6,206,1863
499,2000,6,144,1859
500,2000,6,234,1858
501,2000,6,178,1849
502,2000,6,258,1859
503,2000,6,202,1860
504,2000,6,148,1864
505,2000,6,178,1853
506,2000,6,172,1849
507,2000,6,240,1844
508,2000,6,194,1835
509,2000,6,118,1854
510,2000,6,268,1854
511,2000,6,116,1859
512,2000,6,100,1857
513,2000,6,272,1853
514,2000,6,200,1867
515,2000,6,126,1857
516,2000,6,182,1852
517,2000,6,194,1864
518,2000,6,126,1859
519,2000,6,156,1858
520,2000,6,166,1852
521,2000,6,216,1861
522,2000,6,98,1859
523,2000,6,150,1856
524,2000,6,334,1857
525,2000,6,218,1840
526,2000,6,158,1851
527,2000,6,208,1855
528,2000,6,198,1845
529,2000,6,192,1859
530,2000,6,210,1854
531,2000,6,310,1845
532,2000,6,106,1840
533,2000,6,216,1860
534,2000,6,224,1855
535,2000,6,214,1862
536,2000,6,278,1859
537,2000,6,266,1861
538,2000,6,154,1856
539,2000,6,192,1856
540,2000,6,244,1866
541,2000,6,316,1866
542,2000,6,252,1848
543,2000,6,174,1865
544,2000,6,162,1851
545,2000,6,206,1861
546,2000,6,230,1859
547,2000,6,220,1865
548,2000,6,194,1860
549,2000,6,254,1865
550,2000,6,264,1855
551,2000,6,168,1852
552,2000,6,202,1857
553,2000,6,144,1858
554,2000,6,246,1856
555,2000,6,238,1866
556,2000,6,302,1841
557,2000,6,270,1857
558,2000,6,214,1851
559,2000,6,214,1853
560,2000,6,222,1844
561,2000,6,274,1852
562,2000,6,230,1859
563,2000,6,358,1868
564,2000,6,244,1864
565,2000,6,264,1858
566,2000,6,184,1863
567,2000,6,192,1842
568,2000,6,240,1852
569,2000,6,346,1866
570,2000,6,150,1856
571,2000,6,270,1858
572,2000,6,220,1854
573,2000,6,274,1845
574,2000,6,182,1854
575,2000,6,334,1854
576,2000,6,264,1851
577,2000,6,248,1848
578,2000,6,194,1854
579,2000,6,102,1854
580,2000,6,226,1851
581,2000,6,214,1854
582,2000,6,208,1852
583,2000,6,122,1848
584,2000,6,262,1843
585,2000,6,286,1853
586,2000,6,234,1860
587,2000,6,144,1855
588,2000,6,124,1863
589,2000,6,162,1864
590,2000,6,246,1854
591,2000,6,216,1852
592,2000,6,170,1868
593,2000,6,244,1853
594,2000,6,236,1861
595,2000,6,294,1847
596,2000,6,152,1840
597,2000,6,198,1851
598,2000,6,238,1860
599,2000,6,328,1857
600,2000,6,222,1862
601,2000,6,120,1849
602,2000,6,158,1849
603,2000,6,236,1851
604,2000,6,282,1845
605,2000,6,206,1864
606,2000,6,212,1858
607,2000,6,236,1848
608,2000,6,270,1869
609,2000,6,132,1849
610,2000,6,216,1861
611,2000,6,286,1872
612,2000,6,220,1852
613,2000,6,276,1851
614,2000,6,228,1842
615,2000,6,200,1856
616,2000,6,286,1862
617,2000,6,250,1860
618,2000,6,244,1858
619,2000,6,182,1844
620,2000,6,178,1849
621,2000,6,152,1855
622,2000,6,214,1845
623,2000,6,234,1846
624,2000,6,242,1852
625,2000,6,294,1859
626,2000,6,210,1851
627,2000,6,196,1859
