,n,k,n_changes,n_matches
0,2000,4,12,1757
1,2000,4,7,1759
2,2000,4,0,1783
3,2000,4,9,1767
4,2000,4,12,1765
5,2000,4,10,1773
6,2000,4,13,1759
7,2000,4,0,1769
8,2000,4,11,1749
9,2000,4,2,1756
10,2000,4,9,1785
11,2000,4,18,1753
12,2000,4,2,1764
13,2000,4,0,1775
14,2000,4,2,1759
15,2000,4,7,1758
16,2000,4,0,1752
17,2000,4,11,1758
18,2000,4,3,1768
19,2000,4,0,1772
20,2000,4,8,1764
21,2000,4,0,1762
22,2000,4,2,1753
23,2000,4,8,1755
24,2000,4,2,1762
25,2000,4,5,1750
26,2000,4,2,1754
27,2000,4,6,1758
28,2000,4,4,1757
29,2000,4,0,1758
30,2000,4,6,1752
31,2000,4,2,1731
32,2000,4,17,1761
33,2000,4,0,1759
34,2000,4,0,1771
35,2000,4,6,1776
36,2000,4,2,1778
37,2000,4,0,1764
38,2000,4,17,1746
39,2000,4,22,1753
40,2000,4,16,1755
41,2000,4,6,1761
42,2000,4,0,1770
43,2000,4,4,1769
44,2000,4,0,1749
45,2000,4,4,1755
46,2000,4,12,1771
47,2000,4,3,1748
48,2000,4,0,1767
49,2000,4,9,1757
50,2000,4,17,1770
51,2000,4,7,1755
52,2000,4,0,1759
53,2000,4,0,1762
54,2000,4,0,1773
55,2000,4,5,1761
56,2000,4,4,1756
57,2000,4,2,1756
58,2000,4,0,1752
59,2000,4,17,1768
60,2000,4,0,1760
61,2000,4,18,1773
62,2000,4,7,1758
63,2000,4,3,1768
64,2000,4,0,1752
65,2000,4,0,1767
66,2000,4,15,1764
67,2000,4,13,1777
68,2000,4,0,1768
69,2000,4,3,1771
70,2000,4,0,1750
71,2000,4,21,1751
72,2000,4,4,1767
73,2000,4,2,1770
74,2000,4,0,1767
75,2000,4,6,1779
76,2000,4,5,1774
77,2000,4,0,1753
78,2000,4,0,1777
79,2000,4,2,1738
80,2000,4,0,1770
81,2000,4,0,1761
82,2000,4,5,1753
83,2000,4,10,1769
84,2000,4,14,1763
85,2000,4,3,1762
86,2000,4,13,1770
87,2000,4,0,1769
88,2000,4,8,1778
89,2000,4,26,1754
90,2000,4,9,1763
91,2000,4,0,1766
92,2000,4,2,1759
93,2000,4,7,1765
94,2000,4,0,1761
95,2000,4,2,1778
96,2000,4,12,1750
97,2000,4,5,1753
98,2000,4,0,1763
99,2000,4,12,1751
100,2000,4,8,1757
101,2000,4,9,1770
102,2000,4,3,1762
103,2000,4,0,1762
104,2000,4,0,1783
105,2000,4,3,1758
106,2000,4,10,1771
107,2000,4,0,1771
108,2000,4,22,1753
109,2000,4,6,1769
110,2000,4,0,1765
111,2000,4,0,1762
112,2000,4,20,1763
113,2000,4,0,1748
114,2000,4,12,1752
115,2000,4,2,1769
116,2000,4,2,1750
117,2000,4,12,1762
118,2000,4,0,1746
119,2000,4,4,1753
120,2000,4,8,1767
