,n,k,n_changes_eadam,n_matches
0,2000,7,418,1880
1,2000,7,286,1878
2,2000,7,412,1885
3,2000,7,424,1892
4,2000,7,380,1879
5,2000,7,326,1881
6,2000,7,464,1887
7,2000,7,376,1889
8,2000,7,438,1885
9,2000,7,466,1881
10,2000,7,370,1883
11,2000,7,390,1891
12,2000,7,458,1881
13,2000,7,332,1891
14,2000,7,398,1885
15,2000,7,324,1884
16,2000,7,370,1879
17,2000,7,438,1872
18,2000,7,384,1882
19,2000,7,278,1873
20,2000,7,392,1881
21,2000,7,356,1882
22,2000,7,422,1890
23,2000,7,462,1890
24,2000,7,364,1884
25,2000,7,496,1889
26,2000,7,300,1874
27,2000,7,328,1879
28,2000,7,480,1897
29,2000,7,340,1882
30,2000,7,380,1876
31,2000,7,450,1884
32,2000,7,338,1899
33,2000,7,306,1889
34,2000,7,414,1884
35,2000,7,410,1879
36,2000,7,442,1885
37,2000,7,300,1884
38,2000,7,458,1883
39,2000,7,344,1878
40,2000,7,358,1890
41,2000,7,414,1882
42,2000,7,394,1872
43,2000,7,328,1865
44,2000,7,448,1879
45,2000,7,392,1882
46,2000,7,374,1885
47,2000,7,358,1879
48,2000,7,438,1881
49,2000,7,294,1886
50,2000,7,388,1883
51,2000,7,432,1881
52,2000,7,282,1883
53,2000,7,372,1876
54,2000,7,482,1881
55,2000,7,344,1874
56,2000,7,462,1893
57,2000,7,340,1875
58,2000,7,416,1879
59,2000,7,334,1896
60,2000,7,382,1885
61,2000,7,440,1885
62,2000,7,370,1877
63,2000,7,346,1888
64,2000,7,440,1881
65,2000,7,410,1884
66,2000,7,496,1882
67,2000,7,474,1885
68,2000,7,410,1873
69,2000,7,348,1880
70,2000,7,398,1889
71,2000,7,562,1884
72,2000,7,342,1873
73,2000,7,402,1874
74,2000,7,462,1886
75,2000,7,412,1880
76,2000,7,354,1887
77,2000,7,368,1869
78,2000,7,472,1878
79,2000,7,356,1880
80,2000,7,346,1888
81,2000,7,356,1881
82,2000,7,378,1881
83,2000,7,304,1892
84,2000,7,376,1887
85,2000,7,328,1887
86,2000,7,376,1876
87,2000,7,494,1889
88,2000,7,334,1884
89,2000,7,432,1885
90,2000,7,388,1884
91,2000,7,348,1875
92,2000,7,428,1885
93,2000,7,342,1871
94,2000,7,242,1881
95,2000,7,320,1879
96,2000,7,452,1878
97,2000,7,434,1889
98,2000,7,570,1891
99,2000,7,366,1874
100,2000,7,482,1886
101,2000,7,454,1885
102,2000,7,330,1873
103,2000,7,436,1869
104,2000,7,466,1882
105,2000,7,434,1876
106,2000,7,480,1881
107,2000,7,506,1876
108,2000,7,338,1881
109,2000,7,336,1868
110,2000,7,400,1880
111,2000,7,456,1890
112,2000,7,466,1883
113,2000,7,286,1897
114,2000,7,326,1871
115,2000,7,364,1874
116,2000,7,402,1886
117,2000,7,398,1891
118,2000,7,382,1888
119,2000,7,426,1881
120,2000,7,378,1887
121,2000,7,504,1888
122,2000,7,472,1880
123,2000,7,464,1870
124,2000,7,316,1888
125,2000,7,352,1871
126,2000,7,396,1883
127,2000,7,322,1881
128,2000,7,460,1874
129,2000,7,304,1885
130,2000,7,448,1888
