,n,k,n_changes,n_matches
0,4000,7,555,3761
1,4000,7,565,3750
2,4000,7,673,3758
3,4000,7,563,3781
4,4000,7,648,3762
5,4000,7,597,3751
6,4000,7,670,3772
7,4000,7,564,3774
8,4000,7,644,3755
9,4000,7,746,3764
10,4000,7,527,3744
11,4000,7,751,3756
12,4000,7,522,3767
13,4000,7,652,3774
14,4000,7,557,3759
15,4000,7,640,3763
16,4000,7,544,3775
17,4000,7,650,3762
18,4000,7,504,3766
19,4000,7,535,3774
20,4000,7,500,3755
21,4000,7,557,3753
22,4000,7,653,3774
23,4000,7,589,3757
24,4000,7,567,3776
25,4000,7,588,3752
26,4000,7,713,3757
27,4000,7,664,3770
28,4000,7,673,3770
29,4000,7,634,3754
30,4000,7,718,3771
31,4000,7,631,3766
32,4000,7,580,3782
33,4000,7,759,3769
34,4000,7,659,3762
35,4000,7,652,3780
36,4000,7,687,3759
37,4000,7,677,3744
38,4000,7,553,3737
39,4000,7,565,3750
40,4000,7,541,3786
41,4000,7,582,3779
42,4000,7,678,3757
43,4000,7,553,3759
44,4000,7,649,3769
45,4000,7,688,3794
46,4000,7,608,3772
47,4000,7,622,3766
48,4000,7,591,3776
49,4000,7,529,3763
50,4000,7,639,3760
51,4000,7,494,3761
52,4000,7,750,3751
53,4000,7,729,3765
54,4000,7,575,3775
55,4000,7,608,3758
56,4000,7,573,3771
57,4000,7,607,3775
58,4000,7,539,3770
59,4000,7,676,3775
60,4000,7,505,3764
61,4000,7,503,3766
62,4000,7,517,3780
63,4000,7,698,3764
64,4000,7,493,3766
65,4000,7,696,3754
66,4000,7,640,3768
67,4000,7,702,3759
68,4000,7,603,3756
69,4000,7,525,3758
70,4000,7,613,3758
71,4000,7,600,3768
72,4000,7,600,3771
73,4000,7,658,3777
74,4000,7,632,3774
75,4000,7,512,3754
76,4000,7,670,3760
77,4000,7,606,3749
78,4000,7,776,3778
79,4000,7,596,3762
80,4000,7,614,3746
81,4000,7,589,3754
82,4000,7,586,3785
83,4000,7,618,3749
84,4000,7,640,3769
85,4000,7,707,3769
86,4000,7,498,3749
87,4000,7,705,3769
88,4000,7,510,3762
89,4000,7,733,3757
90,4000,7,593,3758
91,4000,7,515,3754
92,4000,7,530,3767
93,4000,7,707,3769
94,4000,7,708,3777
95,4000,7,652,3773
96,4000,7,561,3778
97,4000,7,661,3749
98,4000,7,721,3760
99,4000,7,605,3757
100,4000,7,740,3767
101,4000,7,440,3775
