,n,k,n_changes_eadam,n_matches
0,1000,8,372,956
1,1000,8,374,952
2,1000,8,298,952
3,1000,8,256,953
4,1000,8,242,944
5,1000,8,312,954
6,1000,8,248,954
7,1000,8,186,948
8,1000,8,276,952
9,1000,8,322,952
10,1000,8,142,948
11,1000,8,266,948
12,1000,8,288,946
13,1000,8,354,952
14,1000,8,196,950
15,1000,8,258,953
16,1000,8,274,955
17,1000,8,352,956
18,1000,8,232,948
19,1000,8,328,957
20,1000,8,378,951
21,1000,8,330,948
22,1000,8,300,953
23,1000,8,286,954
24,1000,8,350,942
25,1000,8,238,956
26,1000,8,280,948
27,1000,8,368,940
28,1000,8,312,948
29,1000,8,268,948
30,1000,8,296,953
31,1000,8,258,952
32,1000,8,296,948
33,1000,8,258,948
34,1000,8,286,947
35,1000,8,302,954
36,1000,8,224,955
37,1000,8,222,956
38,1000,8,352,957
39,1000,8,360,951
40,1000,8,250,946
41,1000,8,294,951
42,1000,8,282,949
43,1000,8,354,957
44,1000,8,408,951
45,1000,8,338,953
46,1000,8,342,958
47,1000,8,356,964
48,1000,8,358,945
49,1000,8,294,961
50,1000,8,276,950
51,1000,8,222,956
52,1000,8,274,946
53,1000,8,256,948
54,1000,8,334,960
55,1000,8,338,952
56,1000,8,288,950
57,1000,8,382,955
58,1000,8,392,950
59,1000,8,274,945
60,1000,8,230,945
61,1000,8,308,954
62,1000,8,320,955
63,1000,8,250,954
64,1000,8,256,949
65,1000,8,214,955
66,1000,8,278,951
67,1000,8,362,949
68,1000,8,204,951
69,1000,8,280,947
70,1000,8,216,953
71,1000,8,196,954
72,1000,8,218,955
73,1000,8,318,962
74,1000,8,336,950
75,1000,8,260,953
76,1000,8,388,948
77,1000,8,316,950
78,1000,8,220,953
79,1000,8,320,957
80,1000,8,282,952
81,1000,8,268,952
82,1000,8,304,950
83,1000,8,316,953
84,1000,8,280,951
85,1000,8,342,954
86,1000,8,272,950
87,1000,8,310,949
88,1000,8,212,951
89,1000,8,272,949
90,1000,8,274,949
91,1000,8,296,948
92,1000,8,258,953
93,1000,8,332,946
94,1000,8,372,952
95,1000,8,280,951
96,1000,8,288,955
97,1000,8,280,953
98,1000,8,286,952
99,1000,8,310,951
100,1000,8,246,961
101,1000,8,222,959
102,1000,8,184,951
103,1000,8,310,959
104,1000,8,282,951
105,1000,8,308,956
106,1000,8,236,956
107,1000,8,312,954
108,1000,8,180,953
109,1000,8,266,955
110,1000,8,236,956
111,1000,8,220,958
112,1000,8,270,951
113,1000,8,284,946
114,1000,8,312,950
115,1000,8,190,957
116,1000,8,244,945
117,1000,8,404,953
118,1000,8,320,952
119,1000,8,266,949
120,1000,8,308,962
121,1000,8,268,949
122,1000,8,290,960
123,1000,8,254,945
124,1000,8,332,950
125,1000,8,326,954
126,1000,8,336,947
127,1000,8,272,960
128,1000,8,332,951
129,1000,8,288,947
130,1000,8,442,957
131,1000,8,232,955
132,1000,8,288,959
133,1000,8,254,950
134,1000,8,304,960
135,1000,8,292,949
136,1000,8,284,957
137,1000,8,258,957
138,1000,8,328,956
139,1000,8,278,955
140,1000,8,266,951
141,1000,8,196,960
142,1000,8,256,948
143,1000,8,310,956
144,1000,8,244,952
145,1000,8,212,953
146,1000,8,328,952
147,1000,8,338,953
148,1000,8,204,944
149,1000,8,394,955
150,1000,8,272,961
151,1000,8,292,952
152,1000,8,284,954
153,1000,8,336,948
154,1000,8,286,952
155,1000,8,222,953
156,1000,8,332,957
157,1000,8,362,955
158,1000,8,258,957
159,1000,8,208,954
160,1000,8,256,954
161,1000,8,240,955
162,1000,8,374,949
163,1000,8,248,951
164,1000,8,242,953
165,1000,8,214,944
166,1000,8,280,958
167,1000,8,240,951
168,1000,8,218,944
169,1000,8,316,957
170,1000,8,238,952
171,1000,8,264,951
172,1000,8,216,946
173,1000,8,230,949
174,1000,8,240,954
175,1000,8,390,958
176,1000,8,338,949
177,1000,8,180,951
178,1000,8,232,953
179,1000,8,204,951
180,1000,8,364,955
181,1000,8,252,956
182,1000,8,136,942
183,1000,8,366,944
184,1000,8,306,953
185,1000,8,242,950
186,1000,8,390,959
187,1000,8,294,956
188,1000,8,302,939
189,1000,8,190,948
190,1000,8,314,957
191,1000,8,230,963
192,1000,8,346,948
193,1000,8,254,952
194,1000,8,260,946
195,1000,8,302,956
196,1000,8,300,948
197,1000,8,356,948
198,1000,8,266,950
199,1000,8,394,948
200,1000,8,262,954
201,1000,8,350,952
202,1000,8,354,952
203,1000,8,342,952
204,1000,8,254,954
205,1000,8,350,950
206,1000,8,428,947
207,1000,8,284,946
208,1000,8,242,947
209,1000,8,290,951
210,1000,8,370,961
211,1000,8,348,957
212,1000,8,242,954
213,1000,8,182,949
214,1000,8,238,958
215,1000,8,334,952
216,1000,8,310,958
217,1000,8,340,955
218,1000,8,194,945
219,1000,8,336,948
220,1000,8,300,949
221,1000,8,296,956
222,1000,8,310,951
223,1000,8,380,946
224,1000,8,272,946
225,1000,8,290,949
226,1000,8,274,950
227,1000,8,354,956
228,1000,8,310,959
229,1000,8,356,949
230,1000,8,370,942
231,1000,8,208,951
232,1000,8,340,947
233,1000,8,194,946
234,1000,8,254,955
235,1000,8,322,951
236,1000,8,166,950
237,1000,8,210,953
238,1000,8,330,957
239,1000,8,264,943
240,1000,8,266,949
241,1000,8,308,955
242,1000,8,294,944
243,1000,8,218,958
244,1000,8,332,952
245,1000,8,234,947
246,1000,8,292,949
247,1000,8,360,954
248,1000,8,324,951
249,1000,8,240,953
250,1000,8,338,948
251,1000,8,216,950
252,1000,8,274,950
253,1000,8,258,945
254,1000,8,420,952
255,1000,8,316,947
256,1000,8,244,944
257,1000,8,302,949
258,1000,8,304,952
259,1000,8,302,950
260,1000,8,358,954
261,1000,8,290,950
262,1000,8,286,949
263,1000,8,302,952
264,1000,8,332,949
265,1000,8,210,951
266,1000,8,240,960
267,1000,8,320,947
268,1000,8,316,960
269,1000,8,212,945
270,1000,8,292,954
271,1000,8,258,955
272,1000,8,292,953
273,1000,8,402,949
274,1000,8,354,943
275,1000,8,296,945
276,1000,8,280,954
277,1000,8,242,949
278,1000,8,320,959
279,1000,8,322,946
280,1000,8,286,956
281,1000,8,240,944
282,1000,8,404,953
283,1000,8,384,951
284,1000,8,258,948
285,1000,8,256,950
286,1000,8,220,963
287,1000,8,284,949
288,1000,8,290,954
289,1000,8,294,953
290,1000,8,332,945
291,1000,8,324,954
292,1000,8,274,949
293,1000,8,356,958
294,1000,8,244,955
295,1000,8,386,954
296,1000,8,322,965
297,1000,8,270,950
298,1000,8,224,952
299,1000,8,350,956
300,1000,8,458,945
301,1000,8,256,952
302,1000,8,302,948
303,1000,8,286,945
304,1000,8,290,958
305,1000,8,306,949
306,1000,8,212,955
307,1000,8,236,951
308,1000,8,284,952
309,1000,8,410,954
310,1000,8,316,948
311,1000,8,334,953
312,1000,8,360,962
