,n,k,n_changes_eadam,n_matches
0,1000,3,8,848
1,1000,3,0,838
2,1000,3,4,827
3,1000,3,0,853
4,1000,3,0,831
5,1000,3,0,848
6,1000,3,0,839
7,1000,3,0,849
8,1000,3,0,840
9,1000,3,0,845
10,1000,3,0,846
11,1000,3,4,836
12,1000,3,0,849
13,1000,3,0,853
14,1000,3,0,828
15,1000,3,10,835
16,1000,3,6,838
17,1000,3,0,842
18,1000,3,0,844
19,1000,3,0,836
20,1000,3,6,824
21,1000,3,10,852
22,1000,3,0,834
23,1000,3,12,843
24,1000,3,12,836
25,1000,3,6,833
26,1000,3,0,834
27,1000,3,0,854
28,1000,3,0,828
29,1000,3,0,844
30,1000,3,0,845
31,1000,3,4,833
32,1000,3,0,842
33,1000,3,0,845
34,1000,3,0,835
35,1000,3,0,827
36,1000,3,0,843
37,1000,3,0,834
38,1000,3,0,847
39,1000,3,4,849
40,1000,3,0,848
41,1000,3,10,847
42,1000,3,0,855
43,1000,3,4,834
44,1000,3,4,842
45,1000,3,0,852
46,1000,3,0,836
47,1000,3,0,837
48,1000,3,0,830
49,1000,3,0,847
50,1000,3,0,835
51,1000,3,8,828
52,1000,3,0,838
53,1000,3,0,838
54,1000,3,0,844
55,1000,3,0,839
56,1000,3,0,844
57,1000,3,0,842
58,1000,3,0,846
59,1000,3,0,844
60,1000,3,0,838
61,1000,3,4,844
62,1000,3,0,853
63,1000,3,0,838
64,1000,3,0,836
65,1000,3,0,824
66,1000,3,0,841
67,1000,3,0,850
68,1000,3,0,837
69,1000,3,0,836
70,1000,3,8,842
71,1000,3,0,833
72,1000,3,0,847
73,1000,3,4,839
74,1000,3,0,849
75,1000,3,0,853
76,1000,3,0,841
77,1000,3,0,844
78,1000,3,0,818
79,1000,3,0,829
80,1000,3,0,836
81,1000,3,0,851
82,1000,3,0,846
83,1000,3,0,846
84,1000,3,8,833
85,1000,3,0,836
86,1000,3,0,834
87,1000,3,0,843
88,1000,3,0,834
89,1000,3,0,846
90,1000,3,0,821
91,1000,3,0,856
92,1000,3,4,845
93,1000,3,0,837
94,1000,3,0,842
95,1000,3,8,840
96,1000,3,0,834
97,1000,3,0,852
98,1000,3,0,835
99,1000,3,4,837
100,1000,3,12,834
101,1000,3,0,849
102,1000,3,8,825
103,1000,3,0,837
104,1000,3,0,834
105,1000,3,0,843
106,1000,3,0,841
107,1000,3,0,842
108,1000,3,0,829
109,1000,3,0,844
110,1000,3,4,845
111,1000,3,0,832
112,1000,3,0,834
113,1000,3,4,851
114,1000,3,0,832
115,1000,3,0,836
116,1000,3,0,844
117,1000,3,10,838
118,1000,3,8,839
119,1000,3,6,843
120,1000,3,0,841
121,1000,3,0,842
122,1000,3,0,845
123,1000,3,0,829
124,1000,3,0,840
125,1000,3,0,840
126,1000,3,0,829
127,1000,3,4,850
128,1000,3,0,830
129,1000,3,0,844
130,1000,3,0,847
131,1000,3,0,852
132,1000,3,0,838
133,1000,3,0,828
134,1000,3,0,844
135,1000,3,0,825
136,1000,3,0,835
137,1000,3,0,838
138,1000,3,0,842
139,1000,3,6,843
140,1000,3,0,848
141,1000,3,6,844
142,1000,3,0,835
143,1000,3,0,840
144,1000,3,0,844
145,1000,3,0,836
146,1000,3,4,841
147,1000,3,0,848
148,1000,3,4,842
149,1000,3,0,857
150,1000,3,0,836
151,1000,3,0,836
152,1000,3,0,839
153,1000,3,4,834
154,1000,3,0,839
155,1000,3,4,832
156,1000,3,6,841
157,1000,3,4,851
158,1000,3,0,833
159,1000,3,0,828
160,1000,3,0,842
161,1000,3,0,838
162,1000,3,0,839
163,1000,3,14,831
164,1000,3,0,836
165,1000,3,0,844
166,1000,3,0,856
167,1000,3,0,844
168,1000,3,0,833
169,1000,3,10,844
170,1000,3,0,841
171,1000,3,0,843
172,1000,3,6,840
173,1000,3,0,856
174,1000,3,0,839
175,1000,3,0,831
176,1000,3,0,839
177,1000,3,0,845
178,1000,3,0,854
179,1000,3,0,840
180,1000,3,0,839
181,1000,3,0,837
182,1000,3,10,843
183,1000,3,0,848
184,1000,3,0,829
185,1000,3,4,822
186,1000,3,0,844
187,1000,3,0,844
188,1000,3,0,846
189,1000,3,0,846
190,1000,3,0,848
191,1000,3,0,834
192,1000,3,4,841
193,1000,3,0,854
194,1000,3,0,836
195,1000,3,0,836
196,1000,3,0,843
197,1000,3,6,838
198,1000,3,0,831
199,1000,3,0,842
200,1000,3,0,830
201,1000,3,0,838
202,1000,3,0,841
203,1000,3,0,831
204,1000,3,0,848
205,1000,3,0,852
206,1000,3,10,835
207,1000,3,14,844
208,1000,3,0,828
209,1000,3,0,848
210,1000,3,4,836
211,1000,3,0,835
212,1000,3,0,844
213,1000,3,0,828
214,1000,3,0,841
215,1000,3,0,841
216,1000,3,0,837
217,1000,3,0,843
218,1000,3,0,836
219,1000,3,0,833
220,1000,3,0,836
221,1000,3,0,845
222,1000,3,12,847
223,1000,3,0,841
224,1000,3,4,838
225,1000,3,0,847
226,1000,3,0,840
227,1000,3,0,863
228,1000,3,0,842
229,1000,3,0,833
230,1000,3,0,841
231,1000,3,0,846
232,1000,3,0,838
233,1000,3,0,845
234,1000,3,8,839
235,1000,3,0,840
236,1000,3,0,846
237,1000,3,0,837
